YEAR,ORG_CODE,SIMPLE_CONSULTANTS_FTE
2016,REN,47.4
2016,REP,51.05
2016,RET,88.36
2016,RF4,316.10662
2016,RFF,124.4696
2016,RFR,129.472
2016,RFS,160
2016,RGD,60.275
2016,RGM,95.1885
2016,RGN,197.53
2016,RGP,113.18
2016,RGQ,208.22147
2016,RGR,162.81932
2016,RGT,509.09416
2016,RH5,33.1
2016,RH8,293.765
2016,RHA,117.04643
2016,RHM,580.544
2016,RHQ,591.02727
2016,RHU,379.259
2016,RHW,263.79291
2016,RJ1,736.27954
2016,RJ2,276.41569
2016,RJ6,166.325
2016,RJ7,503.93636
2016,RJ8,38.35
2016,RJC,149.6725
2016,RJE,464.65999
2016,RJF,125.3
2016,RJL,177.0354
2016,RJN,81.47982
2016,RJR,166.65227
2016,RJZ,719.89094
2016,RK5,161.519
2016,RK9,355.24
2016,RKB,390.40545
2016,RKE,165.30227
2016,RKL,109.325
2016,RL1,71.6
2016,RL4,315.98509
2016,RLN,262.27818
2016,RLQ,111.575
2016,RLT,94.015
2016,RLU,52.901
2016,RLY,27.2
2016,RM1,386.86291
2016,RM2,314.86118
2016,RM3,378.529
2016,RMC,184.1062
2016,RMP,107.425
2016,RMY,82.73227
2016,RN3,198.46026
2016,RN5,272.169
2016,RN7,133.65909
2016,RNA,195.35
2016,RNK,22.175
2016,RNL,112.875
2016,RNN,44.725
2016,RNQ,147.325
2016,RNS,206.96209
2016,RNU,104.05455
2016,RNZ,162.07636
2016,RP1,45.51818
2016,RP4,283.2486
2016,RP5,236.83318
2016,RP6,123.35
2016,RP7,46.88137
2016,RPA,181.89573
2016,RPC,60.9845
2016,RPG,74.35
2016,RPY,142.20909
2016,RQ3,215.025
2016,RQ6,355.23168
2016,RQ8,221.40018
2016,RQM,376.36336
2016,RQQ,82.2196
2016,RQW,145.69545
2016,RQX,155.84097
2016,RQY,94.5
2016,RR1,428.97436
2016,RR7,151.0323
2016,RR8,808.513
2016,RRD,44.55
2016,RRE,68.03
2016,RRF,186.74659
2016,RRJ,59.74892
2016,RRK,477.72818
2016,RRP,86
2016,RRV,517.66758
2016,RT1,87.1
2016,RT2,88.975
2016,RT3,186.39292
2016,RT5,95.55
2016,RTD,660.88864
2016,RTE,343.74537
2016,RTF,303.5285
2016,RTG,358.46959
2016,RTH,662.98236
2016,RTK,194.5729
2016,RTP,191.18635
2016,RTQ,52.175
2016,RTR,397.50241
2016,RTV,66.6
2016,RTX,197.658
2016,RV3,177.775
2016,RV5,187.81227
2016,RV9,32.125
2016,RVJ,369.45905
2016,RVN,115.4861
2016,RVR,274.52659
2016,RVV,351.42591
2016,RVW,175.942
2016,RVY,90.70636
2016,RW1,109.15
2016,RW3,632.09659
2016,RW4,73.9
2016,RW5,101.58182
2016,RW6,378.5833
2016,RWA,380.86818
2016,RWD,328.19089
2016,RWE,632.48018
2016,RWF,243.18068
2016,RWG,217.10227
2016,RWH,284.90373
2016,RWJ,184.65
2016,RWK,187.49091
2016,RWN,56.48
2016,RWP,259.64567
2016,RWR,88.93309
2016,RWV,68.325
2016,RWW,144.16919
2016,RWX,73.225
2016,RWY,219.74886
2016,RX1,639.26804
2016,RX2,137.36727
2016,RX3,157.44318
2016,RX4,168.371
2016,RX8,0.442
2016,RXA,77.108
2016,RXC,216.27272
2016,RXE,40.70909
2016,RXF,316.04395
2016,RXG,83.65
2016,RXH,448.01877
2016,RXK,273.47273
2016,RXL,196.38959
2016,RXM,69.1
2016,RXN,329.47
2016,RXP,271.39046
2016,RXQ,230.21681
2016,RXR,256.675
2016,RXT,101.76182
2016,RXV,53.37727
2016,RXW,232.80136
2016,RXX,87
2016,RXY,88.2
2016,RY1,2.2
2016,RY2,13.3625
2016,RY3,11.35
2016,RY4,11.625
2016,RY5,3.1
2016,RY6,26.85
2016,RY7,0.3
2016,RY8,1.3
2016,RY9,6.3
2016,RYG,75.7
2016,RYJ,583.01558
2016,RYK,34.32727
2016,RYR,274.71318
2016,RYV,35.45914
2016,RYW,55.375
2016,RYX,4.8
2016,RYY,13.15
2016,TAD,37.315
2016,TAE,35.25
2016,TAF,51.2
2016,TAH,39.475
2016,TAJ,41
2017,00M,0.27
2017,00Q,1.237
2017,00R,0.046
2017,00Y,1.00001
2017,01A,0.42667
2017,01H,0.6
2017,01R,4.325
2017,02M,0.4
2017,03F,0.3
2017,05A,2.45456
2017,05F,1
2017,05J,0.09091
2017,05T,0.4
2017,05Y,0.2
2017,06F,0.6
2017,07H,0.5
2017,07P,1
2017,07W,0.2
2017,08A,0.4
2017,08J,0.32
2017,08K,3
2017,08N,1
2017,08P,0.638
2017,08R,0.6
2017,08T,0.2
2017,08X,0.6
2017,09Y,0.046
2017,11X,0.069
2017,14L,1
2017,R1A,53.26136
2017,R1C,44.3229
2017,R1D,6.469
2017,R1E,19.7
2017,R1F,85.12245
2017,R1H,851.92962
2017,R1J,4.85
2017,R1K,437.55964
2017,R1L,93.6
2017,RA2,215.12486
2017,RA3,69.075
2017,RA4,91.27444
2017,RA7,454.58536
2017,RA9,199.09
2017,RAE,266.54223
2017,RAJ,187.46818
2017,RAL,606.43488
2017,RAN,104.69091
2017,RAP,177.24768
2017,RAS,171.8625
2017,RAT,118.96818
2017,RAX,205.2164
2017,RBA,219.5632
2017,RBD,135.4661
2017,RBK,149.425
2017,RBL,246.02
2017,RBN,223.6531
2017,RBQ,78.85
2017,RBS,191.49064
2017,RBT,131.75
2017,RBV,132.225
2017,RBZ,100.8935
2017,RC1,134.6375
2017,RC9,239.92461
2017,RCB,342.587
2017,RCD,128.30109
2017,RCF,113.056
2017,RCU,146.57361
2017,RCX,123.8764
2017,RD1,227.18436
2017,RD3,182.1945
2017,RD8,164.8
2017,RDD,216.32936
2017,RDE,193.375
2017,RDR,25.875
2017,RDU,422.26364
2017,RDY,65.3185
2017,RDZ,188.07068
2017,RE9,69.26667
2017,REF,274.743
2017,REM,235.56409
2017,REN,50.9
2017,REP,51.4375
2017,RET,89.4855
2017,RF4,318.68644
2017,RFF,137.12
2017,RFR,129.6885
2017,RFS,164.41
2017,RGD,62.975
2017,RGM,98.4165
2017,RGN,284.81841
2017,RGP,107.505
2017,RGQ,205.02147
2017,RGR,169.83682
2017,RGT,534.30784
2017,RH5,36.525
2017,RH8,297.03782
2017,RHA,115.23977
2017,RHM,588.639
2017,RHQ,620.32727
2017,RHU,388.13
2017,RHW,273.01591
2017,RJ1,804.59772
2017,RJ2,295.43773
2017,RJ6,174.275
2017,RJ7,540.74245
2017,RJ8,39.2
2017,RJC,146.2805
2017,RJE,472.92209
2017,RJF,120.5
2017,RJL,178.2024
2017,RJN,83.398
2017,RJR,171.37727
2017,RJZ,748.70099
2017,RK5,165.897
2017,RK9,380.71
2017,RKB,409.85795
2017,RKE,163.61227
2017,RKL,102.0903
2017,RL1,76.7
2017,RL4,329.59009
2017,RLN,256.58918
2017,RLQ,118.65
2017,RLT,96.175
2017,RLY,22.25
2017,RM1,414.65682
2017,RM3,400.42541
2017,RMC,192.196
2017,RMP,113.65
2017,RMY,88.1
2017,RN3,202.02422
2017,RN5,282.6965
2017,RN7,138.63409
2017,RNA,195.7875
2017,RNK,30.275
2017,RNL,135.55
2017,RNN,43.825
2017,RNQ,151.925
2017,RNS,204.53709
2017,RNU,104.00455
2017,RNZ,173.03136
2017,RP1,47.51818
2017,RP4,298.7373
2017,RP5,236.85918
2017,RP6,125.03
2017,RP7,44.84546
2017,RPA,186.70473
2017,RPC,62.77
2017,RPG,83.95
2017,RPY,146.80909
2017,RQ3,276.31418
2017,RQ6,361.00618
2017,RQ8,230.42548
2017,RQM,394.02963
2017,RQW,152.05454
2017,RQX,157.64597
2017,RQY,93.9
2017,RR1,433.99636
2017,RR7,158.9885
2017,RR8,858.49591
2017,RRE,72.88
2017,RRF,182.89659
2017,RRJ,68.96819
2017,RRK,505.28518
2017,RRP,94.36818
2017,RRV,551.43181
2017,RT1,86.25
2017,RT2,85.471
2017,RT3,193.55
2017,RT5,100.375
2017,RTD,687.53864
2017,RTE,354.08367
2017,RTF,286.404
2017,RTG,375.55819
2017,RTH,684.70423
2017,RTK,212.45972
2017,RTP,204.54681
2017,RTQ,54.425
2017,RTR,419.70881
2017,RTV,71.5
2017,RTX,217.422
2017,RV3,182.45
2017,RV5,193.03954
2017,RV9,37.51
2017,RVJ,380.59075
2017,RVN,111.2605
2017,RVR,283.51409
2017,RVV,381.86541
2017,RVW,185.8066
2017,RVY,91.21318
2017,RW1,106
2017,RW4,73.8
2017,RW5,94.18636
2017,RW6,368.9545
2017,RWA,394.73864
2017,RWD,323.88639
2017,RWE,664.07018
2017,RWF,254.23209
2017,RWG,230.05436
2017,RWH,288.18272
2017,RWJ,191.50131
2017,RWK,179.85
2017,RWP,272.70022
2017,RWR,99.98309
2017,RWV,70.525
2017,RWW,150.8819
2017,RWX,73.9595
2017,RWY,230.88636
2017,RX1,672.22754
2017,RX2,119.62182
2017,RX3,158.36727
2017,RX4,165.64827
2017,RX8,0.442
2017,RXA,78.65
2017,RXC,220.70336
2017,RXE,40.65
2017,RXF,324.64915
2017,RXG,82.6
2017,RXH,451.22277
2017,RXK,276.5687
2017,RXL,194.89759
2017,RXM,64.95
2017,RXN,345.965
2017,RXP,259.78296
2017,RXQ,243.15211
2017,RXR,272.825
2017,RXT,107.33182
2017,RXV,87.625
2017,RXW,238.00886
2017,RXX,88.9
2017,RXY,94.65
2017,RY1,3.2
2017,RY2,13.4125
2017,RY3,10.35
2017,RY4,9.625
2017,RY5,3.1
2017,RY6,23.85
2017,RY7,0.3
2017,RY8,2.1
2017,RY9,6
2017,RYG,69.9
2017,RYJ,619.25221
2017,RYK,35.90909
2017,RYR,285.97818
2017,RYV,36.435
2017,RYW,61.846
2017,RYX,4.51081
2017,RYY,18.15
2017,TAD,39.065
2017,TAF,52.8563
2017,TAH,40.625
2017,TAJ,39.7
2018,00M,0.26904
2018,00Q,1.414
2018,00Y,0.77778
2018,01A,0.42667
2018,01H,0.6
2018,01R,4.275
2018,02M,0.5
2018,03F,1
2018,05A,2.54546
2018,05F,1
2018,05J,0.37273
2018,05T,0.4
2018,05Y,0.2
2018,06F,0.6
2018,06K,0.3
2018,07H,0.5
2018,07P,1
2018,07W,0.2
2018,08A,0.4
2018,08J,0.1
2018,08K,0.1
2018,08N,1
2018,08P,0.538
2018,08R,0.5
2018,08T,0.1
2018,08X,0.6
2018,09D,0.04606
2018,09Y,0.046
2018,11X,0.069
2018,14L,0.8
2018,99P,0.4
2018,R0A,1022.00073
2018,R1A,49.08636
2018,R1C,42.43488
2018,R1D,6.669
2018,R1F,90.72245
2018,R1H,881.80524
2018,R1J,2.7
2018,R1K,447.54663
2018,R1L,91.45
2018,RA2,227.78954
2018,RA3,66.225
2018,RA4,94.655
2018,RA7,478.01836
2018,RA9,208.2775
2018,RAE,281.71073
2018,RAJ,199.21818
2018,RAL,613.20391
2018,RAN,107.40091
2018,RAP,187.36818
2018,RAS,167.5725
2018,RAT,116.8
2018,RAX,212.10713
2018,RBA,236.1717
2018,RBD,136.0796
2018,RBK,153.15
2018,RBL,238.7325
2018,RBN,236.875
2018,RBQ,81.65
2018,RBS,208.502
2018,RBT,133.275
2018,RBV,138.026
2018,RBZ,103.8785
2018,RC1,144.6947
2018,RC9,239.99761
2018,RCB,339.492
2018,RCD,128.26518
2018,RCF,115.9135
2018,RCU,153.3323
2018,RCX,123.9643
2018,RD1,234.66736
2018,RD3,182.407
2018,RD8,176.225
2018,RDD,220.2539
2018,RDE,402.60167
2018,RDR,22.7
2018,RDU,437.39546
2018,RDY,61.855
2018,RDZ,199.12159
2018,RE9,69.16667
2018,REF,284.776
2018,REM,240.26459
2018,REN,53.43
2018,REP,56.543
2018,RET,96.7105
2018,RF4,323.56935
2018,RFF,145.2792
2018,RFR,132.351
2018,RFS,173.12
2018,RGD,63.82
2018,RGM,101.0812
2018,RGN,304.01091
2018,RGP,114.125
2018,RGR,178.5865
2018,RGT,590.17086
2018,RH5,39.025
2018,RH8,315.186
2018,RHA,117.92613
2018,RHM,629.959
2018,RHQ,643.07727
2018,RHU,395.764
2018,RHW,277.9424
2018,RJ1,874.65472
2018,RJ2,307.34818
2018,RJ6,183.975
2018,RJ7,551.12409
2018,RJ8,39.425
2018,RJC,155.488
2018,RJE,481.01215
2018,RJL,178.0564
2018,RJN,83.45
2018,RJR,185.02727
2018,RJZ,780.68226
2018,RK5,178.394
2018,RK9,386.6
2018,RKB,406.72509
2018,RKE,161.70409
2018,RKL,111.1403
2018,RL1,80.45
2018,RL4,346.27959
2018,RLN,273.7835
2018,RLQ,121.1
2018,RLT,97.775
2018,RLY,25.675
2018,RM1,435.15568
2018,RM3,420.27823
2018,RMC,193.67
2018,RMP,114.362
2018,RMY,92.925
2018,RN3,208.00192
2018,RN5,296.922
2018,RN7,137.18909
2018,RNA,208.088
2018,RNK,32.121
2018,RNL,178.9599
2018,RNN,39.675
2018,RNQ,159.89
2018,RNS,208.75909
2018,RNU,107.80455
2018,RNZ,178.02227
2018,RP1,49.11818
2018,RP4,315.5577
2018,RP5,240.97218
2018,RP6,130.01
2018,RP7,49.25228
2018,RPA,192.65182
2018,RPC,69.9573
2018,RPG,86.85
2018,RPY,153.90909
2018,RQ3,287.82868
2018,RQ6,365.07054
2018,RQ8,220.53508
2018,RQM,423.63931
2018,RQW,160.75789
2018,RQX,167.47727
2018,RQY,96.1
2018,RR7,162.006
2018,RR8,886.16491
2018,RRE,92.42
2018,RRF,184.74659
2018,RRJ,70.72459
2018,RRK,957.76591
2018,RRP,99.51818
2018,RRV,578.05781
2018,RT1,90.72632
2018,RT2,90.496
2018,RT3,200.6
2018,RT5,101.425
2018,RTD,709.22273
2018,RTE,357.79927
2018,RTF,261.6855
2018,RTG,520.5633
2018,RTH,723.65523
2018,RTK,219.59054
2018,RTP,216.71581
2018,RTQ,54.925
2018,RTR,431.08131
2018,RTV,66.93
2018,RTX,228.73
2018,RV3,184.278
2018,RV5,190.43954
2018,RV9,37.7
2018,RVJ,397.10925
2018,RVN,113.9
2018,RVR,295.86409
2018,RVV,404.21722
2018,RVW,180.4436
2018,RVY,96.77909
2018,RW1,112.3
2018,RW4,73.623
2018,RW5,101.8
2018,RW6,372.0285
2018,RWA,405.01864
2018,RWD,315.58719
2018,RWE,686.31468
2018,RWF,256.58788
2018,RWG,238.93427
2018,RWH,295.91368
2018,RWJ,195.34629
2018,RWK,177.45
2018,RWP,278.98431
2018,RWR,102.18309
2018,RWV,67.975
2018,RWW,146.6016
2018,RWX,76.575
2018,RWY,229.33636
2018,RX1,699.43754
2018,RX2,124.48182
2018,RX3,157.24909
2018,RX4,163.47191
2018,RX8,0.442
2018,RXA,74.15
2018,RXC,226.30336
2018,RXE,40.75
2018,RXF,342.13275
2018,RXG,79.90909
2018,RXH,457.61709
2018,RXK,283.87046
2018,RXL,202.38959
2018,RXM,69.025
2018,RXN,362.4514
2018,RXP,275.3737
2018,RXQ,248.97672
2018,RXR,278.15
2018,RXT,112.85682
2018,RXV,97.9
2018,RXW,230.62427
2018,RXX,88.6
2018,RXY,91.25
2018,RY2,14.1542
2018,RY3,11.85
2018,RY4,9.025
2018,RY5,3.1
2018,RY6,26
2018,RY7,0.3
2018,RY8,2.1625
2018,RY9,7.3
2018,RYG,70.8
2018,RYJ,653.705
2018,RYK,36.4
2018,RYR,285.41618
2018,RYV,43.535
2018,RYW,65.6
2018,RYX,4.91081
2018,RYY,16.5
2018,TAD,40.24
2018,TAF,50.7
2018,TAH,38.025
2018,TAJ,39.7
