YEAR,ORG_CODE,SIMPLE_CONSULTANTS_FTE
2012,5N7,2
2012,5N8,4.15
2012,5N9,5.21169
2012,5NA,1
2012,5NC,1
2012,5ND,4
2012,5NE,4.8
2012,5NF,0.7
2012,5NG,4.71429
2012,5NH,4.88961
2012,5NJ,1.4
2012,5NL,3
2012,5NM,3
2012,5NN,5.01764
2012,5NP,7.00909
2012,5NR,5.6
2012,5NT,2.23
2012,5NV,5.061
2012,5NW,1
2012,5NX,0.6
2012,5NY,3.24545
2012,5P1,2
2012,5P2,2.55
2012,5P5,4.57273
2012,5P6,3
2012,5P8,1
2012,5P9,2
2012,5PA,3.65
2012,5PD,16.16667
2012,5PE,2.4
2012,5PF,4.19091
2012,5PG,3
2012,5PJ,13.95
2012,5PK,2
2012,5PL,3
2012,5PM,10.68
2012,5PN,0.8
2012,5PP,4.95
2012,5PQ,2.5
2012,5PR,3
2012,5PT,13.2
2012,5PV,0.8
2012,5PW,1.8
2012,5PX,0.2
2012,5PY,1
2012,5QA,1.0909
2012,5QC,4.98182
2012,5QD,5.338
2012,5QE,4.1
2012,5QF,3.725
2012,5QG,1
2012,5QH,1.6
2012,5QJ,5.49459
2012,5QK,1
2012,5QL,2.969
2012,5QM,4.9
2012,5QN,1.2
2012,5QP,2.8
2012,5QQ,2.3994
2012,5QT,1
2012,5QV,7.3
2012,5QW,3
2012,AHO,26.96364
2012,NCY,21.275
2012,NL8,0.486
2012,NLR,4.125
2012,NNF,6.6
2012,NNV,2
2012,NQ1,2
2012,NQ7,1.7
2012,NQA,2.9
2012,NQL,7.4
2012,NQV,4
2012,NR5,22.5
2012,Q31,4.3
2012,Q32,2.6
2012,Q34,9.48182
2012,Q35,13.42047
2012,Q36,4.1
2012,Q38,2.9
2012,Q39,1.7
2012,R1A,51.93636
2012,R1C,57.579
2012,R1D,9.85
2012,R1E,4
2012,R1F,80.68336
2012,R1H,598.62274
2012,RA2,162.18526
2012,RA3,75.85
2012,RA4,75.125
2012,RA7,333.53895
2012,RA9,168.455
2012,RAE,250.53823
2012,RAJ,163.22727
2012,RAL,278.86789
2012,RAN,76.23863
2012,RAP,115.68818
2012,RAS,127.26318
2012,RAT,77
2012,RAX,145.34158
2012,RBA,192.00845
2012,RBB,7.6
2012,RBD,104.33736
2012,RBK,110.725
2012,RBL,205.73636
2012,RBN,178.98182
2012,RBQ,59.53
2012,RBS,146.12718
2012,RBT,96.15909
2012,RBV,90.14091
2012,RBZ,87.15065
2012,RC1,111.89545
2012,RC3,102.5701
2012,RC9,175.98227
2012,RCB,280.60909
2012,RCD,99.4
2012,RCF,95.23182
2012,RCU,115.4238
2012,RCX,122.995
2012,RD1,170.55045
2012,RD3,151.50762
2012,RD7,145.21135
2012,RD8,108.08125
2012,RDD,153.64545
2012,RDE,151.12909
2012,RDR,24.571
2012,RDU,168.36135
2012,RDY,51.33873
2012,RDZ,151.79318
2012,RE9,65.166
2012,REF,221.575
2012,REM,182.6105
2012,REN,40
2012,REP,48.3
2012,RET,68.05
2012,RF4,285.40498
2012,RFF,96.75
2012,RFR,127.791
2012,RFS,135.045
2012,RFW,89.0159
2012,RGD,79.675
2012,RGM,76.81
2012,RGN,171.74091
2012,RGP,99.125
2012,RGQ,168.96363
2012,RGR,130.43227
2012,RGT,406.50036
2012,RH5,34.85
2012,RH8,254.072
2012,RHA,115.31136
2012,RHM,423.21659
2012,RHQ,500.77272
2012,RHU,306.74309
2012,RHW,232.75454
2012,RHX,8.75
2012,RJ1,552.84316
2012,RJ2,133.81637
2012,RJ6,127.82727
2012,RJ7,401.99377
2012,RJ8,34.25
2012,RJC,105.41818
2012,RJD,102.05
2012,RJE,291.90459
2012,RJF,108.87273
2012,RJL,166.43698
2012,RJN,71.27591
2012,RJR,123.72272
2012,RJX,8.9
2012,RJZ,435.73942
2012,RK5,139.844
2012,RK9,297.72264
2012,RKB,330.95945
2012,RKE,145.65908
2012,RKL,95.69091
2012,RL1,70.85
2012,RL4,239.07273
2012,RLN,229.71318
2012,RLQ,95.245
2012,RLT,67.62273
2012,RLU,49.963
2012,RLY,25.44091
2012,RM1,327.57273
2012,RM2,241.74572
2012,RM3,300.08274
2012,RMC,173.125
2012,RMP,94.17727
2012,RMY,103.25
2012,RN3,139.16159
2012,RN5,218.93586
2012,RN7,81.40909
2012,RNA,168.878
2012,RNK,20.36082
2012,RNL,147.667
2012,RNN,39.7
2012,RNQ,120.57932
2012,RNS,186.33209
2012,RNU,100.05455
2012,RNZ,143.73745
2012,RP1,59.96363
2012,RP4,238.98909
2012,RP5,196.948
2012,RP6,103.772
2012,RP7,39.63473
2012,RPA,155.84545
2012,RPC,54.2263
2012,RPG,61.65
2012,RPY,109.09909
2012,RQ3,180.817
2012,RQ6,263.96818
2012,RQ8,188.18099
2012,RQM,200.12501
2012,RQQ,72.426
2012,RQW,114.8409
2012,RQX,120.63819
2012,RQY,82.97045
2012,RR1,375.27157
2012,RR7,119.86
2012,RR8,641.39177
2012,RRD,45.65
2012,RRE,55.845
2012,RRF,163.65259
2012,RRJ,55.43091
2012,RRK,365.48841
2012,RRP,76.61818
2012,RRV,403.68862
2012,RT1,64.9
2012,RT2,79.825
2012,RT3,162.24545
2012,RT5,93.2625
2012,RTD,569.91891
2012,RTE,313.09986
2012,RTF,226.28781
2012,RTG,290.57618
2012,RTH,510.0919
2012,RTK,151.47271
2012,RTP,141.44653
2012,RTQ,46.4875
2012,RTR,368.42059
2012,RTV,55.4
2012,RTX,180.58227
2012,RV3,131.96136
2012,RV5,160.49863
2012,RV8,237.93225
2012,RV9,38.6
2012,RVJ,337.3667
2012,RVL,239.01126
2012,RVN,88.675
2012,RVR,235.25454
2012,RVV,327.68636
2012,RVW,157.765
2012,RVY,92.88363
2012,RW1,100.4
2012,RW3,511.28182
2012,RW4,65
2012,RW5,88.842
2012,RW6,374.70454
2012,RWA,336.29318
2012,RWD,273.06221
2012,RWE,518.18231
2012,RWF,208.31299
2012,RWG,173.07453
2012,RWH,246.07432
2012,RWJ,154.26818
2012,RWK,113.56818
2012,RWN,85.26606
2012,RWP,234.0568
2012,RWR,79.00909
2012,RWV,70.325
2012,RWW,125.62727
2012,RWX,68.15
2012,RWY,203.87681
2012,RX1,535.61751
2012,RX2,142.19227
2012,RX3,137.683
2012,RX4,157.56385
2012,RX8,0.1875
2012,RXA,75.158
2012,RXC,198.41045
2012,RXE,39.92273
2012,RXF,313.125
2012,RXG,80.63545
2012,RXH,420.83645
2012,RXK,267.54863
2012,RXL,162.345
2012,RXM,68.396
2012,RXN,262.975
2012,RXP,253.38863
2012,RXQ,204.76717
2012,RXR,226.9
2012,RXT,95.43
2012,RXV,50.71818
2012,RXW,212.03809
2012,RXX,93.65
2012,RXY,86.65
2012,RY1,2.98364
2012,RY2,12.25
2012,RY3,9.678
2012,RY4,10.32273
2012,RY5,1.8
2012,RY6,28.85
2012,RY7,2
2012,RY8,1.98636
2012,RYG,68.55
2012,RYH,0.54545
2012,RYJ,502.9861
2012,RYK,34.22727
2012,RYQ,279.46617
2012,RYR,251.66818
2012,RYV,28.65114
2012,RYW,51.2
2012,RYX,3.78182
2012,RYY,12.69018
2012,T1160,4.95
2012,T1310,210.8105
2012,T1440,0.8
2012,T1460,35.05
2012,TAD,35.901
2012,TAE,38.25
2012,TAF,34.65
2012,TAH,45.5
2012,TAJ,39.7
2012,TAK,0.42727
2012,TAL,1.1
2013,00R,0.046
2013,01A,0.12667
2013,01R,2.65
2013,02M,0.4
2013,03K,0.4
2013,05W,0.8
2013,06F,0.85
2013,06K,0.4
2013,06P,0.22727
2013,07H,0.2
2013,07K,0.5
2013,07N,0.22727
2013,07P,1
2013,07Q,0.1
2013,08A,0.22727
2013,08E,0.5
2013,08X,0.7841
2013,09G,0.3
2013,0AK,1.8
2013,11H,0.2
2013,11X,0.069
2013,5F1,2.05
2013,5QT,1
2013,AHO,20.4
2013,NCY,21.225
2013,NL8,0.961
2013,NNF,9.6
2013,NNV,3.1
2013,NQ7,1.7
2013,NQA,2.7
2013,NQL,7.4
2013,NQV,5.65
2013,NR5,24.575
2013,Q31,0.5
2013,Q36,1.6
2013,Q39,0.1
2013,R1A,48.83636
2013,R1C,60.224
2013,R1D,6.15
2013,R1E,16.45
2013,R1F,78.03936
2013,R1H,656.54093
2013,R1J,3.8
2013,RA2,173.3229
2013,RA3,76.536
2013,RA4,80.4
2013,RA7,338.32045
2013,RA9,180.81
2013,RAE,262.94093
2013,RAJ,168.92727
2013,RAL,298.85617
2013,RAN,84.69759
2013,RAP,118.61091
2013,RAS,135.15863
2013,RAT,81.8
2013,RAX,152.18408
2013,RBA,201.03995
2013,RBB,6.85
2013,RBD,111.02927
2013,RBK,123.5
2013,RBL,219.13409
2013,RBN,190.63182
2013,RBQ,60.2925
2013,RBS,150.17718
2013,RBT,99.33409
2013,RBV,93.06591
2013,RBZ,91.33935
2013,RC1,101.58636
2013,RC3,107.64737
2013,RC9,192.37068
2013,RCB,301.05909
2013,RCD,108.70909
2013,RCF,102.35
2013,RCU,121.8753
2013,RCX,121.9291
2013,RD1,186.04245
2013,RD3,149.69877
2013,RD7,156.13864
2013,RD8,111.45622
2013,RDD,163.64545
2013,RDE,157.882
2013,RDR,26.496
2013,RDU,179.82044
2013,RDY,55.54673
2013,RDZ,154.06818
2013,RE9,66.316
2013,REF,241.4275
2013,REM,191.96959
2013,REN,41.7
2013,REP,49.35
2013,RET,76.45
2013,RF4,269.74206
2013,RFF,99.25
2013,RFR,131.3972
2013,RFS,145.845
2013,RFW,96.50681
2013,RGD,81.475
2013,RGM,87.191
2013,RGN,181.75909
2013,RGP,105.05
2013,RGQ,175.97367
2013,RGR,144.50045
2013,RGT,442.51227
2013,RH5,33.85
2013,RH8,260.583
2013,RHA,117.78052
2013,RHM,465.1825
2013,RHQ,519.56363
2013,RHU,322.09509
2013,RHW,238.21818
2013,RJ1,599.06635
2013,RJ2,133.90182
2013,RJ6,140.36136
2013,RJ7,420.39377
2013,RJ8,32.75
2013,RJC,111.68864
2013,RJD,99.125
2013,RJE,308.16609
2013,RJF,107.25
2013,RJL,161.91198
2013,RJN,74.708
2013,RJR,132.99772
2013,RJX,8.4
2013,RJZ,473.31942
2013,RK5,152.544
2013,RK9,314.03909
2013,RKB,330.92654
2013,RKE,154.57272
2013,RKL,95.995
2013,RL1,71.75
2013,RL4,243.18068
2013,RLN,230.53818
2013,RLQ,101.195
2013,RLT,72.92273
2013,RLU,52.322
2013,RLY,25.04091
2013,RM1,337.50455
2013,RM2,268.98942
2013,RM3,311.59019
2013,RMC,177.08409
2013,RMP,92.788
2013,RMY,91.64091
2013,RN3,151.64465
2013,RN5,236.86086
2013,RN7,82.15909
2013,RNA,181.55
2013,RNK,21.479
2013,RNL,151.467
2013,RNN,42.2
2013,RNQ,119.89182
2013,RNS,194.55709
2013,RNU,98.05455
2013,RNZ,148.61245
2013,RP1,54.21818
2013,RP4,250.50909
2013,RP5,215.10118
2013,RP6,107.44
2013,RP7,47.32273
2013,RPA,150.30681
2013,RPC,54.1363
2013,RPG,64.95
2013,RPY,116.41909
2013,RQ3,189.392
2013,RQ6,284.19
2013,RQ8,191.66149
2013,RQM,225.12728
2013,RQQ,69.622
2013,RQW,117.7409
2013,RQX,122.56819
2013,RQY,83.62045
2013,RR1,379.54657
2013,RR7,135.26
2013,RR8,687.70386
2013,RRD,46.75
2013,RRE,53.84318
2013,RRF,177.44009
2013,RRJ,56.43091
2013,RRK,392.24523
2013,RRP,83.51818
2013,RRV,418.54544
2013,RT1,76.5
2013,RT2,79.125
2013,RT3,164.64545
2013,RT5,88.8875
2013,RTD,588.84364
2013,RTE,316.26086
2013,RTF,238.99145
2013,RTG,306.51368
2013,RTH,538.60826
2013,RTK,157.27726
2013,RTP,150.07153
2013,RTQ,47.3875
2013,RTR,367.24514
2013,RTV,57.1
2013,RTX,190.17727
2013,RV3,144.31936
2013,RV5,159.69863
2013,RV8,241.09362
2013,RV9,35.625
2013,RVJ,338.17466
2013,RVL,242.4909
2013,RVN,90.325
2013,RVR,241.45909
2013,RVV,341.23636
2013,RVW,162.475
2013,RVY,88.99045
2013,RW1,107.2
2013,RW3,548.13
2013,RW4,64.4
2013,RW5,88.80454
2013,RW6,363.61136
2013,RWA,341.61818
2013,RWD,280.84359
2013,RWE,547.67664
2013,RWF,216.87845
2013,RWG,177.65908
2013,RWH,249.00032
2013,RWJ,167.53409
2013,RWK,119.91818
2013,RWN,96.9794
2013,RWP,237.02953
2013,RWR,75.23418
2013,RWV,67.6
2013,RWW,125.21818
2013,RWX,70.75
2013,RWY,212.8959
2013,RX1,556.46378
2013,RX2,128.10227
2013,RX3,146.733
2013,RX4,169.09545
2013,RX8,0.1875
2013,RXA,76.858
2013,RXC,200.29045
2013,RXE,44.51364
2013,RXF,303.8
2013,RXG,82.56045
2013,RXH,429.73036
2013,RXK,250.89318
2013,RXL,171.92
2013,RXM,69.05
2013,RXN,271.295
2013,RXP,261.27963
2013,RXQ,206.04854
2013,RXR,234.225
2013,RXT,101.33
2013,RXV,50.36818
2013,RXW,220.10991
2013,RXX,93.4969
2013,RXY,78.585
2013,RY1,2.36364
2013,RY2,11.7
2013,RY3,10.028
2013,RY4,10.72727
2013,RY5,4.6
2013,RY6,26.68
2013,RY7,2
2013,RY8,1.85
2013,RY9,4.1
2013,RYG,69.25
2013,RYH,1.2
2013,RYJ,506.33362
2013,RYK,32.77727
2013,RYQ,269.49747
2013,RYR,253.52727
2013,RYV,25.87614
2013,RYW,51.225
2013,RYX,3.88182
2013,RYY,13.79818
2013,T1160,6.75
2013,T1460,36.1
2013,T1510,14.9875
2013,TAD,37.90045
2013,TAE,38.75
2013,TAF,39.12727
2013,TAH,38.55
2013,TAJ,40
2013,TAK,0.2
2013,TAL,0.3
2014,00R,0.046
2014,01A,0.12667
2014,01R,1.85
2014,02M,0.4
2014,03K,0.4
2014,05F,0.8
2014,06F,0.7
2014,06K,0.6
2014,07H,0.2
2014,07K,0.7
2014,07P,1
2014,07Q,0.1
2014,08A,0.22727
2014,08E,0.5
2014,08X,0.7841
2014,09G,0.3
2014,0AK,2.4
2014,11H,0.2
2014,11X,0.069
2014,99P,0.246
2014,AHO,22.3
2014,NCY,20.73
2014,NL8,0.961
2014,NNF,10.5
2014,NNV,0.9
2014,NQ1,1
2014,NQA,2.7
2014,NQL,7.5
2014,NQV,4.15
2014,NR5,21.7
2014,R1A,50.53636
2014,R1C,57.661
2014,R1D,6.519
2014,R1E,23.3
2014,R1F,74.59936
2014,R1G,1
2014,R1H,663.72956
2014,R1J,3.8
2014,RA2,190.7634
2014,RA3,72
2014,RA4,87.325
2014,RA7,360.78526
2014,RA9,186.903
2014,RAE,271.82143
2014,RAJ,160.97727
2014,RAL,562.74445
2014,RAN,83.74936
2014,RAP,157.30682
2014,RAS,140.52454
2014,RAT,81.64722
2014,RAX,160.92499
2014,RBA,202.61745
2014,RBB,7.325
2014,RBD,116.34439
2014,RBK,134.8
2014,RBL,227.1375
2014,RBN,198.8
2014,RBQ,63.1425
2014,RBS,164.50518
2014,RBT,108.05
2014,RBV,103.46591
2014,RBZ,92.14935
2014,RC1,109.56136
2014,RC3,106.39737
2014,RC9,197.29304
2014,RCB,315.30909
2014,RCD,107.15909
2014,RCF,102.446
2014,RCU,127.6598
2014,RCX,114.77
2014,RD1,193.37736
2014,RD3,154.52377
2014,RD7,174.13637
2014,RD8,118.61758
2014,RDD,167.19545
2014,RDE,166.20636
2014,RDR,25.05
2014,RDU,197.68408
2014,RDY,60.74673
2014,RDZ,164.82818
2014,RE9,65.366
2014,REF,254.868
2014,REM,200.10039
2014,REN,46.1
2014,REP,48.35
2014,RET,78.4
2014,RF4,286.1788
2014,RFF,106.75
2014,RFR,123.1967
2014,RFS,143.89
2014,RFW,101.20681
2014,RGD,77.775
2014,RGM,91.191
2014,RGN,186.941
2014,RGP,103.9427
2014,RGQ,188.48867
2014,RGR,147.20318
2014,RGT,461.90427
2014,RH5,35.625
2014,RH8,285.693
2014,RHA,115.08393
2014,RHM,497.35
2014,RHQ,534.55454
2014,RHU,337.23809
2014,RHW,249.24318
2014,RJ1,631.33686
2014,RJ2,248.88637
2014,RJ6,146.18409
2014,RJ7,427.9865
2014,RJ8,32.95
2014,RJC,121.475
2014,RJD,86.4
2014,RJE,335.43259
2014,RJF,112.3
2014,RJL,149.77289
2014,RJN,70.82391
2014,RJR,147.10611
2014,RJX,8.8
2014,RJZ,663.83771
2014,RK5,147.88264
2014,RK9,332.46
2014,RKB,345.72245
2014,RKE,162.63863
2014,RKL,100.175
2014,RL1,73.45
2014,RL4,253.03049
2014,RLN,248.85318
2014,RLQ,101.895
2014,RLT,76.25
2014,RLU,52.273
2014,RLY,26.29091
2014,RM1,350.31473
2014,RM2,288.70186
2014,RM3,346.99519
2014,RMC,179.72958
2014,RMP,89.688
2014,RMY,84.37273
2014,RN3,171.31786
2014,RN5,248.69836
2014,RN7,102.00909
2014,RNA,180.4
2014,RNK,22.585
2014,RNL,133.7795
2014,RNN,41
2014,RNQ,120.66591
2014,RNS,202.31709
2014,RNU,100.02955
2014,RNZ,150.53745
2014,RP1,51.21818
2014,RP4,263.05291
2014,RP5,219.088
2014,RP6,106.11
2014,RP7,43.90183
2014,RPA,154.56636
2014,RPC,54.409
2014,RPG,66.55
2014,RPY,120.69091
2014,RQ3,190.742
2014,RQ6,296.58518
2014,RQ8,188.84749
2014,RQM,235.73092
2014,RQQ,80.162
2014,RQW,129.66817
2014,RQX,129.33052
2014,RQY,73.32045
2014,RR1,399.88339
2014,RR7,135.135
2014,RR8,709.26636
2014,RRD,47.4
2014,RRE,53.96591
2014,RRF,190.4935
2014,RRJ,60.87955
2014,RRK,399.07364
2014,RRP,86.31818
2014,RRV,445.53862
2014,RT1,77.15
2014,RT2,87.425
2014,RT3,173.44545
2014,RT5,88.6875
2014,RTD,614.66364
2014,RTE,332.59277
2014,RTF,265.52895
2014,RTG,333.58868
2014,RTH,573.13296
2014,RTK,176.22126
2014,RTP,160.82044
2014,RTQ,49.625
2014,RTR,391.31791
2014,RTV,63.7
2014,RTX,189.70227
2014,RV3,164.82936
2014,RV5,162.87163
2014,RV8,268.2618
2014,RV9,34.794
2014,RVJ,343.48755
2014,RVN,89.575
2014,RVR,249.47045
2014,RVV,342.14391
2014,RVW,166.7
2014,RVY,88.84045
2014,RW1,113.5
2014,RW3,581.78602
2014,RW4,67.6
2014,RW5,96.18181
2014,RW6,368.36136
2014,RWA,342.22518
2014,RWD,280.04059
2014,RWE,569.76072
2014,RWF,223.79236
2014,RWG,185.6409
2014,RWH,261.72877
2014,RWJ,157.49318
2014,RWK,138.61818
2014,RWN,97.74758
2014,RWP,245.21726
2014,RWR,73.57509
2014,RWV,59.5
2014,RWW,133.79318
2014,RWX,69.55
2014,RWY,220.69681
2014,RX1,576.71616
2014,RX2,141.10227
2014,RX3,145.633
2014,RX4,168.89545
2014,RX8,0.1875
2014,RXA,71.608
2014,RXC,196.97545
2014,RXE,39.11364
2014,RXF,298.42545
2014,RXG,80.04545
2014,RXH,415.46681
2014,RXK,257.42273
2014,RXL,176.15209
2014,RXM,64.25
2014,RXN,288.795
2014,RXP,269.02554
2014,RXQ,209.69045
2014,RXR,245.125
2014,RXT,102.43
2014,RXV,51.12727
2014,RXW,219.86536
2014,RXX,87.0469
2014,RXY,81.535
2014,RY1,2.18182
2014,RY2,13
2014,RY3,12.00136
2014,RY4,13.9
2014,RY5,4
2014,RY6,28.425
2014,RY7,2
2014,RY8,1.85
2014,RY9,3.5
2014,RYG,67.2
2014,RYJ,515.52613
2014,RYK,34.77727
2014,RYR,254.4
2014,RYV,33.7955
2014,RYW,50.825
2014,RYX,4
2014,RYY,14.6625
2014,T1460,37
2014,T1510,37.375
2014,TAD,41.96045
2014,TAE,39.45
2014,TAF,45.6
2014,TAH,38.35
2014,TAJ,39.8
2014,X80,5.55
2015,00R,0.046
2015,01A,0.12667
2015,01R,2.75
2015,02M,0.4
2015,03K,0.4
2015,05F,1
2015,06F,0.7
2015,06K,0.7
2015,07H,0.3
2015,07K,0.7
2015,07P,1
2015,07R,0.2
2015,07W,0.10667
2015,08E,0.5
2015,08X,0.6
2015,09G,0.3
2015,09J,0.75
2015,0AQ,0.2
2015,0DE,2.256
2015,11H,0.1
2015,11X,0.069
2015,AHO,17.7
2015,NCY,17.23
2015,NL8,2.611
2015,NNF,10.5
2015,NNV,1.9
2015,NQ1,1
2015,NQ7,0.8
2015,NQA,2.7
2015,NQL,6.5
2015,NQV,4.15
2015,NR5,21.925
2015,R1A,48.13636
2015,R1C,56.4736
2015,R1D,7.469
2015,R1E,22.85
2015,R1F,77.411
2015,R1H,727.80861
2015,R1J,4
2015,R1K,387.19054
2015,RA2,202.32013
2015,RA3,65.125
2015,RA4,85.075
2015,RA7,393.31826
2015,RA9,196.0125
2015,RAE,274.06123
2015,RAJ,172.67727
2015,RAL,579.41031
2015,RAN,95.06754
2015,RAP,160.01818
2015,RAS,154.69659
2015,RAT,90.39444
2015,RAX,171.45499
2015,RBA,208.4469
2015,RBD,119.26789
2015,RBK,133.6
2015,RBL,227.3375
2015,RBN,222.8
2015,RBQ,67.08
2015,RBS,171.45018
2015,RBT,119.02
2015,RBV,107.175
2015,RBZ,91.81685
2015,RC1,114.775
2015,RC9,213.73518
2015,RCB,320.26609
2015,RCD,114.04409
2015,RCF,98.946
2015,RCU,126.02673
2015,RCX,113.2575
2015,RD1,207.10986
2015,RD3,168.05677
2015,RD8,134.85757
2015,RDD,179.73545
2015,RDE,178.80864
2015,RDR,24.05
2015,RDU,390.38637
2015,RDY,60.909
2015,RDZ,175.18818
2015,RE9,67.166
2015,REF,260.85141
2015,REM,218.76839
2015,REN,46.25
2015,REP,48.9
2015,RET,85.025
2015,RF4,287.95071
2015,RFF,113.562
2015,RFR,124.3118
2015,RFS,150.11
2015,RGD,78.15
2015,RGM,94.985
2015,RGN,195.57509
2015,RGP,105.0427
2015,RGQ,195.79587
2015,RGR,156.08568
2015,RGT,488.79061
2015,RH5,34.975
2015,RH8,292.29
2015,RHA,113.58393
2015,RHM,518.575
2015,RHQ,562.74545
2015,RHU,360.62309
2015,RHW,259.50291
2015,RJ1,696.80681
2015,RJ2,255.16592
2015,RJ6,155.825
2015,RJ7,464.74354
2015,RJ8,33.25
2015,RJC,134.65
2015,RJE,409.79709
2015,RJF,112
2015,RJL,161.4368
2015,RJN,79.46482
2015,RJR,147.40145
2015,RJX,8.2
2015,RJZ,707.24998
2015,RK5,154.55082
2015,RK9,334.03
2015,RKB,352.96895
2015,RKE,166.44318
2015,RKL,105.825
2015,RL1,72.75
2015,RL4,293.41749
2015,RLN,257.26908
2015,RLQ,101.195
2015,RLT,73.075
2015,RLU,54.161
2015,RLY,26.79091
2015,RM1,357.84882
2015,RM2,298.52727
2015,RM3,362.80464
2015,RMC,185.27678
2015,RMP,94.15
2015,RMY,89.79091
2015,RN3,181.47356
2015,RN5,263.87436
2015,RN7,103.05909
2015,RNA,181.75
2015,RNK,22.485
2015,RNL,117.2
2015,RNN,39.35
2015,RNQ,138.23
2015,RNS,205.36209
2015,RNU,102.66955
2015,RNZ,156.38636
2015,RP1,47.01818
2015,RP4,275.26655
2015,RP5,220.563
2015,RP6,116.59
2015,RP7,44.15183
2015,RPA,167.10727
2015,RPC,56.309
2015,RPG,67.5
2015,RPY,126.05909
2015,RQ3,205.625
2015,RQ6,328.77268
2015,RQ8,197.13504
2015,RQM,350.99044
2015,RQQ,72.3125
2015,RQW,131.33408
2015,RQX,136.01688
2015,RQY,80.05
2015,RR1,412.67839
2015,RR7,142.4375
2015,RR8,730.58227
2015,RRD,48.2
2015,RRE,63.16591
2015,RRF,185.9625
2015,RRJ,57.55619
2015,RRK,421.48273
2015,RRP,87.4
2015,RRV,450.70906
2015,RT1,76.65909
2015,RT2,88.925
2015,RT3,185.05
2015,RT5,91.556
2015,RTD,638.86364
2015,RTE,349.26537
2015,RTF,300.29195
2015,RTG,347.07259
2015,RTH,596.51389
2015,RTK,192.03217
2015,RTP,172.53635
2015,RTQ,52.625
2015,RTR,389.69291
2015,RTV,64.4
2015,RTX,201.35
2015,RV3,176.025
2015,RV5,175.01227
2015,RV9,33.075
2015,RVJ,371.98705
2015,RVN,89.975
2015,RVR,261.73909
2015,RVV,354.08391
2015,RVW,178.175
2015,RVY,92.54045
2015,RW1,110.85
2015,RW3,621.66818
2015,RW4,68
2015,RW5,93.18182
2015,RW6,361.27727
2015,RWA,350.72018
2015,RWD,287.58959
2015,RWE,585.42386
2015,RWF,240.56836
2015,RWG,193.97272
2015,RWH,271.6885
2015,RWJ,169.44318
2015,RWK,173.39091
2015,RWN,60.8548
2015,RWP,254.09567
2015,RWR,76.58709
2015,RWV,57.9
2015,RWW,136.44468
2015,RWX,78.65
2015,RWY,210.05363
2015,RX1,592.56604
2015,RX2,126.16227
2015,RX3,146.033
2015,RX4,173
2015,RX8,0.1875
2015,RXA,75.508
2015,RXC,192.29772
2015,RXE,40.90909
2015,RXF,305.68555
2015,RXG,80.95
2015,RXH,434.29531
2015,RXK,258.77273
2015,RXL,190.04959
2015,RXM,68.95
2015,RXN,300.8
2015,RXP,271.97548
2015,RXQ,219.74045
2015,RXR,248.95
2015,RXT,101.18
2015,RXV,50.07727
2015,RXW,226.60136
2015,RXX,88.1219
2015,RXY,83.435
2015,RY1,3
2015,RY2,13
2015,RY3,12.15
2015,RY4,12.125
2015,RY5,3.1
2015,RY6,27.75
2015,RY7,2
2015,RY8,0.27273
2015,RY9,6.5
2015,RYG,74.7
2015,RYJ,563.68582
2015,RYK,33.02727
2015,RYR,260.892
2015,RYV,37.2455
2015,RYW,52.175
2015,RYX,4.3
2015,RYY,16.7
2015,T1460,38.35
2015,T1510,34.383
2015,TAD,42.785
2015,TAE,37.75
2015,TAF,54.15909
2015,TAH,38.3
2015,TAJ,36.8
2015,X24,0.2
2015,X80,3.5462
2016,00M,0.27
2016,00Q,1.191
2016,00R,0.046
2016,00Y,0.72
2016,01A,0.56467
2016,01H,0.8
2016,01R,3.3
2016,02M,0.4
2016,03F,0.1
2016,05A,2.83047
2016,05F,1
2016,05T,0.4
2016,05Y,0.2
2016,06F,0.6
2016,06K,0.7
2016,07H,0.5
2016,07K,0.2
2016,07P,1
2016,07Q,0.2
2016,07W,0.21333
2016,08A,1.95
2016,08J,0.32
2016,08K,0.3
2016,08L,0.81
2016,08N,1
2016,08P,1.507
2016,08R,0.6
2016,08T,3.801
2016,08X,1.1921
2016,09J,0.75
2016,09X,0.6
2016,09Y,0.046
2016,11H,0.1
2016,11X,0.069
2016,R1A,52.58636
2016,R1C,46.8871
2016,R1D,7.469
2016,R1E,22.05
2016,R1F,81.36145
2016,R1H,800.47452
2016,R1J,5.2
2016,R1K,424.93009
2016,RA2,218.18636
2016,RA3,68.575
2016,RA4,89.18
2016,RA7,433.84417
2016,RA9,200.1125
2016,RAE,267.58973
2016,RAJ,183.21818
2016,RAL,597.26297
2016,RAN,105.84091
2016,RAP,171.89768
2016,RAS,165.4355
2016,RAT,111.65
2016,RAX,195.12276
2016,RBA,216.0119
2016,RBD,131.54289
2016,RBK,140.375
2016,RBL,240.1625
2016,RBN,224.025
2016,RBQ,67.35
2016,RBS,195.91018
2016,RBT,127.6
2016,RBV,116
2016,RBZ,99.05435
2016,RC1,130.0375
2016,RC9,226.45168
2016,RCB,339.907
2016,RCD,125.25659
2016,RCF,109.641
2016,RCU,144.68703
2016,RCX,116.5764
2016,RD1,215.17936
2016,RD3,183.13177
2016,RD8,150.625
2016,RDD,210.87936
2016,RDE,195.25
2016,RDR,24.5
2016,RDU,405.10455
2016,RDY,60.011
2016,RDZ,176.63818
2016,RE9,68.267
2016,REF,259.83091
2016,REM,226.99339
