YEAR,ORG_CODE,AE_SCORE
2012,NLL17,0.998476771
2012,NLT02,1
2012,RBD,0.965028172
2012,RDY,0.998730092
2012,NLL16,0.998876657
2012,NLL14,0.961797753
2012,RTE,0.946914334
2012,5QH,0.999189782
2012,RN3,0.95445572
2012,NLL18,0.994364126
2012,NLL04,0.997570973
2012,NLL07,0.998531427
2012,NLL15,0.996812826
2012,RVJ-X,0.920048493
2012,RBZ,0.97526704
2012,RK9,0.948119266
2012,RD3,0.961522657
2012,REF-X,0.933382918
2012,RH8,0.944920466
2012,RD1,0.918515191
2012,RNZ,0.969127892
2012,RH5,0.925969168
2012,RA9,0.963418184
2012,NLL13,0.996071624
2012,NLL08,0.942497262
2012,NLX01,0.996902897
2012,NLL21,0.976271186
2012,NLL09,0.997084548
2012,RBA,0.962357055
2012,NTY48,0.997125519
2012,RDZ,0.957209609
2012,R1G,0.999817296
2012,RA7,0.93836804
2012,RA3,0.916949351
2012,RA4,0.951270819
2012,RQ3,0.967881346
2012,RJF,0.939290615
2012,RLT,0.956421528
2012,RR1-X,0.913369087
2012,5CN,0.991120219
2012,RJD-X,0.934191955
2012,RXK-X,0.920739898
2012,RXW,0.887586704
2012,R1D,0.998976828
2012,RJC,0.944266968
2012,R1E,0.997181622
2012,RNA,0.953476061
2012,RL4,0.957649872
2012,RJE,0.802273137
2012,RRK-X,0.948300268
2012,RKB,0.914073536
2012,RBK,0.941963957
2012,RWP-X,0.916878255
2012,R1A,0.988970842
2012,RLQ,0.941150374
2012,RCF,0.958124539
2012,RFF,0.937850987
2012,RAE,0.954721087
2012,NNF09,0.99624325
2012,RWY,0.954330002
2012,NNF01,0.884615385
2012,RP5,0.932638347
2012,NNF28,0.83987153
2012,RCD,0.963983764
2012,RWA,0.968607775
2012,RV9-X,0.997644842
2012,RR8,0.921981089
2012,RXF-X,0.960685447
2012,RJL-X,0.953095259
2012,RCU,0.838958589
2012,RHQ,0.928304244
2012,RFR,0.941540875
2012,RCB,0.946843198
2013,RLT,0.960156433
2013,RJC,0.95147581
2013,RKB,0.938851928
2013,RWP-X,0.935378618
2013,R1A,0.999763649
2013,RLQ,0.918757399
2013,R1J,0.999133167
2013,RTE,0.937284008
2013,RN3,0.938834977
2013,RD1,0.936473875
2013,RNZ,0.962694349
2013,AAH01,1
2013,RQ3,0.972373929
2013,RR1-X,0.912730699
2013,RXK-X,0.921863731
2013,RNA,0.937288989
2013,RL4,0.953506736
2013,RRK-X,0.951910625
2013,RBK,0.926242252
2013,RVJ-X,0.923640896
2013,RH5,0.906255259
2013,RBA,0.958935658
2013,RA7,0.93689941
2013,RA3,0.929891689
2013,RTV,0.998553034
2013,RJR,0.947428841
2013,RJN,0.954017917
2013,RBT,0.951307721
2013,RWW,0.954943058
2013,RBL,0.931253157
2013,RLN,0.934748776
2013,RNN,0.935863525
2013,RR7-X,0.966492316
2013,RNL,0.940586131
2013,RTF,0.975507567
2013,RE9,0.98097288
2013,RTD,0.97295507
2013,RTX,0.944952388
2013,RFS,0.959998221
2013,RTG,0.94017903
2013,RY8,0.99865107
2013,RX1,0.932859565
2013,RK5,0.948194158
2013,NLL11,0.999251417
2013,NLL17,0.998200668
2013,NLL14,0.968454259
2013,NLL15,0.999098919
2013,RBZ,0.964681163
2013,RK9,0.963703369
2013,REF-X,0.912630566
2013,RH8,0.950513423
2013,RA9,0.952831421
2013,NLL13,0.99725445
2013,NLL08,1
2013,R1G,0.99972951
2013,RXP,0.949059475
2013,RVW,0.961660125
2013,RTR,0.948556053
2013,RGT,0.944251889
2013,RQQ-X,0.962706074
2013,RGQ,0.952231462
2013,RGP,0.961658016
2013,RM1,0.956999804
2013,RGN,0.903721347
2013,RCX,0.924213181
2013,RGR,0.95294078
2013,RDD,0.887214988
2013,NQ108,0.995746633
2013,RDE,0.947527039
2013,NQ106,0.992920015
2013,RQ8,0.942922234
2013,RAJ,0.915862667
2013,RQW,0.939356725
2013,RMC,0.963838516
2013,RY2,0.998150436
2013,RW3-X,0.945558104
2013,RW6,0.954711072
2013,RM3,0.959011549
2013,RWJ,0.929883902
2013,RMP,0.941207607
2013,RM2,0.941747573
2013,RRF,0.956924378
2013,RC1,0.937035564
2013,RWH,0.938617008
2013,RNQ,0.870623731
2013,RC9,0.976702531
2013,RD8,0.833503015
2013,RNS,0.904562893
2013,RWG,0.947680008
2013,RN7-X,0.950217005
2013,RVV,0.906322118
2013,RWF,0.935443899
2013,RPA,0.887495389
2013,RXL,0.90909201
2013,RXR,0.932288684
2013,RXN,0.946790596
2013,RY5,0.99383358
2013,RWD,0.940384266
2013,RWE,0.896097663
2013,RF4,0.866303546
2013,RVL,0.90198229
2013,R1H,0.931105365
2013,RYX,0.936686437
2013,RQM,0.843492176
2013,RJ6,0.924459059
2013,NQT80,0.99483553
2013,RC3,0.974751201
2013,RWK,0.991924491
2013,RVR-X,0.956845915
2013,RJ1-X,0.950757326
2013,RQX,0.516142977
2013,RY9,0.997605817
2013,RYJ,0.910560824
2013,RJZ,0.879353958
2013,RAX,0.94508437
2013,RJ2,0.907176474
2013,RP6,0.997500202
2013,07Q,0.998568396
2013,08A,0.993428412
2013,08Q,0.997490852
2013,RAT,0.752324001
2013,RAP,0.95287064
2013,RV8,0.93816562
2013,RAL,0.961996852
2013,RYQ,0.888992392
2013,RJ7,0.9154071
2013,RAS,0.940773441
2013,RKE,0.949457095
2013,RRV,0.949200572
2013,RFW,0.940098916
2013,REM,0.899863096
2013,RBS,0.980515444
2013,RY1,0.997508732
2013,REP,0.998147495
2013,RQ6,0.940113776
2013,RVY,0.962188059
2013,RBN,0.950657291
2013,NNF09,1
2013,NNF16,0.999603938
2013,NNF28,1
2013,RWA,0.948681402
2013,RJL-X,0.953910665
2013,RCB,0.941031552
2013,RJF,0.968972936
2013,RJD-X,0.899831541
2013,RXW,0.924037773
2013,RJE,0.800190462
2013,RFF,0.940601391
2013,RP5,0.950565363
2013,RCU,0.975985943
2013,RHQ,0.952973681
2013,RFR,0.938082923
2013,RTK,0.925815991
2013,RXH,0.929055333
2013,RXC,0.815328724
2013,RDU,0.955280341
2013,RPC,0.99410152
2013,RA2,0.92945963
2013,RTP,0.963606861
2013,RDR,0.995561851
2013,RYR-X,0.960276132
2013,NDA56,0.955217614
2013,NDA55,0.965566453
2013,NQT10,0.993728783
2013,RWX,0.997078809
2013,RXQ,0.912227783
2013,RD7,0.900409369
2013,RNU,0.990857178
2013,RTH,0.92237938
2013,RHW,0.932317453
2013,RBD,0.946208572
2013,RDY,0.998853068
2013,RN5-X,0.954873319
2013,R1F-X,0.962583106
2013,RD3,0.951297974
2013,RHU,0.894930718
2013,R1C,0.99909661
2013,RW1,0.989743159
2013,RDZ,0.888279258
2013,RHM,0.930743357
2013,RCF,0.957836254
2013,RAE,0.959890003
2013,RWY,0.954469719
2013,RR8,0.957101584
2013,RXF-X,0.967996892
2014,RLT,0.926300491
2014,RJC,0.935413364
2014,RKB,0.902900247
2014,RWP-X,0.911222362
2014,RLQ,0.827961144
2014,NLO03,0.980042898
2014,R1J,0.998325007
2014,RTE,0.902358372
2014,RN3,0.915679144
2014,RD1,0.899721289
2014,RNZ,0.951556071
2014,RQ3,0.951510124
2014,RR1-X,0.882882447
2014,RXK-X,0.921228759
2014,RNA,0.946741121
2014,RL4,0.930604831
2014,RRK-X,0.948184295
2014,RBK,0.84746197
2014,RVJ-X,0.848376004
2014,NLT01,0.996458784
2014,RH5,0.909118677
2014,RBA,0.949769507
2014,RA7,0.922324725
2014,RA3,0.917233407
2014,NLX24,0.997453887
2014,RA4,0.951214298
2014,RTV,0.998449212
2014,RJR,0.912848211
2014,RJN,0.928791013
2014,RBT,0.916548527
2014,RWW,0.896853078
2014,RBL,0.870545666
2014,RLN,0.917801867
2014,RNN,0.924591654
2014,RR7-X,0.95507737
2014,RNL,0.898090465
2014,NLO01,0.976183951
2014,RTF,0.959666757
2014,RE9,0.941885479
2014,RTD,0.956324608
2014,RTX,0.924468171
2014,RFS,0.94492113
2014,RTG,0.94162163
2014,RY8,0.999040187
2014,RX1,0.862293333
2014,NR318,0.995234965
2014,RK5,0.90680664
2014,NLL11,0.997992573
2014,NLL17,0.997375902
2014,NR502,0.999639163
2014,RYFEG,0.997444238
2014,NLL15,0.945758061
2014,RBZ,0.90450744
2014,RK9,0.841647084
2014,REF-X,0.940328363
2014,RH8,0.869030092
2014,RA9,0.997526385
2014,NLL13,1
2014,NLL21,0.999180999
2014,NLL09,0.993137444
2014,RXP,0.942963803
2014,RVW,0.951030069
2014,RTR,0.91835941
2014,RGT,0.837407235
2014,RYV,0.998807685
2014,RQQ-X,0.925983521
2014,RGQ,0.930728866
2014,RGP,0.940492368
2014,RM1,0.901764979
2014,RGN,0.856655652
2014,NHM01,1
2014,RCX,0.905197123
2014,RGR,0.935168136
2014,RDD,0.806714803
2014,RDE,0.871006661
2014,RQ8,0.862679689
2014,RAJ,0.941425331
2014,RQW,0.879454155
2014,RMC,0.924943441
2014,RY2,0.997976606
2014,RW3-X,0.935428044
2014,RW6,0.935951028
2014,RM3,0.950587396
2014,RWJ,0.901755912
2014,RMP,0.924432537
2014,RM2,0.918560782
2014,RRF,0.949669369
2014,RC1,0.949490123
2014,RWH,0.916070084
2014,RNQ,0.874731303
2014,RC9,0.980612904
2014,RD8,0.817336825
2014,RNS,0.90952812
2014,RWG,0.900066962
2014,RN7-X,0.94668325
2014,RVV,0.87457274
2014,RYY,0.999192708
2014,RWF,0.833338491
2014,RPA,0.82186194
2014,RXL,0.898590087
2014,RXR,0.942341748
2014,RXN,0.920681466
2014,RY5,0.992411378
2014,RWD,0.901108171
2014,RWE,0.907815345
2014,RF4,0.828791081
2014,RVL,0.953201452
2014,R1H,0.868880794
2014,RYX,0.944161733
2014,RQM,0.888720811
2014,RJ6,0.89884422
2014,NQT80,0.991667386
2014,RWK,0.989460528
2014,RVR-X,0.955880461
2014,RJ1-X,0.951663177
2014,RQX,0.692958016
2014,RY9,0.995538626
2014,RYJ,0.86544168
2014,RJZ,0.838637017
2014,RAX,0.935494778
2014,RJ2,0.853391326
2014,R1K,0.919329214
2014,RP6,0.993600017
2014,RAT,0.872454448
2014,RAP,0.936109177
2014,RAL,0.939456755
2014,RJ7,0.907099857
2014,RAS,0.891176687
2014,RKE,0.94724866
2014,RRV,0.944662402
2014,AH601,0.980442627
2014,RFW,0.888197909
2014,REM,0.89472485
2014,RBS,0.96434641
2014,RY1,0.984537191
2014,REP,0.999087288
2014,RQ6,0.932014121
2014,RVY,0.944216922
2014,RBN,0.928252494
2014,NNF16,0.99963884
2014,NNF28,1
2014,RCD,0.954645272
2014,RWA,0.829709309
2014,RJL-X,0.938778044
2014,RCB,0.903604219
2014,RJF,0.949619185
2014,RJD-X,0.854038286
2014,RXW,0.883087861
2014,R1D,0.999608974
2014,R1E,0.997380307
2014,NLO02,0.997948417
2014,RJE,0.703394197
2014,RFF,0.955388313
2014,RP5,0.916266701
2014,RCU,0.97864345
2014,RHQ,0.923453174
2014,RFR,0.915183537
2014,RTK,0.881510797
2014,RXH,0.840218988
2014,RXC,0.815943288
2014,RDU,0.950919401
2014,RPC,0.993416055
2014,RA2,0.951645122
2014,RTP,0.566862822
2014,RDR,0.922796623
2014,RYR-X,0.947500093
2014,NDA55,0.997991173
2014,NQT10,0.980634014
2014,RWX,0.997531118
2014,RXQ,0.887511129
2014,RD7,0.924020162
2014,RNU,0.976751556
2014,RTH,0.885677799
2014,RHW,0.944069807
2014,RBD,0.949007145
2014,RDY,0.998945963
2014,RN5-X,0.929904661
2014,R1F-X,0.922771861
2014,RD3,0.932168784
2014,RHU,0.823152698
2014,R1C,0.992784275
2014,NTP11,0.952480458
2014,RW1,0.988803008
2014,NTPAD,0.922140954
2014,RDZ,0.81447131
2014,RHM,0.884061672
2014,RCF,0.954143895
2014,RAE,0.950089154
2014,RWY,0.944963015
2014,RR8,0.944503873
2014,RXF-X,0.940833743
2015,RTV,0.999
2015,REM,0.902
2015,RCF,0.956
2015,RBS,0.871
2015,RTK,0.845
2015,NQT10,0.962
2015,RF4,0.862
2015,RFF,0.922
2015,R1H,0.828
2015,RDD,0.753
2015,NLO03,0.97
2015,RC1,0.95
2015,RWX,0.993
2015,RQ3,0.945
2015,RXL,0.81
2015,NLL11,0.998
2015,RMC,0.904
2015,RAE,0.934
2015,NNF09,1
2015,RY2,0.996
2015,NNF16,1
2015,RXH,0.83
2015,RXQ,0.865
2015,RJF,0.93
2015,RWY,0.938
2015,NLL17,0.998
2015,RGT,0.9
2015,RT1,0.998
2015,RYX,0.939
2015,RW3-X,0.927
2015,RQM,0.891
2015,NQTL1,1
2015,RFS,0.926
2015,RLN,0.933
2015,NQ108,1
2015,RDE,0.821
2015,RJR,0.892
2015,RXP,0.932
2015,RJ6,0.883
2015,NQT80,0.976
2015,NR502,0.999
2015,RNN,0.919
2015,RN7-X,0.889
2015,RTG,0.909
2015,RY8,1
2015,RP5,0.939
2015,RBD,0.941
2015,RDY,0.999
2015,RWH,0.829
2015,RJN,0.911
2015,RVV,0.822
2015,RXR,0.92
2015,RWK,0.967
2015,RXC,0.791
2015,RVR-X,0.945
2015,NLL16,1
2015,NNF28,0.997
2015,RDU,0.941
2015,NQ106,1
2015,RR7-X,0.937
2015,RLT,0.923
2015,R1J,0.998
2015,RTE,0.866
2015,RN3,0.902
2015,RJ1-X,0.922
2015,RN5-X,0.874
2015,RCD,0.947
2015,NDA57,0.995
2015,NEH06,1
2015,RR1-X,0.881
2015,NLL18,1
2015,RY4,0.996
2015,RQQ-X,0.926
2015,RQX,0.729
2015,RY9,0.993
2015,RWA,0.784
2015,RV9-X,0.999
2015,RYJ,0.81
2015,RGQ,0.939
2015,R1F-X,0.867
2015,RGP,0.941
2015,RYY,0.999
2015,RNQ,0.809
2015,RJZ,0.848
2015,RAX,0.915
2015,RXN,0.911
2015,NLL04,0.999
2015,RR8,0.925
2015,RJ2,0.803
2015,RY5,0.994
2015,NLL07,0.999
2015,RY1,0.97
2015,REP,0.991
2015,R1K,0.904
2015,RC9,0.98
2015,RWF,0.811
2015,RPA,0.848
2015,RBT,0.929
2015,RQ8,0.836
2015,RXF-X,0.858
2015,RD8,0.844
2015,RP6,0.976
2015,NLL15,1
2015,RM1,0.854
2015,RVJ-X,0.835
2015,RNL,0.864
2015,RAT,0.998
2015,RAP,0.827
2015,NLT01,0.998
2015,RVW,0.946
2015,RNS,0.897
2015,RBZ,0.934
2015,RJL-X,0.932
2015,RTF,0.95
2015,RX1,0.868
2015,8JA04,0.99
2015,RNU,0.958
2015,RTH,0.875
2015,NLX02,1
2015,RW6,0.853
2015,RGN,0.905
2015,RK9,0.848
2015,RD3,0.916
2015,RHU,0.798
2015,RPC,0.989
2015,RHW,0.939
2015,REF-X,0.817
2015,RH8,0.936
2015,RAL,0.928
2015,RQ6,0.921
2015,RA2,0.893
2015,RD1,0.845
2015,RM3,0.933
2015,RNZ,0.948
2015,RXK-X,0.924
2015,NR318,0.978
2015,8J285,0.996
2015,RCU,0.977
2015,RHQ,0.793
2015,RK5,0.936
2015,RXW,0.822
2015,R1D,1
2015,R1C,0.997
2015,RH5,0.946
2015,RTR,0.924
2015,RE9,0.934
2015,RJC,0.96
2015,RYF,0.996
2015,NTP11,0.96
2015,RAJ,0.879
2015,RW1,0.99
2015,RVY,0.906
2015,NLL13,0.998
2015,NLL08,1
2015,RJ7,0.875
2015,RBN,0.894
2015,NLL21,1
2015,NTPAD,0.949
2015,R1E,0.99
2015,RWJ,0.849
2015,NLL09,0.999
2015,NHM01,1
2015,RTP,0.936
2015,RDR,0.989
2015,RMP,0.848
2015,RBA,0.938
2015,AAH01,1
2015,RNA,0.966
2015,RAS,0.856
2015,RTD,0.935
2015,RQW,0.826
2015,RCX,0.895
2015,RFR,0.894
2015,RDZ,0.819
2015,RL4,0.916
2015,RKE,0.911
2015,RA9,0.854
2015,RWD,0.858
2015,RRV,0.924
2015,RM2,0.842
2015,RHM,0.884
2015,RRK-X,0.919
2015,RA7,0.904
2015,RKB,0.891
2015,RWE,0.882
2015,RTX,0.906
2015,RJE,0.734
2015,AH601,0.927
2015,RBK,0.804
2015,RWW,0.879
2015,RWG,0.848
2015,RGR,0.942
2015,RYR-X,0.96
2015,RA3,0.864
2015,NDA56,0.977
2015,RBL,0.828
2015,NDA55,0.985
2015,RWP-X,0.874
2015,RRF,0.956
2015,RLQ,0.793
2015,NLX24,0.999
2015,RA4,0.934
2015,RCB,0.862
2016,REM,0.845942228
2016,RCF,0.904487692
2016,RBS,0.952979348
2016,RTK,0.852265206
2016,NQT10,0.9585611
2016,RF4,0.837425421
2016,RFF,0.912798841
2016,R1H,0.822048011
2016,RDD,0.858379989
2016,NLO03,0.953564984
2016,RC1,0.913983057
2016,RWX,0.992141355
2016,RQ3,0.951530655
2016,RXL,0.707975261
2016,RMC,0.822791088
2016,RAE,0.884477579
2016,RY2,0.990104666
2016,NNF16,0.999352815
2016,RXH,0.82567554
2016,RXQ,0.81480453
2016,RJF,0.906170591
2016,RWY,0.941948813
2016,RGT,0.831607442
2016,RYX,0.99212917
2016,RW3-X,0.908848577
2016,RQM,0.844722749
2016,RFS,0.852674226
2016,RLN,0.927327726
2016,NQ108,0.998353311
2016,RDE,0.841182697
2016,RJ8,0.997693253
2016,RJR,0.872565521
2016,RXP,0.931804902
2016,RJ6,0.837271817
2016,NQT80,0.966748177
2016,NR502,0.999425736
2016,RNN,0.935384229
2016,RN7-X,0.856788015
2016,RTG,0.837791757
2016,RY8,0.999631689
2016,RP5,0.904405313
2016,RBD,0.952309485
2016,RDY,0.998754198
2016,AD915,0.987094998
2016,RWH,0.834798936
2016,RJN,0.817749665
2016,RVV,0.767116709
2016,RXR,0.812679968
2016,RXC,0.731160529
2016,RVR-X,0.952944274
2016,NHM05,1
2016,RDU,0.913108127
2016,NQ106,0.998123241
2016,RR7-X,0.960566053
2016,RLT,0.87547609
2016,R1J,0.995939667
2016,RTE,0.836393342
2016,RN3,0.841663446
2016,RJ1-X,0.871343433
2016,RN5-X,0.863441894
2016,RCD,0.940148204
2016,NDA57,0.988084205
2016,NEH06,0.999594576
2016,RR1-X,0.853502519
2016,RY4,0.99759754
2016,RQQ-X,0.789931919
2016,RQX,0.702048669
2016,RY9,0.990873701
2016,RWA,0.852051674
2016,RV9-X,0.998066244
2016,RYJ,0.850767719
2016,RGQ,0.907212123
2016,R1F-X,0.831731216
2016,RGP,0.904749762
2016,RYY,0.999219017
2016,RNQ,0.787127749
2016,RJZ,0.777730774
2016,RAX,0.867880734
2016,RXN,0.821446611
2016,RR8,0.849708041
2016,RJ2,0.735210509
2016,RY5,0.990502933
2016,RY1,0.980155395
2016,REP,0.981080447
2016,R1K,0.862836218
2016,RC9,0.982925019
2016,RWF,0.799361146
2016,RPA,0.784105568
2016,RBT,0.897379566
2016,RQ8,0.801566734
2016,RXF-X,0.835237334
2016,RD8,0.819702386
2016,RP6,0.980845132
2016,RM1,0.858482906
2016,RVJ-X,0.766427329
2016,RNL,0.872033621
2016,RAT,0.987556279
2016,RAP,0.819671639
2016,NLT01,0.026634923
2016,RVW,0.942054823
2016,RGN,0.802338647
2016,RTV,0.998858936
2016,RNS,0.869097512
2016,RBZ,0.911576746
2016,RJL-X,0.874725579
2016,RTF,0.937758737
2016,RX1,0.765604165
2016,8JA04,0.990980677
2016,RNU,0.963731559
2016,RTH,0.838874368
2016,RW6,0.822016295
2016,RK9,0.837843723
2016,RD3,0.913031312
2016,RHU,0.777468844
2016,RPC,0.993794157
2016,RHW,0.921160462
2016,REF-X,0.815849626
2016,RH8,0.898317595
2016,RAL,0.868016714
2016,RQ6,0.76509109
2016,RA2,0.876740069
2016,RD1,0.806891158
2016,RM3,0.859308553
2016,RNZ,0.895384549
2016,RXK-X,0.871701345
2016,NR318,0.963622853
2016,RCU,0.971620599
2016,RHQ,0.786922782
2016,RK5,0.93748812
2016,RXW,0.74857443
2016,R1D,0.999238256
2016,RH5,0.996965722
2016,RTR,0.940343647
2016,RE9,0.926731723
2016,RJC,0.95447206
2016,RYFEG,0.995654273
2016,NTP11,0.977121897
2016,RAJ,0.834833519
2016,RW1,0.992435648
2016,RVY,0.903498029
2016,RJ7,0.884460415
2016,RBN,0.851883781
2016,NTPAD,0.965057597
2016,RWJ,0.774897032
2016,RTP,0.933573534
2016,RDR,0.974283078
2016,RMP,0.854666464
2016,RBA,0.909877579
2016,AAH01,0.999580185
2016,RNA,0.897630359
2016,RAS,0.724763791
2016,RTD,0.941706297
2016,RQW,0.722150923
2016,RCX,0.905635244
2016,RFR,0.790697984
2016,RDZ,0.816117438
2016,RL4,0.890565792
2016,RKE,0.873784808
2016,RA9,0.898204308
2016,RWD,0.787544302
2016,RRV,0.882511542
2016,RM2,0.855840328
2016,RHM,0.895470058
2016,RRK-X,0.81766268
2016,RA7,0.85015371
2016,RKB,0.822278655
2016,RWE,0.800678176
2016,RTX,0.821165592
2016,RJE,0.680757087
2016,RBK,0.740868339
2016,RWW,0.901309336
2016,RWG,0.802106418
2016,RGR,0.854739557
2016,RYR-X,0.938376547
2016,RA3,0.765679327
2016,NDA56,0.974706623
2016,RBL,0.804935732
2016,NDA55,0.981837754
2016,RWP-X,0.815984717
2016,RRF,0.876171622
2016,RLQ,0.742918867
2016,NLX24,0.995076148
2016,RA4,0.938196315
2016,RCB,0.809004356
2017,REM,0.83
2017,RCF,0.92
2017,RBS,0.95
2017,NNF70,1
2017,RTK,0.85
2017,NTV0B,1
2017,NQT10,0.99
2017,RF4,0.8
2017,RFF,0.9
2017,R1H,0.81
2017,RDD,0.86
2017,NLO03,0.93
2017,RC1,0.9
2017,RWX,0.99
2017,RQ3,0.93
2017,RXL,0.59
2017,RMC,0.82
2017,RAE,0.79
2017,NNF09,1
2017,NTP60,0.98
2017,RY2,0.98
2017,NNF16,1
2017,RXH,0.83
2017,RXQ,0.75
2017,NLO06,0.95
2017,RJF,0.91
2017,RWY,0.9
2017,RGT,0.89
2017,RYX,0.99
2017,RQM,0.87
2017,RFS,0.92
2017,RLN,0.91
2017,NQ108,1
2017,RDE,0.83
2017,RJ8,1
2017,RJR,0.84
2017,RXP,0.91
2017,NQTE1,0.96
2017,RJ6,0.89
2017,NR502,1
2017,RNN,0.94
2017,RN7-X,0.88
2017,RTG,0.81
2017,RY8,1
2017,RP5,0.91
2017,RBD,0.98
2017,AD915,0.99
2017,RWH,0.8
2017,RJN,0.81
2017,RVV,0.7
2017,RXR,0.79
2017,NNF94,1
2017,RXC,0.79
2017,RVR-X,0.93
2017,RDU,0.89
2017,NQ106,1
2017,RR7-X,0.95
2017,RLT,0.88
2017,R1J,0.99
2017,RTE,0.87
2017,RN3,0.84
2017,RJ1-X,0.86
2017,RN5-X,0.87
2017,RCD,0.94
2017,NDA57,0.99
2017,NEH06,1
2017,RR1-X,0.8
2017,RY4,1
2017,RQX,0.73
2017,NNF99,1
2017,NLO05,0.95
2017,RY9,0.99
2017,RWA,0.87
2017,RV9-X,1
2017,RYJ,0.83
2017,RGQ,0.91
2017,R1F-X,0.83
2017,RGP,0.9
2017,RYY,1
2017,RNQ,0.77
2017,RJZ,0.78
2017,RAX,0.8
2017,RXN,0.75
2017,RR8,0.81
2017,RJ2,0.8
2017,RY5,0.99
2017,RY1,0.99
2017,REP,0.98
2017,R1K,0.59
2017,NJS05,0.97
2017,RC9,0.98
2017,RWF,0.89
2017,NLO13,0.96
2017,R0A,0.88
2017,NLO11,0.95
2017,RPA,0.83
2017,NLO09,0.97
2017,RBT,0.87
2017,RQ8,0.82
2017,RXF-X,0.85
2017,RD8,0.85
2017,RP6,0.99
2017,RM1,0.81
2017,RVJ-X,0.76
2017,RNL,0.88
2017,RAT,0.99
2017,RAP,0.81
2017,NLT01,0.04
2017,RVW,0.95
2017,RGN,0.81
2017,RTV,1
2017,RNS,0.85
2017,RBZ,0.87
2017,RJL-X,0.86
2017,RTF,0.93
2017,RX1,0.8
2017,NLO10,0.95
2017,NLO12,0.94
2017,8JA04,0.98
2017,RNU,0.97
2017,RTH,0.8
2017,NQT5H,1
2017,RW6,0.82
2017,RK9,0.83
2017,RD3,0.91
2017,RHU,0.75
2017,RPC,1
2017,RHW,0.88
