YEAR,ORG_CODE,TOTAL_EPISODES,ADMISSIONS,MALE_ADMISSIONS,FEMALE_ADMISSIONS,0-14,15-29,30-44,45-59,60-74,75-89,90+
2012,RYG,1644,1495,795,849,9,326,443,371,233,226,22
2012,RYK,1089,1071,557,532,0,188,298,263,180,143,10
2012,RLT,43737,38138,18750,24987,3862,5390,6254,7147,10018,9397,1591
2012,5MX,60,41,27,33,0,0,0,0,0,36,15
2012,RR1-X,262500,220416,110563,151936,27211,37897,37302,38490,54607,56778,9638
2012,5CN,239,239,73,166,0,0,0,0,17,158,49
2012,RJD-X,60996,55270,26277,34719,8565,7145,7592,9925,14607,11268,1698
2012,RLY,2441,2133,1385,1056,300,602,618,447,248,197,18
2012,NT219,505,505,240,265,0,36,84,149,167,38,0
2012,NT230,2403,2403,1275,1128,0,149,430,823,756,238,0
2012,NT235,547,547,260,287,0,7,36,71,174,239,14
2012,NT224,24,24,13,11,0,0,0,0,0,0,0
2012,NT242,1734,1734,719,1015,0,38,140,284,641,594,26
2012,NVC17,2667,2667,1135,1529,0,172,399,697,879,492,24
2012,RXK-X,135267,111202,63567,71700,18141,16450,19403,22665,28173,26395,3534
2012,RXW,142637,109826,64378,78256,17166,13642,16559,23204,34639,31397,5142
2012,R1D,3234,3233,1634,1600,654,75,363,201,355,1148,341
2012,5M1,409,283,143,266,55,67,51,42,39,120,30
2012,RRE,2310,1988,1225,1085,0,480,639,538,346,292,12
2012,RJC,68641,57925,28027,40614,7026,6748,9398,10206,15740,16049,3306
2012,NT321,1186,1186,491,695,0,74,160,389,409,150,0
2012,NT320,898,898,364,534,0,55,162,273,287,110,0
2012,NT301,1204,1204,559,645,0,112,223,387,371,108,0
2012,R1E,10106,10023,3776,6330,26,313,737,1804,2854,3647,722
2012,RNA,123794,106969,52397,71397,13246,16719,16855,17938,27655,26694,4262
2012,RL1,14495,14209,6717,7778,815,1308,2021,3576,4732,1959,73
2012,RRJ,13343,13343,5896,7447,885,1426,1796,3255,3956,1954,55
2012,RL4,124513,104343,57194,67264,14048,13637,14568,20787,31419,26048,3479
2012,NVC44,240,240,108,130,0,27,51,53,69,39,0
2012,RJE,188680,151421,81148,107520,22180,26470,25192,28811,42041,37980,5684
2012,RRK-X,111144,95555,58220,52924,34,13966,17227,24831,28492,22669,3489
2012,RKB,161975,138596,72085,89889,16555,19903,22317,26663,37590,31067,5716
2012,RBK,78817,67443,32465,46352,8726,11258,11135,11942,16534,16067,2771
2012,NVC21,2282,2282,857,1425,0,176,483,698,668,243,8
2012,RWP-X,149302,127672,67779,81523,15272,15326,18627,22415,37794,33838,5546
2012,R1A,7076,6753,3966,3110,1257,1373,798,654,744,1743,506
2012,RLQ,51341,43676,23217,28124,7896,6363,5577,6286,10769,12166,2117
2012,RCF,60711,53314,24018,36690,5441,8058,9192,8784,13184,13693,2199
2012,NYW04,2458,2458,1229,1229,0,120,479,735,818,277,10
2012,RFF,79890,65520,34327,45563,8587,11772,10807,12093,17728,16390,2393
2012,NT440,966,966,410,556,0,113,224,315,265,26,0
2012,NT447,629,629,357,272,0,41,116,201,201,66,0
2012,NT448,1246,1246,720,526,0,68,220,364,438,147,0
2012,TAD,1611,1171,913,698,0,378,432,435,218,132,14
2012,RAE,130524,122760,56936,73586,15558,21515,21909,22637,25011,20982,2606
2012,RWY,137519,119992,56709,80806,16526,20012,20281,20396,28421,26818,4551
2012,NVC28,2654,2654,1128,1525,0,108,328,816,1017,367,9
2012,RP5,141393,118832,62745,78643,17497,16375,16517,21950,31073,32524,4976
2012,NTP23,4070,3607,1965,2104,0,608,1296,1262,716,181,0
2012,RCD,51304,48109,22975,28328,5878,3982,5829,7574,12197,13447,2330
2012,RWA,181610,154437,81239,100370,16959,20528,23204,32169,44974,37847,5446
2012,RV9-X,2221,1786,1069,1152,0,260,472,434,359,555,132
2012,RGD,3201,2669,1702,1499,23,769,902,636,410,415,44
2012,RR8,225357,193043,104522,120832,30930,27594,31681,36749,46563,43849,6849
2012,RXF-X,182099,153990,80218,101881,20122,24130,24430,29637,40640,36897,5898
2012,NQL01,478,422,236,242,0,83,121,103,71,91,8
2012,5NV,570,557,299,269,255,0,0,10,48,139,31
2012,RJL-X,120338,104417,53945,66393,11790,14511,13376,19057,30028,27696,3709
2012,NT225,5891,5891,2505,3386,0,1158,1554,1702,1099,367,0
2012,NT245,1062,1062,462,600,0,40,103,258,396,251,8
2012,NTX01,1304,1304,627,677,0,108,299,453,346,94,0
2012,NY601,827,827,304,523,0,31,177,254,209,151,0
2012,NVC14,401,401,100,301,0,30,73,147,122,17,0
2012,RXE,3071,2807,1481,1590,0,314,646,577,500,828,198
2012,RCU,31655,29912,18287,13368,29015,2633,0,0,0,0,0
2012,TAH,1370,1098,801,569,0,275,470,333,190,90,10
2012,RHQ,230883,205651,99082,131801,8027,30211,35717,45666,60929,42853,5882
2012,RXG,4125,3488,2074,2051,0,696,1090,885,626,686,124
2012,NT348,2104,2104,963,1141,0,138,451,696,624,186,0
2012,NT351,4580,4580,2024,2556,0,249,719,1382,1487,719,13
2012,NT332,2456,2456,875,1581,105,268,593,814,529,137,0
2012,NT349,343,343,174,169,0,28,77,85,106,42,0
2012,NT350,3399,3399,1550,1849,0,232,615,950,1035,542,11
2012,8A101,347,346,182,165,0,0,10,12,146,132,12
2012,RFR,77855,72821,32326,45529,6277,12140,11138,12674,17481,15910,2015
2012,NVC20,8239,8239,3809,4428,0,668,1785,2239,2296,1161,64
2012,RCB,164691,136672,73443,91248,13555,15924,18199,25387,41404,42120,7445
2013, 8A101 ,314,312,161,153,0,0,6,42,126,115,23
2013, 8E339 ,333,333,182,151,0,0,10,86,133,99,0
2013, 8HP32 ,1228,1228,440,788,0,0,0,42,379,746,58
2013, AAH01 ,164,164,74,90,0,0,10,37,47,48,0
2013, NDA01 ,1760,1757,655,1105,0,0,14,92,215,972,449
2013, NDJ01 ,373,373,105,268,0,0,0,14,49,212,93
2013, NED01 ,1602,1602,661,941,45,68,160,371,526,367,33
2013, NED30 ,412,412,157,255,0,34,81,135,106,28,0
2013, NEQ01 ,208,208,80,128,0,20,49,73,40,10,0
2013, NEY01 ,39,0,18,21,0,0,12,6,0,0,0
2013, NFH01 ,387,387,170,217,0,28,54,58,123,111,12
2013, NHM01 ,1224,1224,449,775,0,0,0,34,152,764,267
2013, NLL01 ,4618,4561,1993,2625,0,16,70,224,822,2664,811
2013, NLT01 ,230,230,83,147,0,0,0,0,9,159,42
2013, NLX01 ,445,445,163,248,0,0,0,0,52,279,103
2013, NLX02 ,395,395,119,238,0,0,0,0,34,256,102
2013, NN401 ,1165,1165,510,655,0,104,302,420,267,52,0
2013, NN801 ,1944,1944,760,1183,0,139,387,597,580,233,0
2013, NNE02 ,23,23,15,8,0,0,0,0,0,0,0
2013, NNH02 ,2051,2051,792,1259,0,0,9,141,655,1112,113
2013, NNH04 ,742,742,279,463,0,0,6,66,293,348,23
2013, NNQ01 ,1472,1472,680,792,0,127,203,277,363,375,108
2013, NNV01 ,485,449,233,252,0,0,48,18,53,245,110
2013, NPG01 ,2109,2109,929,1180,0,0,8,129,862,1057,42
2013, NQ106 ,298,298,121,177,0,0,0,0,21,174,84
2013, NQ108 ,1017,966,371,646,0,0,0,16,119,616,252
2013, NQ713 ,126,126,34,92,0,0,0,0,10,72,33
2013, NQ719 ,96,96,50,46,0,0,0,7,36,19,0
2013, NQA34 ,439,439,200,239,0,0,0,0,57,277,100
2013, NQL01 ,534,489,268,266,0,90,140,83,93,107,19
2013, NR501 ,729,709,295,434,0,0,6,20,154,434,95
2013, NR510 ,10,9,10,0,0,0,0,0,0,0,0
2013, NR511 ,0,0,0,0,0,0,0,0,0,0,0
2013, NR515 ,580,579,271,309,0,187,187,168,29,0,0
2013, NR527 ,315,314,143,172,0,8,23,41,110,112,17
2013, NR535 ,47,47,13,34,12,35,0,0,0,0,0
2013, NT202 ,458,458,197,261,0,14,60,126,148,98,7
2013, NT204 ,1122,1122,385,737,0,87,244,374,308,103,0
2013, NT205 ,19,19,14,0,0,0,0,0,6,0,0
2013, NT206 ,213,213,100,113,0,0,8,26,76,81,0
2013, NT207 ,118,118,52,66,0,0,0,8,48,34,6
2013, NT209 ,655,655,370,285,0,55,90,138,243,115,0
2013, NT210 ,536,536,271,265,0,33,74,151,196,81,0
2013, NT211 ,146,146,47,99,0,6,33,51,39,6,0
2013, NT212 ,286,286,139,147,0,25,49,51,105,51,0
2013, NT213 ,1274,1274,602,672,0,83,173,325,482,209,0
2013, NT214 ,784,784,353,431,0,55,144,239,237,96,8
2013, NT215 ,1186,1186,581,605,0,59,202,362,396,156,0
2013, NT218 ,284,284,148,136,0,20,47,81,93,23,0
2013, NT219 ,498,498,237,261,0,34,77,147,177,61,0
2013, NT222 ,437,437,222,215,0,13,51,108,167,92,0
2013, NT224 ,58,58,34,24,0,0,0,7,13,0,0
2013, NT225 ,6055,6055,2604,3451,0,1111,1673,1742,1132,370,0
2013, NT226 ,1886,1886,850,1036,0,124,254,422,631,435,19
2013, NT229 ,645,645,379,266,0,67,192,191,151,22,0
2013, NT230 ,2555,2555,1277,1278,0,173,410,877,848,234,7
2013, NT233 ,3036,3036,1705,1331,0,295,727,992,796,222,0
2013, NT235 ,964,964,456,508,0,21,52,110,372,392,16
2013, NT237 ,4810,4810,2265,2545,0,246,541,1178,1697,1100,48
2013, NT238 ,1417,1417,603,814,0,44,158,426,516,251,13
2013, NT239 ,58,58,27,31,0,7,0,6,21,0,0
2013, NT241 ,924,924,411,513,0,29,107,230,304,227,25
2013, NT242 ,2326,2326,974,1352,30,68,175,426,785,794,37
2013, NT244 ,279,279,168,111,0,17,14,65,111,58,0
2013, NT245 ,943,943,404,539,0,31,129,249,353,176,0
2013, NT301 ,1487,1487,685,802,0,127,267,459,503,121,0
2013, NT302 ,1439,1439,785,654,0,75,324,438,452,146,0
2013, NT304 ,1012,1012,467,545,0,33,144,282,365,184,0
2013, NT305 ,734,734,342,392,0,24,71,195,311,129,0
2013, NT308 ,699,699,318,381,0,18,78,202,264,135,0
2013, NT309 ,399,399,145,254,0,15,53,94,156,79,0
2013, NT310 ,575,575,237,338,0,37,116,197,139,75,0
2013, NT312 ,1279,1279,481,798,0,102,241,391,398,140,0
2013, NT313 ,2263,2263,924,1339,0,137,379,687,754,272,21
2013, NT314 ,2115,2115,886,1229,0,255,586,702,433,125,0
2013, NT315 ,570,570,251,319,0,57,129,182,149,29,0
2013, NT316 ,1440,1440,595,845,0,72,175,325,449,387,21
2013, NT317 ,714,714,382,332,0,68,147,203,217,72,0
2013, NT318 ,1180,1180,600,580,0,86,182,239,443,230,0
2013, NT319 ,1359,1359,733,626,0,97,197,390,491,176,0
2013, NT320 ,1297,1297,566,731,0,68,207,445,417,151,6
2013, NT321 ,1536,1536,610,926,0,62,233,522,527,186,0
2013, NT322 ,1718,1718,964,754,0,83,353,418,486,350,21
2013, NT324 ,2499,2499,1080,1419,0,223,509,792,766,198,8
2013, NT325 ,2573,2573,1297,1276,0,130,408,654,833,509,28
2013, NT327 ,1353,1353,721,632,0,246,395,398,255,57,0
2013, NT332 ,2851,2851,1073,1778,178,297,604,917,621,212,0
2013, NT333 ,3172,3172,1434,1738,0,188,695,1106,914,263,0
2013, NT337 ,7118,7118,3361,3757,0,752,1318,2323,1849,835,30
2013, NT339 ,1985,1985,876,1109,16,103,271,407,623,525,33
2013, NT343 ,316,316,137,179,0,38,62,92,86,19,0
2013, NT344 ,983,983,387,596,0,61,245,306,250,108,0
2013, NT345 ,718,718,327,391,0,50,135,183,257,88,0
2013, NT346 ,2139,2139,964,1175,0,99,247,535,743,485,19
2013, NT347 ,3575,3575,1604,1971,0,214,546,958,1174,640,32
2013, NT348 ,2797,2797,1330,1467,0,208,591,929,834,223,7
2013, NT350 ,3715,3715,1602,2113,0,202,651,1048,1198,593,18
2013, NT351 ,6370,6370,2737,3633,0,309,891,2087,2165,888,15
2013, NT364 ,480,480,208,272,0,30,84,141,154,62,0
2013, NT401 ,2666,2666,1272,1392,0,190,581,873,763,240,0
2013, NT402 ,2460,2460,960,1498,0,159,420,601,830,419,24
2013, NT403 ,4624,4624,1884,2739,0,273,858,1488,1417,568,16
2013, NT404 ,3859,3859,1841,2018,0,306,978,1279,1014,272,0
2013, NT405 ,2076,2076,915,1157,0,124,285,424,603,584,46
2013, NT406 ,1141,1141,506,634,0,136,339,300,261,95,0
2013, NT408 ,2086,2086,815,1270,0,161,351,533,580,445,16
2013, NT409 ,424,424,148,276,0,25,82,101,141,72,0
2013, NT410 ,1685,1685,836,832,0,123,312,526,533,180,0
2013, NT411 ,2594,2594,1143,1446,0,274,665,828,569,252,0
2013, NT412 ,1655,1655,786,855,0,114,270,498,549,214,7
2013, NT413 ,1033,1033,445,587,0,46,153,313,323,183,13
2013, NT414 ,1054,1054,450,604,0,72,173,281,344,170,0
2013, NT415 ,500,500,270,230,0,32,96,179,141,28,0
2013, NT416 ,634,634,175,456,0,45,167,234,127,30,0
2013, NT417 ,3296,3296,1405,1886,0,208,557,884,1115,514,18
2013, NT418 ,2611,2611,1111,1497,0,223,538,774,720,348,7
2013, NT419 ,1324,1324,615,709,0,27,107,226,417,519,25
2013, NT420 ,3902,3902,2001,1900,0,390,883,1274,1049,296,7
2013, NT421 ,1330,1330,611,717,0,116,273,436,319,175,0
2013, NT422 ,2521,2521,1261,1255,0,358,791,762,459,130,0
2013, NT423 ,300,300,121,179,0,17,69,88,99,14,0
2013, NT424 ,1887,1887,790,1097,0,150,423,666,499,144,0
2013, NT427 ,1427,1427,654,772,0,71,227,468,466,181,0
2013, NT428 ,576,576,247,329,0,51,127,176,159,36,0
2013, NT430 ,3583,3583,1702,1881,0,213,528,862,1172,770,37
2013, NT431 ,937,937,386,551,0,52,160,282,300,131,11
2013, NT432 ,1213,1213,595,618,0,43,110,214,457,369,16
2013, NT433 ,903,903,395,503,0,51,167,284,292,104,0
2013, NT434 ,1243,1243,466,776,0,82,298,408,339,102,0
2013, NT435 ,782,782,323,421,0,49,157,265,218,86,0
2013, NT436 ,1728,1728,728,996,0,106,298,525,477,294,22
2013, NT437 ,211,211,86,125,0,0,53,75,54,11,0
2013, NT438 ,1271,1271,542,729,0,77,221,345,365,240,20
2013, NT439 ,1637,1637,721,916,0,125,377,541,454,129,0
2013, NT440 ,1089,1089,467,622,0,112,210,364,309,57,0
2013, NT441 ,2486,2486,1259,1227,0,191,540,836,747,168,0
2013, NT443 ,1201,1201,640,561,0,29,90,226,428,395,31
2013, NT445 ,1823,1823,776,1047,0,224,458,604,415,107,0
2013, NT446 ,1015,1015,540,475,0,41,139,243,387,188,12
2013, NT447 ,685,685,388,297,0,61,145,233,193,35,0
2013, NT448 ,1549,1549,892,657,0,89,287,482,535,141,6
2013, NT449 ,1987,1987,870,1117,0,120,323,562,594,373,9
2013, NT450 ,1045,1045,576,469,0,78,128,232,389,202,8
2013, NT451 ,1163,1163,393,766,0,89,269,390,249,144,0
2013, NT455 ,40,40,16,24,0,0,0,7,6,0,0
2013, NT457 ,3435,3435,1548,1881,0,230,609,1059,1015,503,17
2013, NT490 ,969,969,402,558,0,16,56,108,289,477,21
2013, NT495 ,18,18,7,11,0,0,0,0,0,0,0
2013, NT497 ,3477,3477,1649,1828,0,209,585,1026,1185,452,11
2013, NTC01 ,8090,8090,3678,4412,0,342,949,1981,2865,1862,89
2013, NTC02 ,9328,9328,4177,5151,0,981,1736,2378,2641,1504,87
2013, NTC03 ,4778,4778,2164,2614,0,503,945,1298,1302,696,31
2013, NTC04 ,1790,1790,879,911,0,258,441,555,392,134,9
2013, NTC05 ,3308,3308,1363,1945,0,104,333,862,1341,642,20
2013, NTC09 ,26,26,10,16,0,0,0,6,0,0,0
2013, NTE02 ,3255,3255,1537,1706,0,148,408,844,1162,672,20
2013, NTP11 ,16755,15687,7691,9061,0,2696,3756,4281,3769,2089,109
2013, NTP13 ,2688,2469,1249,1437,0,61,207,632,1228,549,0
2013, NTP15 ,8680,7816,4225,4447,0,831,1692,2314,2266,1505,60
2013, NTP16 ,4095,3412,1776,2319,0,162,424,774,1319,1345,65
2013, NTP23 ,3924,3486,1827,2097,0,629,1218,1191,698,186,0
2013, NTP35 ,314,225,95,219,0,0,0,9,112,170,7
2013, NTPAD ,6408,5928,2919,3489,0,412,998,1721,1988,1232,50
2013, NTPAE ,1618,1181,685,933,0,0,17,153,606,786,36
2013, NTPH2 ,2222,2222,1041,1181,0,241,372,550,644,389,25
2013, NTPH3 ,1104,1104,505,599,0,102,218,272,320,177,9
2013, NTPH4 ,403,403,195,208,0,48,103,124,98,14,0
2013, NTPH9 ,10,10,0,0,0,0,0,0,0,0,0
2013, NTX01 ,2767,2767,1261,1506,0,211,589,926,803,231,0
2013, NTY48 ,845,845,357,488,0,40,90,152,279,246,27
2013, NV302 ,4005,4005,1790,2215,0,231,592,1022,1303,824,33
2013, NV313 ,28114,28114,12714,15366,10,2199,3288,5058,5455,3423,251
2013, NV323 ,1793,1793,843,950,0,179,408,538,507,155,0
2013, NVC01 ,3029,3029,1264,1764,0,199,577,877,907,445,16
2013, NVC02 ,2440,2440,1106,1334,0,194,492,737,759,253,0
2013, NVC04 ,4896,4896,2276,2619,0,347,819,1284,1772,646,16
2013, NVC05 ,4604,4604,2029,2573,0,397,1078,1470,1299,351,6
2013, NVC06 ,5647,5647,2377,3268,0,433,1105,1704,1621,764,18
2013, NVC07 ,5772,5772,2495,3267,0,438,1012,1535,1732,1011,42
2013, NVC08 ,3292,3292,1456,1836,0,270,579,980,1065,382,13
2013, NVC09 ,4151,4151,1786,2364,0,200,711,1197,1409,611,20
2013, NVC11 ,1994,1994,801,1193,0,122,317,612,647,277,15
2013, NVC12 ,3574,3574,1661,1913,0,341,794,1292,924,215,0
2013, NVC13 ,4929,4929,2297,2630,0,356,771,1223,1777,776,22
2013, NVC14 ,647,647,205,441,0,36,110,248,211,25,0
2013, NVC15 ,4060,4060,1675,2385,0,281,672,1135,1107,818,43
2013, NVC16 ,3233,3233,1363,1869,0,245,544,1001,945,476,18
2013, NVC17 ,3456,3456,1314,2142,0,207,517,866,1113,713,40
2013, NVC18 ,4932,4932,2254,2675,0,327,822,1287,1646,830,16
2013, NVC19 ,7296,7296,3117,4178,0,539,1433,2102,2056,1114,44
2013, NVC20 ,9436,9436,4331,5105,0,731,1947,2589,2669,1383,83
2013, NVC21 ,3097,3097,1235,1862,0,242,605,933,900,406,8
2013, NVC22 ,2923,2923,1287,1636,0,289,597,892,839,301,0
2013, NVC23 ,5029,5029,2204,2825,0,392,863,1477,1560,701,32
2013, NVC24 ,4573,4573,2155,2418,0,336,561,908,1603,1090,69
2013, NVC25 ,2141,2141,1009,1131,0,122,296,601,785,328,0
2013, NVC27 ,2485,2485,1173,1312,0,120,318,613,860,551,23
2013, NVC28 ,2794,2794,1269,1524,0,121,315,834,1118,397,7
2013, NVC29 ,4716,4716,2243,2473,0,571,1120,1644,1113,255,0
2013, NVC31 ,2164,2164,905,1259,0,131,365,622,618,396,26
2013, NVC35 ,5453,5453,2679,2774,0,642,1191,1745,1328,508,32
2013, NVC40 ,3993,3993,1854,2139,0,269,719,1190,1273,531,10
2013, NVC44 ,467,467,164,303,0,78,93,103,125,60,0
2013, NVG01 ,3802,3802,1891,1911,0,315,803,1087,1110,475,10
2013, NVM01 ,5285,1493,2292,2993,0,311,784,1158,1561,1325,136
2013, NW931 ,5947,5947,2685,3246,0,396,863,1390,1509,1563,191
2013, NWF01 ,891,891,240,281,0,18,55,137,357,269,13
2013, NXM01 ,4666,4666,1822,2844,0,135,370,1021,2043,1077,19
2013, NXP02 ,201,201,93,108,0,7,37,65,55,18,0
2013, NXP04 ,247,247,197,50,0,7,93,75,54,10,0
2013, NXP08 ,0,8,0,0,0,0,0,0,0,0,0
2013, NXP09 ,11,11,0,6,0,0,0,0,0,0,0
2013, NXP13 ,84,84,39,45,0,0,9,31,9,9,0
2013, NXP15 ,57,57,13,44,0,0,0,0,20,0,0
2013, NXP16 ,21,21,6,15,0,0,0,0,0,0,0
2013, NXP17 ,101,101,83,18,0,0,14,13,11,8,0
2013, NXP18 ,26,26,26,0,0,0,9,0,0,0,0
2013, NXP20 ,58,58,18,40,0,0,0,9,6,0,0
2013, NXP21 ,38,38,38,0,0,0,11,7,0,0,0
2013, NY601 ,973,973,376,597,0,26,187,320,277,150,13
2013, NYW01 ,2301,1397,914,1387,0,208,531,756,560,229,11
2013, NYW02 ,103,78,41,62,0,7,10,32,24,6,0
2013, NYW03 ,311,210,133,178,0,40,88,111,52,17,0
2013, NYW04 ,3133,3133,1494,1639,0,166,572,1021,986,365,0
2013, NYW17 ,137,117,60,77,0,0,0,9,50,66,6
2013, R1A ,7184,6829,4066,3118,1344,1325,682,675,843,1741,574
2013, R1C ,3079,2960,1359,1720,151,426,605,405,346,865,278
2013, R1D ,3129,3129,1370,1759,834,59,121,185,402,1163,349
2013, R1E ,9697,9491,3598,6099,18,221,621,1488,2830,3716,797
2013, R1F-X ,32943,28263,14863,18080,4436,3035,3265,4341,7496,8372,1901
2013, R1G ,4478,4473,1871,2607,6,19,98,166,633,2577,974
2013, R1H ,277379,240698,128458,148899,43416,40201,49712,46579,45840,42036,7179
2013, R1J ,6141,6015,1861,4280,8,848,442,183,786,2793,1076
2013, RA2 ,84319,76627,38747,45554,8489,8492,11699,14263,20249,17552,3416
2013, RA3 ,39488,32118,18357,21131,1154,2595,3797,6815,10934,11653,2512
2013, RA4 ,44951,40265,19847,25100,3817,4649,4956,6839,11291,11114,2188
2013, RA7 ,133518,119135,60499,73017,23969,18949,18580,19039,26981,22007,3658
2013, RA9 ,84824,69545,37771,47053,6230,8853,8778,13064,22252,21543,3955
2013, RAE ,127302,119904,54580,72717,15265,22456,22085,22133,23929,18854,2320
2013, RAJ ,111774,94189,48910,62864,7784,10193,12889,17698,29324,28235,5171
2013, RAL ,82691,69683,40200,42489,7682,8576,12916,14722,17724,16563,3162
2013, RAN ,16696,16663,7289,9407,1396,2655,3024,4147,3777,1584,58
2013, RAP ,68836,56945,30029,38795,10655,8155,10129,10845,12472,13624,1904
2013, RAS ,63130,59166,25411,37719,8459,8898,10724,9831,11126,11652,2137
2013, RAT ,2976,2676,1404,1572,41,549,508,375,384,844,275
2013, RAX ,76133,65245,27664,48465,11221,8413,17331,8656,11684,14131,3672
2013, RBA ,100981,87399,44487,56491,9293,11927,11699,15911,25406,22832,3656
2013, RBB ,2914,2914,925,1989,14,157,437,770,1043,470,11
2013, RBD ,59378,48260,27814,31563,5260,5413,5985,8840,15333,15729,2731
2013, RBK ,82102,68260,34241,47861,8423,11240,11775,12401,17546,17371,3068
2013, RBL ,142147,107091,63293,78851,11016,15912,17668,24276,33808,33671,5399
2013, RBN ,120733,97761,52285,68448,9451,15493,16915,20676,26252,27764,4053
2013, RBQ ,14229,13328,9082,5147,0,625,880,3257,5987,3364,98
2013, RBS ,42103,33523,23012,19091,37309,4681,0,0,0,0,0
2013, RBT ,89172,74690,38770,50402,8616,10937,11103,14073,20737,20093,3418
2013, RBV ,18345,18109,9057,9288,0,1198,1951,5312,7374,2368,87
2013, RBZ ,62239,50253,27057,35182,5067,6298,6258,8514,15435,16853,3477
2013, RC1 ,63684,50195,28599,35085,6149,6310,8261,9855,14557,15408,2982
2013, RC3 ,48535,40035,22234,26300,5707,6236,8196,7795,9075,9508,1666
2013, RC9 ,108145,91174,45022,63122,15131,15584,17070,15925,19907,20351,3251
2013, RCB ,174006,139988,78071,95933,13242,16284,18736,26716,44012,46522,8181
2013, RCD ,51707,47636,23529,28177,5721,3808,5920,8188,13090,12701,2190
2013, RCF ,66214,59030,26385,39822,6959,8863,9727,9364,14465,14288,2278
2013, RCU ,32522,30791,18380,14142,29593,2912,0,0,0,0,0
2013, RCX ,90304,72710,39864,50440,6892,9173,9449,12607,23562,24611,3797
2013, RD1 ,88690,69305,42217,46472,7029,7126,8320,13391,21298,25998,5365
2013, RD3 ,82261,72735,34334,47927,13702,10520,11075,10272,14954,17472,3958
2013, RD7 ,92286,78805,42554,49731,13909,10127,13949,14209,17163,19020,3480
2013, RD8 ,76491,66334,34297,42191,12284,9100,11630,12456,15768,12971,1991
2013, RDD ,100944,81020,43571,57366,10309,13087,14521,14862,22766,21729,3423
2013, RDE ,118962,98792,52986,65976,11378,13529,13678,16306,31086,28003,4674
2013, RDR ,3048,3036,1006,2042,143,115,87,281,489,1364,569
2013, RDU ,111708,94592,50902,60803,10939,11245,16948,18343,24381,25003,4496
2013, RDY ,9215,8344,4114,5101,66,832,1188,1402,1887,2917,915
2013, RDZ ,119366,99470,60184,59166,467,6347,10364,19267,35075,40831,6790
2013, RE9 ,44353,36196,18259,26094,3251,5094,4735,7349,10772,10987,2026
2013, REF-X ,156396,122742,69413,86983,13531,18765,18598,23384,40301,35122,5584
2013, REM ,101586,74866,49871,51713,98,8506,12167,22177,29357,26365,2839
2013, REN ,3684,3660,1947,1737,0,276,293,890,1618,582,17
2013, REP ,41500,40376,4957,36541,9447,15190,11008,2056,1075,415,18
2013, RET ,11038,10441,4957,6081,0,1222,3138,3285,2630,739,11
2013, RF4 ,150131,126134,66565,83550,17069,16859,21178,22906,28618,35878,6804
2013, RFF ,81249,66867,35483,45765,8176,11273,10825,12616,18461,17373,2379
2013, RFR ,79312,74313,32569,46742,5087,11898,11154,13032,18241,17593,2078
2013, RFS ,86935,73774,37632,49303,8510,10381,10545,12838,20071,20667,3798
2013, RFW ,61319,47808,26145,35174,9087,7629,10536,8763,10265,11529,2772
2013, RGD ,2998,2508,1575,1423,15,807,886,569,350,338,29
2013, RGM ,24393,23669,14897,9496,23,1675,2486,5831,9186,4988,172
2013, RGN ,101338,84847,46070,55267,14984,10708,11951,15914,22410,21302,3746
2013, RGP ,69047,58144,30965,38082,6101,7101,6513,9481,16979,19326,3316
