YEAR,ORG_CODE,BEDS,BEDS_OCCUPIED_PERCENT
2014,RM2,860,0.85
2014,RM3,700,0.91
2014,RMC,651,0.83
2014,RMP,475,0.88
2014,RRF,495,0.84
2014,RT2,562,0.96
2014,RW3,1206,0.90
2014,RW6,1343,0.84
2014,RWJ,719,0.82
2014,RXV,590,0.93
2014,TAE,252,0.97
2014,RJX,230,0.94
2014,RW5,521,0.91
2014,RXL,819,0.88
2014,RXN,877,0.92
2014,RXR,968,0.85
2014,RBN,699,0.91
2014,RBQ,153,0.82
2014,RBS,217,0.78
2014,REM,679,0.96
2014,REP,138,0.81
2014,RET,159,0.89
2014,RQ6,772,0.93
2014,RVY,483,0.84
2014,RW4,644,0.86
2014,RE9,400,0.82
2014,RLN,830,0.75
2014,RNL,606,0.84
2014,RNN,127,0.92
2014,RR7,502,0.92
2014,RTD,1570,0.84
2014,RTF,1110,0.80
2014,RTX,750,0.82
2014,RX4,998,0.83
2014,RCB,997,0.87
2014,RCD,340,0.80
2014,RJL,823,0.80
2014,RV9,232,0.81
2014,RWA,1086,0.88
2014,RCU,146,0.75
2014,RFF,467,0.84
2014,RFR,522,0.98
2014,RHQ,2066,0.76
2014,RP5,990,0.81
2014,RXE,351,0.80
2014,TAH,244,0.87
2014,RAE,764,0.68
2014,RCF,407,0.77
2014,RGD,556,0.84
2014,RR8,1878,0.81
2014,RWY,758,0.85
2014,RXF,1048,0.78
2014,RXG,556,0.88
2014,RY6,58,0.97
2014,TAD,199,0.94
2014,R1A,212,0.83
2014,RJC,543,0.81
2014,RKB,1134,0.92
2014,RLQ,239,0.94
2014,RLT,305,0.93
2014,RWP,863,0.81
2014,RYG,374,0.92
2014,RBK,513,0.89
2014,RL4,803,0.92
2014,RLU,142,0.56
2014,RNA,765,0.86
2014,RQ3,250,0.97
2014,RR1,1376,0.89
2014,RRJ,113,0.76
2014,RRK,1067,0.97
2014,RXK,812,0.83
2014,RXT,729,0.89
2014,RYK,189,0.85
2014,RYW,285,0.87
2014,TAJ,217,0.82
2014,RFS,559,0.88
2014,RHA,1169,0.87
2014,RK5,742,0.93
2014,RTG,1104,0.86
2014,RX1,1635,0.88
2014,RXM,311,0.97
2014,RY8,124,0.87
2014,RCX,426,0.89
2014,RGM,235,0.79
2014,RGN,641,0.87
2014,RGP,432,0.89
2014,RGQ,582,0.87
2014,RGR,489,0.71
2014,RGT,933,0.92
2014,RM1,1026,0.91
2014,RMY,477,0.87
2014,RQQ,246,0.82
2014,RT1,283,0.89
2014,RY3,245,0.89
2014,RYV,103,0.64
2014,RAJ,631,0.76
2014,RDD,683,0.94
2014,RDE,660,0.86
2014,RQ8,552,0.91
2014,RRD,357,0.93
2014,RWN,706,0.91
2014,RC1,359,0.95
2014,RC9,626,0.84
2014,RD8,449,0.94
2014,RNQ,546,0.92
2014,RNS,736,0.85
2014,RP1,340,0.89
2014,RWG,739,0.81
2014,RWH,699,0.85
2014,RWR,497,0.98
2014,RY4,227,0.91
2014,RP7,252,0.88
2014,RT5,420,0.87
2014,RWD,1422,0.96
2014,RWE,1662,0.85
2014,RY5,60,0.82
2014,R1E,293,0.95
2014,RJD,372,0.93
2014,RJE,1105,0.95
2014,RJF,505,0.81
2014,RL1,185,0.78
2014,RLY,204,0.78
2014,RRE,351,0.89
2014,RXW,757,0.88
2014,R1J,51,0.96
2014,RBB,14,0.65
2014,RD1,608,0.93
2014,RN3,626,0.90
2014,RNZ,475,0.85
2014,RTE,971,0.91
2014,RTQ,219,0.88
2014,RVN,536,0.93
2014,RA3,262,0.89
2014,RA4,378,0.76
2014,RA7,816,0.84
2014,RBA,614,0.77
2014,RH5,432,0.86
2014,RVJ,1030,0.84
2014,RA9,451,0.80
2014,RBZ,316,0.89
2014,REF,731,0.84
2014,RH8,797,0.86
2014,RJ8,104,0.83
2014,RK9,887,0.81
2014,RWV,296,0.94
2014,RN7,531,0.95
2014,RPA,567,0.90
2014,RVV,1022,0.90
2014,RWF,703,0.91
2014,RXY,546,0.92
2014,RA2,514,0.82
2014,RDR,123,0.88
2014,RDU,625,0.91
2014,RPC,53,0.76
2014,RTK,544,0.87
2014,RTP,603,0.89
2014,RX2,592,0.94
2014,RXC,764,0.76
2014,RXH,857,0.85
2014,RXX,275,0.83
2014,RYR,940,0.93
2014,RD7,652,0.91
2014,RHW,658,0.86
2014,RNU,542,0.92
2014,RTH,1443,0.92
2014,RWX,219,0.83
2014,RXQ,747,0.92
2014,R1C,169,0.75
2014,R1F,354,0.71
2014,RBD,324,0.82
2014,RD3,517,0.91
2014,RDY,0,0.00
2014,RDZ,578,0.93
2014,RHM,1149,0.90
2014,RHU,988,0.91
2014,RN5,1030,0.69
2014,RW1,591,0.89
2014,R1H,1925,0.93
2014,RAL,521,0.82
2014,RAN,193,0.65
2014,RAP,478,0.92
2014,RAS,452,0.85
2014,RAT,480,0.81
2014,RAX,440,0.90
2014,RC3,491,0.89
2014,RF4,1024,0.93
2014,RFW,431,0.87
2014,RJ1,1084,0.79
2014,RJ2,911,0.93
2014,RJ6,535,0.87
2014,RJ7,919,0.92
2014,RJZ,1403,0.95
2014,RKE,313,0.83
2014,RKL,745,0.93
2014,RP4,336,0.91
2014,RP6,8,0.55
2014,RPG,443,0.94
2014,RPY,191,0.85
2014,RQM,438,0.80
2014,RQX,431,0.83
2014,RQY,418,0.84
2014,RRP,494,0.99
2014,RRV,963,0.75
2014,RT3,400,0.85
2014,RV3,956,0.93
2014,RV5,812,0.89
2014,RV8,808,0.84
2014,RVL,597,0.77
2014,RVR,855,0.78
2014,RWK,748,0.83
2014,RYJ,1036,0.85
2014,RYX,247,0.86
2014,TAF,183,0.97
2015,RAE,749,0.65
2015,RBL,760,0.87
2015,RBN,693,0.92
2015,RBQ,153,0.82
2015,RBS,206,0.75
2015,RBT,553,0.95
2015,RBV,172,0.84
2015,RCB,1072,0.90
2015,RCD,355,0.81
2015,RCF,372,0.78
2015,RCU,155,0.70
2015,RE9,336,0.84
2015,REM,672,0.95
2015,REN,69,0.56
2015,REP,140,0.59
2015,RET,160,0.88
2015,RFF,397,0.91
2015,RFR,498,0.91
2015,RGD,537,0.89
2015,RHQ,2020,0.77
2015,RJL,848,0.81
2015,RJN,372,0.87
2015,RJR,556,0.92
2015,RJX,223,0.89
2015,RLN,779,0.71
2015,RM2,797,0.88
2015,RM3,739,0.87
2015,RMC,660,0.80
2015,RMP,479,0.89
2015,RNL,596,0.83
2015,RNN,149,0.82
2015,RP5,964,0.83
2015,RQ6,802,0.94
2015,RR7,509,0.95
2015,RR8,1807,0.86
2015,RRF,484,0.85
2015,RT2,503,0.90
2015,RTD,1579,0.85
2015,RTF,1061,0.77
2015,RTR,1048,0.78
2015,RTV,314,0.96
2015,RTX,758,0.80
2015,RV9,222,0.88
2015,RVW,637,0.81
2015,RVY,491,0.80
2015,RW3,1215,0.89
2015,RW4,632,0.89
2015,RW5,510,0.94
2015,RW6,1315,0.83
2015,RWA,1081,0.92
2015,RWJ,740,0.82
2015,RWW,599,0.86
2015,RWY,769,0.88
2015,RX3,879,0.94
2015,RX4,888,0.85
2015,RXA,338,0.89
2015,RXE,336,0.79
2015,RXF,1013,0.86
2015,RXG,557,0.88
2015,RXL,810,0.89
2015,RXN,875,0.92
2015,RXP,1109,0.76
2015,RXR,980,0.86
2015,RY6,67,0.96
2015,TAD,204,0.87
2015,TAE,234,0.95
2015,TAH,207,0.86
2015,R1A,208,0.86
2015,R1E,315,0.96
2015,RAJ,598,0.82
2015,RBK,524,0.90
2015,RC1,386,0.92
2015,RC9,639,0.87
2015,RCX,432,0.86
2015,RD8,474,0.94
2015,RDD,684,0.92
2015,RDE,611,0.86
2015,RFS,510,0.92
2015,RGM,230,0.77
2015,RGN,631,0.85
2015,RGP,458,0.81
2015,RGQ,605,0.81
2015,RGR,487,0.75
2015,RGT,968,0.90
2015,RHA,1056,0.90
2015,RJC,491,0.89
2015,RJE,1388,0.89
2015,RJF,504,0.80
2015,RK5,690,0.90
2015,RKB,1144,0.93
2015,RL1,167,0.87
2015,RL4,904,0.91
2015,RLQ,239,0.93
2015,RLT,340,0.90
2015,RLU,135,0.67
2015,RLY,186,0.86
2015,RM1,1043,0.89
2015,RNA,785,0.83
2015,RNQ,552,0.96
2015,RNS,764,0.86
2015,RP1,333,0.89
2015,RP7,247,0.86
2015,RQ3,262,0.97
2015,RQ8,582,0.85
2015,RQQ,234,0.81
2015,RQW,475,0.88
2015,RR1,1313,0.93
2015,RRD,334,0.98
2015,RRE,333,0.86
2015,RRJ,108,0.70
2015,RRK,1046,0.97
2015,RT1,324,0.90
2015,RT5,0,0.00
2015,RTG,1136,0.86
2015,RWD,1391,0.89
2015,RWE,1650,0.84
2015,RWG,754,0.82
2015,RWH,703,0.83
2015,RWN,499,0.89
2015,RWP,895,0.85
2015,RX1,1697,0.83
2015,RXK,812,0.78
2015,RXM,311,0.95
2015,RXT,686,0.95
2015,RXW,746,0.90
2015,RY3,79,0.91
2015,RY5,60,0.80
2015,RY8,78,0.83
2015,RYG,350,0.93
2015,RYK,190,0.77
2015,RYV,47,0.43
2015,RYW,247,0.90
2015,TAJ,217,0.81
2015,R1H,1926,0.93
2015,R1K,1202,0.88
2015,RAL,1047,0.86
2015,RAN,177,0.69
2015,RAP,499,0.89
2015,RAS,482,0.84
2015,RAT,414,0.89
2015,RAX,455,0.90
2015,RF4,993,0.95
2015,RFW,453,0.88
2015,RJ1,1111,0.82
2015,RJ2,1007,0.93
2015,RJ6,551,0.82
2015,RJ7,939,0.93
2015,RJZ,1391,0.91
2015,RKE,318,0.88
2015,RKL,769,0.93
2015,RP4,258,0.87
2015,RP6,8,0.55
2015,RPG,434,0.96
2015,RPY,191,0.83
2015,RQM,416,0.92
2015,RQX,440,0.81
2015,RQY,404,0.81
2015,RRP,506,0.98
2015,RRV,928,0.73
2015,RT3,382,0.86
2015,RV3,927,0.92
2015,RVR,860,0.82
2015,RWK,969,0.83
2015,RYJ,1177,0.82
2015,RYX,229,0.83
2015,TAF,161,0.97
2015,R1C,170,0.70
2015,R1F,338,0.75
2015,R1J,40,0.96
2015,RA2,514,0.77
2015,RA3,238,0.97
2015,RA4,350,0.82
2015,RA7,801,0.84
2015,RA9,423,0.82
2015,RBA,567,0.75
2015,RBD,314,0.89
2015,RBZ,327,0.89
2015,RD1,660,0.91
2015,RD3,569,0.90
2015,RDR,122,0.93
2015,RDU,1312,0.93
2015,RDY,0,0.00
2015,RDZ,587,0.92
2015,REF,761,0.83
2015,RH5,409,0.89
2015,RH8,808,0.86
2015,RHM,1136,0.91
2015,RHU,1022,0.92
2015,RHW,692,0.81
2015,RJ8,120,0.83
2015,RK9,927,0.86
2015,RN3,603,0.92
2015,RN5,961,0.74
2015,RN7,519,0.96
2015,RNU,500,0.94
2015,RNZ,473,0.84
2015,RPA,597,0.96
2015,RPC,63,0.64
2015,RTE,972,0.89
2015,RTH,1308,0.90
2015,RTK,573,0.83
2015,RTP,675,0.88
2015,RTQ,224,0.88
2015,RVJ,951,0.95
2015,RVN,515,0.86
2015,RVV,1028,0.90
2015,RW1,560,0.90
2015,RWF,734,0.93
2015,RWV,289,0.94
2015,RWX,213,0.92
2015,RX2,598,0.88
2015,RXC,761,0.84
2015,RXH,877,0.85
2015,RXQ,764,0.90
2015,RXX,258,0.79
2015,RXY,537,0.94
2015,RYR,941,0.94
2016,RAE,701,0.75
2016,RBL,757,0.85
2016,RBN,703,0.90
2016,RBQ,150,0.84
2016,RBS,234,0.55
2016,RBT,601,0.85
2016,RBV,177,0.86
2016,RCB,1061,0.89
2016,RCD,343,0.83
2016,RCF,366,0.87
2016,RCU,160,0.76
2016,RE9,352,0.85
2016,REM,724,0.94
2016,REN,72,0.68
2016,REP,147,0.60
2016,RET,163,0.89
2016,RFF,417,0.81
2016,RFR,456,0.90
2016,RGD,420,0.87
2016,RHQ,1574,0.94
2016,RJL,833,0.81
2016,RJN,363,0.88
2016,RJR,562,0.91
2016,RJX,212,0.75
2016,RLN,760,0.81
2016,RM2,802,0.89
2016,RM3,720,0.90
2016,RMC,679,0.82
2016,RMP,472,0.93
2016,RNL,600,0.87
2016,RNN,141,0.85
2016,RP5,930,0.82
2016,RQ6,826,0.88
2016,RR7,515,0.91
2016,RR8,1781,0.89
2016,RRF,498,0.84
2016,RT2,500,0.93
2016,RTD,1545,0.89
2016,RTF,1050,0.81
2016,RTR,955,0.87
2016,RTV,317,0.92
2016,RTX,685,0.96
2016,RV9,227,0.87
2016,RVW,646,0.91
2016,RVY,457,0.80
2016,RW3,1248,0.90
2016,RW4,618,0.92
2016,RW5,498,0.95
2016,RW6,1285,0.83
2016,RWA,1130,0.83
2016,RWJ,732,0.87
2016,RWW,625,0.87
2016,RWY,793,0.87
2016,RX3,910,0.90
2016,RX4,867,0.83
2016,RXA,334,0.89
2016,RXE,320,0.77
2016,RXF,1071,0.84
2016,RXG,549,0.81
2016,RXL,819,0.91
2016,RXN,890,0.93
2016,RXP,1043,0.79
2016,RXR,989,0.86
2016,RY6,49,0.80
2016,TAD,218,0.87
2016,TAE,255,0.93
2016,TAH,172,0.88
2016,R1A,181,0.88
2016,R1E,278,0.90
2016,RAJ,537,0.85
2016,RBK,512,0.88
2016,RC1,397,0.96
2016,RC9,646,0.94
2016,RCX,446,0.88
2016,RD8,513,0.89
2016,RDD,684,0.96
2016,RDE,613,0.89
2016,RFS,520,0.91
2016,RGM,244,0.75
2016,RGN,646,0.84
2016,RGP,441,0.81
2016,RGQ,627,0.86
2016,RGR,487,0.82
2016,RGT,988,0.89
2016,RHA,1029,0.90
2016,RJC,502,0.87
2016,RJE,1319,0.93
2016,RJF,514,0.86
2016,RK5,659,0.85
2016,RKB,1145,0.94
2016,RL1,167,0.71
2016,RL4,897,0.92
2016,RLQ,283,0.92
2016,RLT,328,0.92
2016,RLU,135,0.58
2016,RLY,179,0.89
2016,RM1,1128,0.89
2016,RMY,439,0.83
2016,RNA,779,0.85
2016,RNQ,620,0.96
2016,RNS,764,0.88
2016,RP1,310,0.95
2016,RP7,237,0.90
2016,RQ3,269,0.93
2016,RQ8,537,0.92
2016,RQQ,233,0.82
2016,RQW,480,0.91
2016,RR1,1498,0.89
2016,RRD,314,0.97
2016,RRE,327,0.91
2016,RRJ,102,0.74
2016,RRK,1068,0.99
2016,RT1,308,0.85
2016,RTG,1058,0.88
2016,RWD,1175,0.88
2016,RWE,1634,0.86
2016,RWG,754,0.85
2016,RWH,702,0.85
2016,RWN,494,0.91
2016,RWP,813,0.86
2016,RX1,1663,0.86
2016,RXK,778,0.84
2016,RXM,287,0.94
2016,RXT,674,0.95
2016,RXW,749,0.90
2016,RY3,79,0.91
2016,RY5,59,0.74
2016,RY8,89,0.65
2016,RYG,336,0.87
2016,RYK,181,0.83
2016,RYV,36,0.32
2016,RYW,244,0.91
2016,TAJ,213,0.78
2016,R1H,1835,0.93
2016,R1K,1189,0.92
2016,RAL,1044,0.84
2016,RAN,172,0.65
2016,RAP,534,0.93
2016,RAS,479,0.89
2016,RAT,399,0.92
2016,RAX,436,0.85
2016,RF4,979,0.94
2016,RJ1,1108,0.80
2016,RJ2,982,0.94
2016,RJ6,509,0.95
2016,RJ7,941,0.93
2016,RJZ,1336,0.92
2016,RKE,341,0.81
2016,RKL,784,0.94
2016,RP4,280,0.84
2016,RP6,8,0.77
2016,RPG,459,0.89
2016,RPY,181,0.84
2016,RQM,870,0.90
2016,RQX,414,0.82
2016,RQY,414,0.89
2016,RRP,510,0.98
2016,RRV,884,0.82
2016,RT3,382,0.88
2016,RV3,909,0.88
2016,RVR,899,0.79
2016,RWK,974,0.85
2016,RYJ,1197,0.82
2016,RYX,118,0.83
2016,TAF,186,0.91
2016,R1C,133,0.86
2016,R1F,339,0.90
2016,R1J,0,0.00
2016,RA2,503,0.77
2016,RA3,272,0.97
2016,RA4,352,0.89
2016,RA7,814,0.87
2016,RA9,433,0.81
2016,RBA,472,0.85
2016,RBD,336,0.83
2016,RBZ,320,0.90
2016,RD1,662,0.94
2016,RD3,570,0.92
2016,RDR,122,0.93
2016,RDU,1368,0.92
2016,RDY,228,0.93
2016,RDZ,605,0.90
2016,REF,790,0.81
2016,RH5,393,0.90
2016,RH8,816,0.87
2016,RHM,1176,0.89
2016,RHU,1046,0.94
2016,RHW,699,0.84
2016,RJ8,292,0.91
2016,RK9,922,0.89
2016,RN3,601,0.92
2016,RN5,894,0.84
2016,RN7,538,0.97
2016,RNU,544,0.92
2016,RNZ,485,0.90
2016,RPA,541,0.91
2016,RPC,63,0.63
2016,RTE,974,0.94
2016,RTH,1265,0.90
2016,RTK,535,0.86
2016,RTP,679,0.89
2016,RTQ,225,0.86
2016,RVJ,945,0.97
2016,RVN,539,0.88
2016,RVV,1041,0.92
2016,RW1,552,0.92
2016,RWF,790,0.94
2016,RWV,281,0.96
2016,RWX,219,0.83
2016,RX2,601,0.98
2016,RXC,756,0.90
2016,RXH,901,0.88
2016,RXQ,770,0.87
2016,RXX,216,0.89
2016,RXY,519,0.94
2016,RYR,977,0.94
2017,RAE,700,0.62
2017,RBL,754,0.88
2017,RBN,706,0.93
2017,RBQ,150,0.89
2017,RBS,234,0.81
2017,RBT,573,0.83
2017,RBV,177,0.91
2017,RCB,1033,0.90
2017,RCD,338,0.82
2017,RCF,380,0.86
2017,RCU,163,0.70
2017,RE9,334,0.79
2017,REM,726,0.96
2017,REN,74,0.59
2017,REP,125,0.61
2017,RET,169,0.82
2017,RFF,387,0.89
2017,RFR,466,0.91
2017,RGD,401,0.89
2017,RHQ,1565,0.95
2017,RJL,817,0.82
2017,RJN,340,0.84
2017,RJR,589,0.89
2017,RLN,762,0.78
2017,RM2,800,0.87
2017,RM3,774,0.91
2017,RMC,666,0.84
2017,RMP,445,0.91
2017,RNL,584,0.85
2017,RNN,142,0.83
2017,RP5,840,0.85
2017,RQ6,814,0.92
2017,RR7,553,0.87
2017,RR8,1838,0.90
2017,RRF,491,0.83
2017,RT2,555,0.82
2017,RTD,1573,0.82
2017,RTF,1000,0.79
2017,RTR,942,0.87
2017,RTV,324,0.84
2017,RTX,725,0.80
2017,RV9,214,0.86
2017,RVW,655,0.78
2017,RVY,475,0.77
2017,RW3,1195,0.89
2017,RW4,809,0.85
2017,RW5,513,0.97
2017,RW6,1215,0.86
2017,RWA,1113,0.82
2017,RWJ,735,0.83
2017,RWW,578,0.84
2017,RWY,833,0.76
2017,RX3,914,0.86
2017,RX4,806,0.83
2017,RXA,321,0.92
2017,RXE,356,0.76
2017,RXF,1078,0.88
2017,RXG,534,0.81
2017,RXL,799,0.92
2017,RXN,872,0.93
2017,RXP,1004,0.80
2017,RXR,980,0.86
2017,RY6,67,0.90
2017,TAD,206,0.87
2017,TAH,158,0.90
2017,R1A,158,0.90
2017,R1E,146,0.93
2017,R1L,779,0.95
2017,RAJ,558,0.83
2017,RBK,508,0.85
2017,RC1,401,0.96
2017,RC9,695,0.87
2017,RCX,470,0.88
2017,RD8,480,0.96
2017,RDD,691,0.96
2017,RDE,605,0.89
2017,RFS,522,0.89
2017,RGM,213,0.78
2017,RGN,876,0.80
2017,RGP,475,0.79
2017,RGQ,602,0.95
2017,RGR,487,0.86
2017,RGT,1013,0.89
2017,RHA,1018,0.91
2017,RJC,495,0.87
2017,RJE,1349,0.92
2017,RJF,506,0.86
2017,RK5,617,0.84
2017,RKB,1146,0.93
2017,RL1,159,0.74
2017,RL4,854,0.89
2017,RLQ,282,0.89
2017,RLT,311,0.95
2017,RLY,184,0.87
2017,RM1,988,0.87
2017,RMY,410,0.87
2017,RNA,738,0.85
2017,RNQ,652,0.96
2017,RNS,802,0.90
2017,RP1,305,0.95
2017,RP7,240,0.84
2017,RQ3,405,0.77
2017,RQ8,561,0.93
2017,RQW,541,0.91
2017,RR1,1490,0.96
2017,RRE,336,0.85
2017,RRJ,108,0.68
2017,RRK,1063,0.97
2017,RT1,305,0.82
2017,RTG,1077,0.84
2017,RWD,1276,0.79
2017,RWE,1656,0.84
2017,RWG,757,0.85
2017,RWH,699,0.80
2017,RWP,807,0.86
2017,RX1,1638,0.87
2017,RXK,714,0.85
2017,RXM,271,0.89
2017,RXT,654,0.96
2017,RXW,763,0.89
2017,RY3,79,0.87
2017,RY5,52,0.70
2017,RY8,71,0.67
2017,RYG,330,0.87
2017,RYK,171,0.84
2017,RYV,35,0.27
2017,RYW,206,0.90
2017,TAJ,216,0.78
2017,R1H,1906,0.92
2017,R1K,1292,0.90
2017,RAL,1034,0.89
2017,RAN,164,0.64
2017,RAP,537,0.90
2017,RAS,497,0.84
2017,RAT,371,0.87
2017,RAX,438,0.95
2017,RF4,973,0.89
2017,RJ1,1100,0.79
2017,RJ2,982,0.91
2017,RJ6,531,0.92
2017,RJ7,980,0.90
2017,RJZ,1410,0.93
2017,RKE,323,0.82
2017,RKL,767,0.93
2017,RP4,296,0.82
2017,RP6,8,0.70
2017,RPG,423,0.89
2017,RPY,186,0.84
2017,RQM,911,0.90
2017,RQX,434,0.75
2017,RQY,416,0.89
2017,RRP,548,0.98
2017,RRV,891,0.80
2017,RT3,386,0.80
2017,RV3,848,0.93
2017,RVR,916,0.77
2017,RWK,934,0.84
2017,RYJ,1145,0.78
2017,RYX,13,0.59
2017,TAF,192,0.95
2017,R1C,133,0.83
2017,R1F,327,0.87
2017,R1J,0,0.00
2017,RA2,499,0.78
2017,RA3,252,0.98
2017,RA4,364,0.83
2017,RA7,792,0.92
2017,RA9,400,0.83
2017,RBA,490,0.83
2017,RBD,332,0.79
2017,RBZ,278,0.88
2017,RD1,664,0.91
2017,RD3,552,0.85
2017,RDR,122,0.87
2017,RDU,1380,0.92
2017,RDY,229,0.93
2017,RDZ,556,0.93
2017,REF,745,0.85
2017,RH5,378,0.90
2017,RH8,928,0.82
2017,RHM,1163,0.89
2017,RHU,1049,0.94
2017,RHW,684,0.82
2017,RJ8,221,0.90
2017,RK9,920,0.89
2017,RN3,587,0.95
2017,RN5,879,0.81
2017,RN7,560,0.93
2017,RNU,545,0.92
2017,RNZ,524,0.78
2017,RPA,534,0.91
2017,RPC,67,0.56
2017,RTE,983,0.85
2017,RTH,1225,0.90
2017,RTK,554,0.83
2017,RTP,682,0.91
2017,RTQ,215,0.89
2017,RVJ,945,0.96
2017,RVN,555,0.87
2017,RVV,1058,0.86
2017,RW1,552,0.87
2017,RWF,832,0.89
2017,RWV,281,0.97
2017,RWX,213,0.86
2017,RX2,597,0.98
2017,RXC,802,0.84
2017,RXH,878,0.90
2017,RXQ,744,0.88
2017,RXX,210,0.89
2017,RXY,502,0.91
2017,RYR,986,0.94
2018,R0A,2139,0.88
2018,RAE,797,0.90
2018,RBL,794,0.89
2018,RBN,715,0.93
2018,RBQ,154,0.82
2018,RBS,242,0.58
2018,RBT,526,0.90
2018,RBV,175,0.85
2018,RCB,988,0.92
2018,RCD,327,0.84
2018,RCF,348,0.84
2018,RCU,164,0.70
2018,RE9,336,0.81
2018,REM,794,0.95
2018,REN,105,0.67
2018,REP,122,0.66
2018,RET,169,0.84
2018,RFF,431,0.83
2018,RFR,441,0.92
2018,RGD,388,0.92
2018,RHQ,1535,0.92
2018,RJL,811,0.79
2018,RJN,340,0.84
2018,RJR,569,0.91
2018,RLN,740,0.82
2018,RM3,792,0.89
2018,RMC,665,0.82
2018,RMP,451,0.90
2018,RNL,580,0.84
2018,RNN,146,0.90
2018,RP5,847,0.80
2018,RQ6,755,0.94
2018,RR7,523,0.92
2018,RR8,1903,0.88
2018,RRF,476,0.86
2018,RT2,503,0.93
2018,RTD,1574,0.80
2018,RTF,957,0.77
2018,RTR,912,0.88
2018,RTV,316,0.88
2018,RTX,666,0.82
2018,RV9,198,0.80
2018,RVW,613,0.84
2018,RVY,438,0.83
2018,RW4,740,0.89
2018,RW5,516,0.92
2018,RW6,1208,0.84
2018,RWA,1079,0.83
2018,RWJ,670,0.86
2018,RWW,603,0.87
2018,RWY,737,0.89
2018,RX3,864,0.90
2018,RX4,805,0.83
2018,RXA,320,0.93
2018,RXE,356,0.74
2018,RXF,1043,0.88
2018,RXG,475,0.86
2018,RXL,697,0.91
2018,RXN,853,0.94
2018,RXP,961,0.81
2018,RXR,988,0.84
2018,RY6,11,0.94
2018,TAD,206,0.91
2018,TAH,157,0.92
2018,R1A,156,0.91
2018,R1L,680,0.96
2018,RAJ,575,0.85
2018,RBK,479,0.86
2018,RC1,417,0.99
2018,RC9,713,0.88
2018,RCX,481,0.89
2018,RD8,536,0.88
2018,RDD,711,0.95
2018,RDE,607,0.89
2018,RFS,506,0.81
2018,RGM,224,0.77
2018,RGN,899,0.81
2018,RGP,476,0.78
2018,RGQ,687,0.91
2018,RGR,491,0.79
2018,RGT,1008,0.91
2018,RHA,1024,0.88
2018,RJC,484,0.89
2018,RJE,1445,0.90
2018,RJF,360,0.85
2018,RK5,660,0.83
2018,RKB,1145,0.92
2018,RL1,162,0.76
2018,RL4,851,0.94
2018,RLQ,285,0.87
2018,RLT,332,0.93
2018,RLY,184,0.85
2018,RM1,978,0.91
2018,RMY,391,0.84
2018,RNA,700,0.91
2018,RNQ,656,0.96
2018,RNS,811,0.86
2018,RP1,313,0.95
2018,RP7,247,0.84
2018,RQ3,396,0.81
2018,RQ8,588,0.94
2018,RQW,496,0.83
2018,RRE,480,0.90
2018,RRJ,123,0.62
2018,RRK,2658,0.95
2018,RT1,291,0.85
2018,RTG,1093,0.83
2018,RWD,1168,0.94
2018,RWE,1648,0.84
2018,RWG,739,0.84
2018,RWH,626,0.92
2018,RWP,804,0.90
2018,RWR,433,0.92
2018,RX1,1592,0.86
2018,RXK,673,0.90
2018,RXM,271,0.90
2018,RXT,676,0.97
2018,RXW,701,0.92
2018,RY3,79,0.89
2018,RY5,16,0.87
2018,RY8,60,0.54
2018,RYG,329,0.85
2018,RYK,167,0.93
2018,RYV,35,0.31
2018,RYW,221,0.83
2018,TAJ,203,0.80
2018,R1H,1790,0.88
2018,R1K,1229,0.94
2018,RAL,1084,0.83
2018,RAN,163,0.64
2018,RAP,508,0.92
2018,RAS,490,0.84
2018,RAT,361,0.86
2018,RAX,435,0.88
2018,RF4,972,0.88
2018,RJ1,1103,0.84
2018,RJ2,934,0.95
2018,RJ6,539,0.92
2018,RJ7,872,0.92
2018,RJZ,1361,0.95
2018,RKE,361,0.78
2018,RKL,767,0.87
2018,RP4,293,0.79
2018,RP6,5,0.91
2018,RPG,396,0.95
2018,RPY,188,0.84
2018,RQM,848,0.90
2018,RQX,332,0.77
2018,RQY,401,0.89
2018,RRP,467,0.99
2018,RRV,920,0.74
2018,RT3,402,0.91
2018,RV3,841,0.93
2018,RVR,891,0.79
2018,RWK,945,0.85
2018,RYJ,1162,0.82
2018,RYX,15,0.70
2018,TAF,191,0.95
2018,R1J,0,0.00
2018,RA3,253,0.96
2018,RA4,349,0.81
2018,RA7,812,0.87
2018,RA9,386,0.85
2018,RBA,485,0.85
2018,RBD,324,0.84
2018,RBZ,280,0.77
2018,RD1,648,0.95
2018,RD3,558,0.89
2018,RDY,233,0.91
2018,RDZ,554,0.92
2018,REF,741,0.83
2018,RH5,359,0.87
2018,RH8,827,0.84
2018,RJ8,242,0.88
2018,RK9,907,0.91
2018,RN3,597,0.91
2018,RNZ,464,0.92
2018,RTE,988,0.89
2018,RTQ,214,0.89
2018,RVJ,925,0.92
2018,RVN,533,0.84
2018,RWV,285,0.96
2018,R1C,143,0.91
2018,R1F,316,0.84
2018,RA2,491,0.79
2018,RDR,0,0.00
2018,RDU,1358,0.92
2018,RHM,1146,0.89
2018,RHU,1027,0.96
2018,RHW,667,0.79
2018,RN5,801,0.86
2018,RN7,554,0.90
2018,RNU,541,0.91
2018,RPA,497,0.92
2018,RPC,65,0.65
2018,RTH,1094,0.92
2018,RTK,540,0.84
