YEAR,ORG_CODE,SIMPLE_MANAGERS_FTE
2012,5N4,59.792
2012,5N5,46.59977
2012,5N6,73.31402
2012,5N7,24.812
2012,5N8,116.37022
2012,5N9,84.77147
2012,5NA,83.2688
2012,5NC,32.02667
2012,5ND,36
2012,5NE,64.30907
2012,5NF,46.37388
2012,5NG,101.11225
2012,5NH,86.46293
2012,5NJ,12.68108
2012,5NK,71.27476
2012,5NL,133.36374
2012,5NM,21.86667
2012,5NN,50.66426
2012,5NP,40.18667
2012,5NQ,36.67999
2012,5NR,71.87334
2012,5NT,106.89333
2012,5NV,91.0523
2012,5NW,42.5
2012,5NX,46.8872
2012,5NY,86.12666
2012,5P1,134.70799
2012,5P2,112.53286
2012,5P5,125.71819
2012,5P6,146.13251
2012,5P7,12
2012,5P8,51.98171
2012,5P9,139.199
2012,5PA,80.63332
2012,5PC,42.81333
2012,5PD,209.0868
2012,5PE,64.46667
2012,5PF,77.03146
2012,5PG,74.96
2012,5PH,54.8992
2012,5PJ,74.47912
2012,5PK,82.43061
2012,5PL,30.12001
2012,5PM,131.0397
2012,5PN,13.29467
2012,5PP,83.22427
2012,5PQ,94.42
2012,5PR,45.63933
2012,5PT,124.57649
2012,5PV,36.68
2012,5PW,33.34936
2012,5PX,46.76605
2012,5PY,102.81334
2012,5QA,93.67653
2012,5QC,117.57877
2012,5QD,67.877
2012,5QE,95.76
2012,5QF,94.08772
2012,5QG,52.92072
2012,5QH,63.23467
2012,5QJ,82.08137
2012,5QK,47.45334
2012,5QL,40.76
2012,5QM,63.16243
2012,5QN,22.35641
2012,5QP,72.83304
2012,5QQ,125.12814
2012,5QT,16.2
2012,5QV,173.95708
2012,5QW,26.3
2012,AHO,585.35196
2012,NAX,22.69333
2012,NCY,59.11498
2012,NL1,2
2012,NL3,7
2012,NL8,7.44
2012,NLL,25.50667
2012,NLR,29.5
2012,NLT,20.61333
2012,NLW,21.15874
2012,NLY,9.66667
2012,NNF,23.49333
2012,NNV,22.10667
2012,NQ1,32.42667
2012,NQ7,62.17692
2012,NQA,27.1
2012,NQK,1
2012,NQL,14.81787
2012,NQV,9.23333
2012,NR3,47.5321
2012,NR5,22.95
2012,NRR,5.38783
2012,NRT,1
2012,Q30,80.45144
2012,Q31,90.63332
2012,Q32,163.36159
2012,Q33,154.50134
2012,Q34,122.61893
2012,Q35,165.7768
2012,Q36,80.66583
2012,Q37,83.564
2012,Q38,65.529
2012,Q39,55.80667
2012,R1A,23.85333
2012,R1C,56.60812
2012,R1D,43.368
2012,R1E,114.49314
2012,R1F,49.34107
2012,R1H,393.20358
2012,RA2,72.39082
2012,RA3,9
2012,RA4,49.30133
2012,RA7,102.72862
2012,RA9,97.01067
2012,RAE,55.20576
2012,RAJ,144.00667
2012,RAL,53.6
2012,RAN,52.95253
2012,RAP,65.20549
2012,RAS,78.24187
2012,RAT,166.87991
2012,RAX,44.9
2012,RBA,56.65333
2012,RBB,11.6
2012,RBD,59.68667
2012,RBK,77.03334
2012,RBL,127.58033
2012,RBN,74.94453
2012,RBQ,32.8
2012,RBS,72.57359
2012,RBT,57.58987
2012,RBV,42.6
2012,RBZ,72.69333
2012,RC1,40.46667
2012,RC3,120.05493
2012,RC9,55.14414
2012,RCB,114.00626
2012,RCD,52.39867
2012,RCF,50.75999
2012,RCU,52.22
2012,RCX,70.28865
2012,RD1,100.30641
2012,RD3,59.75306
2012,RD7,121.99951
2012,RD8,74.74335
2012,RDD,58.62667
2012,RDE,90.58666
2012,RDR,35.45333
2012,RDU,57.73734
2012,RDY,91.25085
2012,RDZ,105.79334
2012,RE9,70.69874
2012,REF,77.36747
2012,REM,99.70366
2012,REN,42.6112
2012,REP,19.3112
2012,RET,34.57351
2012,RF4,87.7
2012,RFF,49.29333
2012,RFR,95.14458
2012,RFS,37.35
2012,RFW,56.53333
2012,RGD,82.23519
2012,RGM,50.00667
2012,RGN,117.63738
2012,RGP,51.8472
2012,RGQ,39.6
2012,RGR,32.508
2012,RGT,183.6135
2012,RH5,54.17333
2012,RH8,76.95561
2012,RHA,195.564
2012,RHM,253.21263
2012,RHQ,192.04267
2012,RHU,123.94221
2012,RHW,122.01677
2012,RHX,30.1376
2012,RJ1,322.84789
2012,RJ2,59.42667
2012,RJ6,27.7
2012,RJ7,102.93812
2012,RJ8,83.28667
2012,RJC,63.36668
2012,RJD,73.33333
2012,RJE,158.17933
2012,RJF,71.6552
2012,RJL,90.936
2012,RJN,69.48933
2012,RJR,66.9112
2012,RJX,22.78667
2012,RJZ,92.6
2012,RK5,82.50667
2012,RK9,112.90002
2012,RKB,172.71986
2012,RKE,102.82393
2012,RKL,98.38
2012,RL1,35.97333
2012,RL4,85
2012,RLN,99.93334
2012,RLQ,40.2
2012,RLT,33.8027
2012,RLU,79.41586
2012,RLY,45.33731
2012,RM1,50.19481
2012,RM2,56.94667
2012,RM3,68.6
2012,RMC,65.4
2012,RMP,48.6
2012,RMY,86
2012,RN3,84.53334
2012,RN5,97.72551
2012,RN7,57.14667
2012,RNA,56.80073
2012,RNK,23.77333
2012,RNL,87.52133
2012,RNN,85.5
2012,RNQ,75.00934
2012,RNS,142.77969
2012,RNU,137.13334
2012,RNZ,50.70666
2012,RP1,70.90585
2012,RP4,62.56
2012,RP5,137.39104
2012,RP6,53.92
2012,RP7,57.65333
2012,RPA,61.55676
2012,RPC,16.81081
2012,RPG,86.85334
2012,RPY,89.15014
2012,RQ3,96.92001
2012,RQ6,166.04091
2012,RQ8,68.25874
2012,RQM,106.76
2012,RQQ,44.63386
2012,RQW,77.5
2012,RQX,80.01973
2012,RQY,125.14053
2012,RR1,193.72426
2012,RR7,61.27111
2012,RR8,150.58026
2012,RRD,50.75494
2012,RRE,33.1
2012,RRF,52.4
2012,RRJ,33.51261
2012,RRK,100.59928
2012,RRP,91.42866
2012,RRU,137.20667
2012,RRV,388.23422
2012,RT1,41.99999
2012,RT2,69.30293
2012,RT3,84.40666
2012,RT5,227.10154
2012,RTD,174.50594
2012,RTE,85.51771
2012,RTF,189.67503
2012,RTG,95.092
2012,RTH,153.04792
2012,RTK,52.77445
2012,RTP,80.86667
2012,RTQ,71.52107
2012,RTR,110.74667
2012,RTV,88.11761
2012,RTX,109.30453
2012,RV3,60.04815
2012,RV5,161.4864
2012,RV8,72.91214
2012,RV9,37.848
2012,RVJ,252.57362
2012,RVL,114.8016
2012,RVN,147.20001
2012,RVR,84.84133
2012,RVV,86.57
2012,RVW,79.2968
2012,RVY,32
2012,RW1,126.95147
2012,RW3,334.29513
2012,RW4,27.4
2012,RW5,250.99729
2012,RW6,108.41146
2012,RWA,179.12665
2012,RWD,97.54666
2012,RWE,70.59519
2012,RWF,160.7892
2012,RWG,97.47866
2012,RWH,60.93598
2012,RWJ,90.67494
2012,RWK,216.27333
2012,RWN,172.43889
2012,RWP,70.16667
2012,RWR,116.38161
2012,RWV,68.41226
2012,RWW,43
2012,RWX,195.16693
2012,RWY,84.85333
2012,RX1,225.12769
2012,RX2,88.36
2012,RX3,64.81334
2012,RX4,128.95477
2012,RX5,42.78666
2012,RX6,110.8
2012,RX7,234.56786
2012,RX8,148.46
2012,RX9,152.60576
2012,RXA,37.78072
2012,RXC,87.16346
2012,RXE,57.03078
2012,RXF,98.88454
2012,RXG,43.98667
2012,RXH,141.2454
2012,RXK,148.79999
2012,RXL,82.64604
2012,RXM,81.4336
2012,RXN,60.488
2012,RXP,84.6088
2012,RXQ,120.57836
2012,RXR,125.12426
2012,RXT,141.71334
2012,RXV,76.75333
2012,RXW,117.54666
2012,RXX,95.58107
2012,RXY,37.86667
2012,RY1,123.73764
2012,RY2,88.26976
2012,RY3,56.33334
2012,RY4,70.17146
2012,RY5,41.52
2012,RY6,20.76667
2012,RY7,28.12888
2012,RY8,81.09226
2012,RYA,65.15333
2012,RYC,123.39342
2012,RYD,137.03999
2012,RYE,89.89333
2012,RYF,45.6
2012,RYG,132.45947
2012,RYH,45.3
2012,RYJ,321.20267
2012,RYK,24.85333
2012,RYQ,80.40444
2012,RYR,40.81208
2012,RYV,77.48454
2012,RYW,106.88
2012,RYX,102.08
2012,RYY,123.2044
2012,T1150,29.9
2012,T1160,203.53667
2012,T1190,78.08277
2012,T1310,352.57971
2012,T1430,81.7472
2012,T1440,365.75333
2012,T1450,249.75574
2012,T1460,153.38293
2012,T1480,12.8
2012,TAC,4
2012,TAD,131.23333
2012,TAE,71.55478
2012,TAF,80.67697
2012,TAH,64.44451
2012,TAJ,98.97102
2012,TAK,5.61147
2012,TAL,102.58126
2012,TAN,37.84
2012,TAP,85.0847
2012,X09,782.12976
2013,00F,1
2013,00M,57.84666
2013,00Q,23.44234
2013,00R,16.18
2013,00T,17
2013,00V,11.92666
2013,00W,61.69333
2013,00X,31.4
2013,00Y,10.74667
2013,01A,25.43627
2013,01C,15
2013,01D,11
2013,01F,6.90667
2013,01G,14.36
2013,01J,8.93333
2013,01K,12.05333
2013,01M,8.4
2013,01N,10.56
2013,01R,12.8
2013,01T,10.6
2013,01W,21.9
2013,01X,4
2013,01Y,15.5
2013,02A,18.5
2013,02D,6.22267
2013,02E,10.8
2013,02F,12.41333
2013,02G,9.8
2013,02H,49.50907
2013,02M,13.73333
2013,02N,10.2
2013,02P,23.6
2013,02Q,14.5
2013,02R,36
2013,02T,12.88
2013,02V,19.0112
2013,02X,36.28667
2013,03A,19.18666
2013,03C,23.34666
2013,03G,21.19467
2013,03H,29.7728
2013,03J,17.32267
2013,03K,10.826
2013,03L,21.90667
2013,03N,49.88839
2013,03R,22.79733
2013,04C,100.23546
2013,04D,53.29501
2013,04F,100.95762
2013,04J,97.17282
2013,04N,136.51789
2013,04X,28.3
2013,05A,37.65333
2013,05C,35.65622
2013,05H,6.92853
2013,05J,32.50414
2013,05L,88.65667
2013,05P,27.84506
2013,05R,8.58667
2013,05T,29.248
2013,05W,154.99616
2013,05Y,34.21455
2013,06A,14.56
2013,06F,61.13759
2013,06H,61.308
2013,06K,22.51814
2013,06M,25.7031
2013,06N,27.86667
2013,06P,22.33093
2013,06Q,10.87187
2013,06T,9.8
2013,06V,8
2013,06W,13.7
2013,06Y,15.6
2013,07G,5
2013,07H,13.31947
2013,07J,7.90667
2013,07K,98.57596
2013,07L,1
2013,07M,28.29279
2013,07N,14.59302
2013,07P,24.46933
2013,07Q,8.15833
2013,07R,29.07804
2013,07T,11.4
2013,07V,4
2013,07W,13.4
2013,07X,28.33333
2013,07Y,11.8
2013,08A,9.32
2013,08C,11.80667
2013,08D,27.8475
2013,08E,7
2013,08F,1
2013,08G,9.11813
2013,08H,25.16
2013,08J,6
2013,08K,9
2013,08L,11.98453
2013,08M,16.2
2013,08N,27.44
2013,08P,2
2013,08Q,6.8
2013,08R,2
2013,08T,5.21697
2013,08V,21.25333
2013,08W,14.93333
2013,08X,6.348
2013,08Y,11.49867
2013,09A,31.05973
2013,09D,30.09333
2013,09E,39.08132
2013,09G,41.78
2013,09L,8.4
2013,09N,30.46
2013,09P,37.06182
2013,09W,16.29541
2013,09X,32.7
2013,09Y,9.20667
2013,0AA,113.01172
2013,0AC,41
2013,0AD,180.81039
2013,0AE,146.14667
2013,0AH,43.20667
2013,0AJ,108.27333
2013,0AK,202.89094
2013,0AL,106.09813
2013,0AM,1.02667
2013,0AP,42.22667
2013,0AQ,218.45253
2013,0AR,47.5424
2013,0AT,181.89061
2013,0AV,239.6812
2013,0AW,20.8
2013,0AX,5
2013,0CC,176.7632
2013,0CE,128.67809
2013,0CF,180.57001
2013,0CH,150.85334
2013,10C,2.94053
2013,10H,15.43139
2013,10J,4.2
2013,10L,14.60909
2013,10Q,43.36666
2013,10R,12.92
2013,10V,5.6
2013,10X,8.9
2013,10Y,13.48887
2013,11A,14.78666
2013,11C,25.45334
2013,11D,16.45999
2013,11E,13.78667
2013,11H,18.23333
2013,11J,72.63534
2013,11M,33.61334
2013,11N,44.32
2013,11T,8.6
2013,11X,14.36667
2013,12A,20.47508
2013,12D,6.82667
2013,12F,13
2013,13P,57.20666
2013,5EM,1
2013,5F1,96.80933
2013,5FE,1
2013,5J6,1.6
2013,5KL,1
2013,5L1,2.50667
2013,5LH,0.81333
2013,5M8,1
2013,5N2,1
2013,5N9,1
2013,5NT,0.66667
2013,5PA,1
2013,5PG,1
2013,5QC,5
2013,5QE,1
2013,5QQ,20.72
2013,5QT,4
2013,99A,13
2013,99E,8.74667
2013,99F,6.73333
2013,99G,15.82667
2013,99H,6.02667
2013,99J,10.11714
2013,99K,15.45333
2013,99M,3.9
2013,99N,32.94667
2013,AHO,205.44825
2013,NAX,23.04
2013,NCS,372.26809
2013,NCY,51.67212
2013,NL1,3
2013,NL3,10
2013,NL8,15.4
2013,NLL,29.05334
2013,NLT,28.68
2013,NLW,14.72
2013,NLY,13.2
2013,NNF,36
2013,NNV,18.90667
2013,NQ1,30.2
2013,NQ7,59.66128
2013,NQA,20.19333
2013,NQK,3.6
2013,NQL,13.67121
2013,NQV,10.3
2013,NR3,53.8321
2013,NR5,18.95
2013,NRR,5.38783
2013,NRT,1
2013,Q31,0.6
2013,Q39,1
2013,R1A,20.85333
2013,R1C,75.62667
2013,R1D,36.64
2013,R1E,94.52213
2013,R1F,54.44774
2013,R1G,61.8
2013,R1H,273.13134
2013,R1J,30.8
2013,RA2,67.96415
2013,RA3,9
2013,RA4,47.468
2013,RA7,104.51385
2013,RA9,113.856
2013,RAE,57.09242
2013,RAJ,142.02
2013,RAL,57.2
2013,RAN,70.42065
2013,RAP,68.60719
2013,RAS,85.1752
2013,RAT,123.42603
2013,RAX,47.84
2013,RBA,52.4
2013,RBB,12.6
2013,RBD,54.46667
2013,RBK,88.28001
2013,RBL,108.88808
2013,RBN,46.45333
2013,RBQ,34
2013,RBS,81.13146
2013,RBT,56.38987
2013,RBV,42.6
2013,RBZ,88.07332
2013,RC1,50.46667
2013,RC3,101.85626
2013,RC9,65.13333
2013,RCB,117.35427
2013,RCD,54.56533
2013,RCF,53.19999
2013,RCU,55.5
2013,RCX,72.05333
2013,RD1,100.78661
2013,RD3,59.13706
2013,RD7,112.7488
2013,RD8,66.58026
2013,RDD,62.76
2013,RDE,68.62666
2013,RDR,42.25333
2013,RDU,56.08667
2013,RDY,94.96669
2013,RDZ,133.87333
2013,RE9,73.54684
2013,REF,89.33414
2013,REM,108.35568
2013,REN,50.79119
2013,REP,21.74
2013,RET,37.8
2013,RF4,77.65333
2013,RFF,52.13334
2013,RFR,70.97379
2013,RFS,41.95
2013,RFW,52.42666
2013,RGD,78.80186
2013,RGM,55.38667
2013,RGN,119.38655
2013,RGP,50.44
2013,RGQ,38.24811
2013,RGR,39.4
2013,RGT,188.60001
2013,RH5,50.17333
2013,RH8,73.34667
2013,RHA,200.41413
2013,RHM,266.60401
2013,RHQ,182.66266
2013,RHU,125.93554
2013,RHW,120.52344
2013,RJ1,272.54789
2013,RJ2,60.02667
2013,RJ6,40.4
2013,RJ7,104.888
2013,RJ8,61.42533
2013,RJC,71.44667
2013,RJD,69.74666
2013,RJE,151.37267
2013,RJF,75.71333
2013,RJL,90.256
2013,RJN,56.20267
2013,RJR,61.36453
2013,RJX,24.98667
2013,RJZ,110.42667
2013,RK5,78.49333
2013,RK9,119.64749
2013,RKB,175.62414
2013,RKE,114.56393
2013,RKL,96.28
2013,RL1,37.37333
2013,RL4,85.34666
2013,RLN,95.84
2013,RLQ,45.4
2013,RLT,33.58126
2013,RLU,64.8784
2013,RLY,37.31518
2013,RM1,52.20814
2013,RM2,60.52
2013,RM3,63.74802
2013,RMC,50.6376
2013,RMP,46.56
2013,RMY,97.24
2013,RN3,87.84721
2013,RN5,99.17867
2013,RN7,55.90001
2013,RNA,67.78739
2013,RNK,20.51867
2013,RNL,83.408
2013,RNN,101.75
2013,RNQ,80.54667
2013,RNS,131.68902
2013,RNU,150.35099
2013,RNZ,53.53351
2013,RP1,65.65066
2013,RP4,66.46
2013,RP5,140.69026
2013,RP6,61.46
2013,RP7,62.04
2013,RPA,58.97333
2013,RPC,17.41081
2013,RPG,73.92
2013,RPY,122.17334
2013,RQ3,110.33668
2013,RQ6,187.83424
2013,RQ8,65.57333
2013,RQM,111.96
2013,RQQ,47.90666
2013,RQW,77.06
2013,RQX,82.04
2013,RQY,106.68666
2013,RR1,145.54826
2013,RR7,64.13778
2013,RR8,135.40694
2013,RRD,52.2216
2013,RRE,44.6
2013,RRF,59.18
2013,RRJ,28.99667
2013,RRK,105.85802
2013,RRP,89.44667
2013,RRU,139.92667
2013,RRV,416.46916
2013,RT1,48.59333
2013,RT2,96.42668
2013,RT3,78.9
2013,RT5,220.76945
2013,RTD,164.92053
2013,RTE,77.04667
2013,RTF,209.76527
2013,RTG,108.13199
2013,RTH,155.83307
2013,RTK,48.37445
2013,RTP,85.96507
2013,RTQ,68.41546
2013,RTR,103.45334
2013,RTV,89.95922
2013,RTX,110.7112
2013,RV3,93.66985
2013,RV5,168.43307
2013,RV8,79.895
2013,RV9,37.008
2013,RVJ,270.06956
2013,RVL,99.97334
2013,RVN,133.09333
2013,RVR,93.65465
2013,RVV,90.52667
2013,RVW,84.35012
2013,RVY,34.8
2013,RW1,155.16415
2013,RW3,357.61327
2013,RW4,44.6
2013,RW5,326.97196
2013,RW6,113.45146
2013,RWA,174.2935
2013,RWD,88.36541
2013,RWE,86.10186
2013,RWF,153.13587
2013,RWG,108.70266
2013,RWH,60.70317
2013,RWJ,91.47494
2013,RWK,189.49333
2013,RWN,166.33748
2013,RWP,70.12667
2013,RWR,101.15494
2013,RWV,62.26667
2013,RWW,51.6
2013,RWX,173.78559
2013,RWY,85.11999
2013,RX1,268.38231
2013,RX2,82.44666
2013,RX3,67.23334
2013,RX4,136.69626
2013,RX6,104.3
2013,RX7,220.34786
2013,RX8,151.90684
2013,RX9,149.67243
2013,RXA,37.18478
2013,RXC,87.52533
2013,RXE,54.71478
2013,RXF,92.36453
2013,RXG,45.86667
2013,RXH,129.1788
2013,RXK,137.87332
2013,RXL,85.35333
2013,RXM,82.2
2013,RXN,97.39467
2013,RXP,91.45333
2013,RXQ,112.21287
2013,RXR,126.75093
2013,RXT,154.73333
2013,RXV,69.75334
2013,RXW,132.15333
2013,RXX,93.58666
2013,RXY,43.86667
2013,RY1,117.7907
2013,RY2,84.8002
2013,RY3,52.30667
2013,RY4,72.1767
2013,RY5,38.25333
2013,RY6,18.67208
2013,RY7,29.29333
2013,RY8,76.21333
2013,RY9,30.53889
2013,RYA,67.18666
2013,RYC,124.19477
2013,RYD,152.43999
2013,RYE,113.63999
2013,RYF,77.24693
2013,RYG,129.49894
2013,RYH,54.9
2013,RYJ,329.06266
2013,RYK,23.85333
2013,RYQ,70.53333
2013,RYR,48.84667
2013,RYV,87.37121
2013,RYW,119.34667
2013,RYX,102.54667
2013,RYY,127.13906
2013,T1150,50.5
2013,T1160,215.28268
2013,T1450,284.7067
2013,T1460,159.33626
2013,T1480,27.56
2013,T1490,127.05333
2013,T1510,321.94576
2013,TAD,135.06
2013,TAE,66.47477
2013,TAF,82.45351
2013,TAH,63.73784
2013,TAJ,88.48436
2013,X24,2246.11852
2013,X26,900.24152
2014,00F,1
2014,00M,90.34666
2014,00P,4
2014,00Q,22.108
2014,00R,21.58
2014,00T,22.70667
2014,00V,12.486
2014,00W,62.39333
2014,00X,32.42667
2014,00Y,14.74667
2014,01A,30.28293
2014,01C,17.4
2014,01D,14
2014,01E,3.5
2014,01F,9
2014,01G,21.4
2014,01J,9.73333
2014,01K,12.2
2014,01M,7.4
2014,01N,12.16
2014,01R,13.8
2014,01T,12
2014,01W,24.4
2014,01X,8
2014,01Y,14.5
2014,02A,24.88667
2014,02D,7.16
2014,02E,13
2014,02F,12.41333
2014,02G,13.6
2014,02H,34.70907
2014,02M,17.93333
2014,02N,12.76
2014,02P,27.13333
2014,02Q,13.3
2014,02R,35.90667
2014,02T,13.88
2014,02V,18.81333
2014,02W,5
2014,02X,33.23334
2014,02Y,29.19237
2014,03A,14.85333
2014,03C,30.69332
2014,03D,14.60086
2014,03E,12.10389
2014,03F,23.94456
2014,03G,26.36801
2014,03H,27.7728
2014,03J,16.12267
2014,03K,10.18
2014,03L,24.10667
2014,03M,25.61405
2014,03N,56.93627
2014,03Q,27.15903
2014,03R,29.384
2014,03T,12.6
2014,03V,8.70667
2014,03W,32.61333
2014,03X,10.54415
2014,03Y,15.41173
2014,04C,40.81333
2014,04D,21.92
2014,04E,27.2784
2014,04F,30.12667
2014,04G,76.85602
2014,04H,12.63573
2014,04J,25.98251
2014,04K,41.288
2014,04L,21.90667
2014,04M,11.50667
2014,04N,14.52939
2014,04Q,12.98
2014,04R,52.00521
2014,04V,38.76667
2014,04X,28.65811
2014,04Y,8.88182
2014,05A,44.45333
2014,05C,26.36667
2014,05D,10.4
2014,05F,15.72666
2014,05G,20.55253
2014,05H,10.92613
2014,05J,27.20414
2014,05L,76.84667
2014,05N,20.45334
2014,05P,25.14162
2014,05Q,23.72
2014,05R,12.41333
2014,05T,33.53467
2014,05V,22.81819
2014,05W,37.20666
2014,05X,18.8
2014,05Y,34.20122
2014,06A,24.00347
2014,06D,3.90667
2014,06F,78.58774
2014,06H,62.9
2014,06K,43.81626
2014,06M,28.00612
2014,06N,34.29334
2014,06P,32.90997
2014,06Q,11.47187
2014,06T,10.6
2014,06V,12.90667
2014,06W,16.8
2014,06Y,16.6
2014,07G,6
2014,07H,18.3728
2014,07J,11.25334
2014,07K,98.53294
2014,07L,1
2014,07M,34.03226
2014,07N,16.16318
2014,07P,26.92
2014,07Q,9.63333
2014,07R,32.22138
2014,07T,8.32
2014,07V,7
2014,07W,14.6
2014,07X,33.38
2014,07Y,16.50666
2014,08A,12.57
2014,08C,18.346
2014,08D,29.7475
2014,08E,11.5
2014,08F,1
2014,08G,10.4448
2014,08H,25.26667
2014,08J,3.86667
2014,08K,14
2014,08L,11.9
2014,08M,16.2
2014,08N,35.12251
2014,08P,2
2014,08Q,5.8
2014,08R,8.83
2014,08T,8.11697
2014,08V,24.6
2014,08W,24.33333
2014,08X,11.448
2014,08Y,15.64534
2014,09A,35.61973
2014,09C,3.77059
2014,09D,31.43999
2014,09E,17.70075
2014,09F,7.43092
2014,09G,36.66
2014,09J,3.049
2014,09L,6.70667
2014,09N,37.87335
2014,09P,33.63393
2014,09W,23.39486
2014,09X,31.78703
2014,09Y,5.10667
2014,0AA,106.82879
2014,0AC,39.44
2014,0AE,150.07013
2014,0AJ,238.36
2014,0AK,208.91334
2014,0AM,2.02667
2014,0AQ,257.37254
2014,0AR,57.74907
2014,0AT,198.16394
2014,0AV,138.49333
2014,0AW,20.8
2014,0AX,9.8
2014,0CE,114.62107
2014,0CF,161.08334
2014,0CG,115.05334
2014,0CH,367.73999
2014,10A,8.8027
2014,10C,7.14053
2014,10D,5.219
2014,10E,9.32093
2014,10G,1.90667
2014,10H,13.52253
2014,10J,3.3
2014,10L,15
2014,10N,2.21333
2014,10Q,37.84193
2014,10R,15.52
2014,10T,3
2014,10V,4.93333
2014,10W,2
2014,10X,8.4
2014,10Y,11.88887
2014,11A,11.33333
2014,11C,21
2014,11D,14.37333
2014,11E,15.18667
2014,11H,21.99333
2014,11J,71.14668
2014,11M,45.12001
2014,11N,44.52
2014,11T,6.18667
2014,11X,14.46667
2014,12A,19.98175
2014,12D,9.93333
2014,12F,16.8
2014,13P,70.65942
2014,99A,22
2014,99D,16
2014,99E,9.74667
2014,99F,6.73333
2014,99G,12.95334
2014,99H,9.02667
2014,99J,13.184
2014,99K,20.08394
2014,99M,6.1
2014,99N,37.84667
2014,99P,76.23933
2014,99Q,26.5
2014,AHO,216.95164
2014,NAX,24.61333
2014,NCS,283.59393
2014,NCY,72.94
2014,NL3,13
2014,NL8,16.99333
2014,NLL,28.02082
2014,NLT,32.78667
2014,NLW,20.12
2014,NNF,40.80667
2014,NNV,20.20667
2014,NQ1,22.61334
2014,NQ7,51.99263
2014,NQA,21.08
2014,NQK,4.6
2014,NQL,15.24454
2014,NQV,17.49334
2014,NR3,62.78091
2014,NR5,17.42667
2014,NRR,4.87243
2014,NRT,1
2014,R1A,20
2014,R1C,78.28666
2014,R1D,36.97333
2014,R1E,101.35546
2014,R1F,56.90774
2014,R1G,60.9
2014,R1H,233.55666
2014,R1J,33.4
2014,RA2,79.67883
2014,RA3,8
2014,RA4,50.768
2014,RA7,62.03333
2014,RA9,109.83067
2014,RAE,57.21242
2014,RAJ,141.42667
2014,RAL,133.77334
2014,RAN,65.00875
2014,RAP,59.93333
2014,RAS,76.06854
2014,RAT,137.36319
2014,RAX,68.14
2014,RBA,59.16
2014,RBB,14
2014,RBD,55.128
2014,RBK,80.63814
2014,RBL,103.15928
2014,RBN,50.30666
2014,RBQ,35.4
2014,RBS,81.93146
2014,RBT,55.58987
2014,RBV,80.42667
2014,RBZ,88.37999
2014,RC1,49.93267
2014,RC3,102.14959
2014,RC9,66.93333
2014,RCB,134.46879
2014,RCD,58.52532
2014,RCF,52.15333
2014,RCU,56.94
2014,RCX,63.25333
2014,RD1,109.86002
2014,RD3,61.28373
2014,RD7,98.67759
2014,RD8,79.22026
2014,RDD,49.56
2014,RDE,79.65999
2014,RDR,38.45333
2014,RDU,56.59467
2014,RDY,98.24669
2014,RDZ,125.30144
2014,RE9,77.04684
2014,REF,106.98747
2014,REM,113.97549
2014,REN,61.21786
2014,REP,23.82667
2014,RET,43.8
2014,RF4,80.45333
2014,RFF,64.25334
2014,RFR,68.06898
2014,RFS,50.71
2014,RFW,55.22666
2014,RGD,73.08853
2014,RGM,51.64667
2014,RGN,114.56444
2014,RGP,55.7
2014,RGQ,44.8
2014,RGR,50.87532
2014,RGT,198.98666
2014,RH5,48.88
2014,RH8,92.46666
2014,RHA,221.37066
2014,RHM,311.18268
2014,RHQ,174.06265
2014,RHU,136.26221
2014,RHW,115.7701
2014,RJ1,243.33583
2014,RJ2,110.62222
2014,RJ6,49.86
2014,RJ7,120.21217
2014,RJ8,47.932
2014,RJC,71.84667
2014,RJD,58.78666
2014,RJE,171.51826
2014,RJF,71.11867
2014,RJL,94.22268
2014,RJN,57.2248
2014,RJR,64.62
2014,RJX,24.78667
2014,RJZ,165.20417
2014,RK5,101.42666
2014,RK9,123.5016
2014,RKB,196.17747
2014,RKE,114.73699
2014,RKL,85.88
2014,RL1,35.66666
2014,RL4,86.34668
2014,RLN,101.62667
2014,RLQ,50.14
2014,RLT,34.58667
2014,RLU,60.13165
2014,RLY,35.01518
2014,RM1,49.37747
2014,RM2,63.4608
2014,RM3,90.52802
2014,RMC,38.8
2014,RMP,55.50667
2014,RMY,79.21351
2014,RN3,66.82348
2014,RN5,102.45352
2014,RN7,68.52001
2014,RNA,60.3182
2014,RNK,22.56533
2014,RNL,84.25467
2014,RNN,110.70667
2014,RNQ,76.10667
2014,RNS,128.83569
2014,RNU,146.29333
2014,RNZ,48.92
2014,RP1,64.20667
2014,RP4,59.8
2014,RP5,124.74053
2014,RP6,81.53
2014,RP7,69.24
2014,RPA,67.17334
2014,RPC,18.01081
2014,RPG,68.08666
2014,RPY,86.88667
2014,RQ3,114.56334
2014,RQ6,228.54971
2014,RQ8,72.28
2014,RQM,119.41333
2014,RQQ,57.76
2014,RQW,81.99333
2014,RQX,84.29333
2014,RQY,115.82
2014,RR1,142.33927
2014,RR7,65.93778
2014,RR8,143.22667
2014,RRD,52.50415
2014,RRE,47.7
2014,RRF,73.43334
2014,RRJ,33.66667
2014,RRK,120.40714
2014,RRP,96.34667
2014,RRU,141.02
2014,RRV,413.52394
2014,RT1,68
2014,RT2,98.73334
2014,RT3,87.15778
2014,RT5,214.33945
2014,RTD,171.48719
2014,RTE,96.74001
2014,RTF,224.99194
2014,RTG,103.93092
2014,RTH,160.55308
2014,RTK,50.644
2014,RTP,86.08507
2014,RTQ,68.33106
