DATE,YEAR,ORG_CODE,N_TOTAL,N_18_WEEKS,RTT_SCORE
31/03/2017,2016,RHW,31136,29084,0.934095581
31/03/2017,2016,RJ8,246,246,1
31/03/2017,2016,RK9,23853,20453,0.857460278
31/03/2017,2016,RN3,19528,17841,0.913611225
31/03/2017,2016,RN5,33963,31865,0.938226894
31/03/2017,2016,RN7,13129,12268,0.934419986
31/03/2017,2016,RNZ,26486,23843,0.900211432
31/03/2017,2016,RPA,23509,17924,0.762431409
31/03/2017,2016,RPC,9312,8520,0.914948454
31/03/2017,2016,RTH,49329,44579,0.903707758
31/03/2017,2016,RTK,23672,21810,0.921341669
31/03/2017,2016,RTP,27618,24895,0.901404881
31/03/2017,2016,RVJ,29506,25858,0.876364129
31/03/2017,2016,RVV,46477,39692,0.854013813
31/03/2017,2016,RW1,6894,6542,0.948941108
31/03/2017,2016,RWF,24569,21686,0.882657007
31/03/2017,2016,RWX,207,207,1
31/03/2017,2016,RXC,29021,26341,0.907653079
31/03/2017,2016,RXH,29382,24726,0.841535634
31/03/2017,2016,RXQ,29350,26451,0.901226576
31/03/2017,2016,RYR,33821,31118,0.920079241
31/03/2017,2016,RYY,2503,2487,0.993607671
31/03/2016,2015,RAE,22079,20326,0.920603288
31/03/2016,2015,RBL,21834,19751,0.904598333
31/03/2016,2015,RBN,19764,18881,0.955322809
31/03/2016,2015,RBQ,2119,1957,0.923548844
31/03/2016,2015,RBS,11586,10694,0.92301053
31/03/2016,2015,RBT,15425,14589,0.945802269
31/03/2016,2015,RBV,1506,1484,0.985391766
31/03/2016,2015,RCB,24786,23060,0.930363915
31/03/2016,2015,RCD,10587,10131,0.956928308
31/03/2016,2015,RCF,8323,7671,0.921662862
31/03/2016,2015,RCU,6875,6374,0.927127273
31/03/2016,2015,RE9,3794,3631,0.957037428
31/03/2016,2015,REM,18516,17328,0.935839274
31/03/2016,2015,REN,360,353,0.980555556
31/03/2016,2015,REP,3769,3613,0.958609711
31/03/2016,2015,RET,6696,6447,0.96281362
31/03/2016,2015,RFF,10957,10400,0.949164917
31/03/2016,2015,RFR,12087,11480,0.949780756
31/03/2016,2015,RHQ,51399,47323,0.920698846
31/03/2016,2015,RJL,22278,20075,0.901113206
31/03/2016,2015,RJN,7127,6581,0.923389926
31/03/2016,2015,RJR,14993,13410,0.894417395
31/03/2016,2015,RLN,24993,23868,0.954987396
31/03/2016,2015,RM2,23758,20344,0.856301035
31/03/2016,2015,RM3,33851,31647,0.934891141
31/03/2016,2015,RMC,17758,16842,0.948417615
31/03/2016,2015,RMP,14274,13206,0.925178646
31/03/2016,2015,RNL,16514,14841,0.898692019
31/03/2016,2015,RNN,1091,942,0.863428048
31/03/2016,2015,RP5,29945,27568,0.920621139
31/03/2016,2015,RQ6,27279,24870,0.911690311
31/03/2016,2015,RR7,9271,8672,0.935389926
31/03/2016,2015,RR8,55960,51548,0.92115797
31/03/2016,2015,RRF,15859,15233,0.960527145
31/03/2016,2015,RTD,58293,54892,0.941656803
31/03/2016,2015,RTF,19385,18114,0.934433841
31/03/2016,2015,RTR,28949,26722,0.923071609
31/03/2016,2015,RTX,20112,18099,0.899910501
31/03/2016,2015,RV9,266,262,0.984962406
31/03/2016,2015,RVW,9361,8632,0.922123705
31/03/2016,2015,RVY,10737,10424,0.970848468
31/03/2016,2015,RW3,43896,40402,0.92040277
31/03/2016,2015,RW5,430,430,1
31/03/2016,2015,RW6,26316,25226,0.958580331
31/03/2016,2015,RWA,51212,43321,0.84591502
31/03/2016,2015,RWJ,20315,18537,0.912478464
31/03/2016,2015,RWW,22641,20944,0.92504748
31/03/2016,2015,RWY,19390,18557,0.957039711
31/03/2016,2015,RX4,196,196,1
31/03/2016,2015,RXF,39914,33476,0.838703212
31/03/2016,2015,RXG,454,435,0.95814978
31/03/2016,2015,RXL,16413,15485,0.943459453
31/03/2016,2015,RXN,29373,25768,0.87726824
31/03/2016,2015,RXP,21230,19948,0.939613754
31/03/2016,2015,RXR,23921,22856,0.95547845
31/03/2016,2015,RY2,913,910,0.996714129
31/03/2016,2015,RY6,1052,1052,1
31/03/2016,2015,TAD,225,211,0.937777778
31/03/2016,2015,R1A,943,940,0.996818664
31/03/2016,2015,R1D,3091,2899,0.93788418
31/03/2016,2015,R1E,4550,4471,0.982637363
31/03/2016,2015,RAJ,25419,23072,0.907667493
31/03/2016,2015,RC1,13741,13185,0.959537152
31/03/2016,2015,RC9,16859,15874,0.941574233
31/03/2016,2015,RCX,12339,11358,0.920495988
31/03/2016,2015,RD8,12809,10989,0.857912405
31/03/2016,2015,RDD,19951,17796,0.891985364
31/03/2016,2015,RDE,23657,20357,0.860506404
31/03/2016,2015,RFS,14928,13903,0.931337085
31/03/2016,2015,RGM,3524,3283,0.931611805
31/03/2016,2015,RGN,20947,19525,0.932114384
31/03/2016,2015,RGP,8496,7837,0.922434087
31/03/2016,2015,RGQ,17793,16973,0.953914461
31/03/2016,2015,RGR,13350,12739,0.95423221
31/03/2016,2015,RGT,32822,29373,0.894918043
31/03/2016,2015,RJC,13440,12529,0.932217262
31/03/2016,2015,RJE,29022,26267,0.905072014
31/03/2016,2015,RJF,11851,10971,0.925744663
31/03/2016,2015,RK5,15547,14585,0.938123111
31/03/2016,2015,RKB,25972,23290,0.896734945
31/03/2016,2015,RL1,5445,4703,0.863728191
31/03/2016,2015,RL4,32421,29830,0.920082662
31/03/2016,2015,RLT,6359,5920,0.930963988
31/03/2016,2015,RLU,4161,4020,0.966113915
31/03/2016,2015,RM1,37274,31950,0.857165853
31/03/2016,2015,RNA,14293,13635,0.953963479
31/03/2016,2015,RNS,14363,13467,0.937617489
31/03/2016,2015,RP1,80,79,0.9875
31/03/2016,2015,RP7,365,344,0.942465753
31/03/2016,2015,RQ3,8337,7679,0.921074727
31/03/2016,2015,RQ8,22108,20604,0.931970327
31/03/2016,2015,RQQ,6163,5857,0.950348856
31/03/2016,2015,RQW,20098,17287,0.860135337
31/03/2016,2015,RR1,44714,41140,0.920069777
31/03/2016,2015,RRJ,7256,6678,0.920341786
31/03/2016,2015,RRK,32197,29923,0.929372302
31/03/2016,2015,RT1,46,46,1
31/03/2016,2015,RT5,168,168,1
31/03/2016,2015,RTG,29517,27235,0.92268862
31/03/2016,2015,RWD,24709,22792,0.922416933
31/03/2016,2015,RWE,55579,51451,0.925727343
31/03/2016,2015,RWG,21868,19611,0.89678983
31/03/2016,2015,RWH,25126,23124,0.920321579
31/03/2016,2015,RWN,191,191,1
31/03/2016,2015,RWP,38966,34766,0.892213725
31/03/2016,2015,RX1,29287,28554,0.974971831
31/03/2016,2015,RXK,31958,29404,0.920082608
31/03/2016,2015,RXM,510,496,0.97254902
31/03/2016,2015,RXW,17313,15831,0.914399584
31/03/2016,2015,RY3,995,902,0.906532663
31/03/2016,2015,RY4,3620,3586,0.990607735
31/03/2016,2015,RY8,1093,1072,0.980786825
31/03/2016,2015,RYG,573,573,1
31/03/2016,2015,RYK,190,188,0.989473684
31/03/2016,2015,RYV,4706,4624,0.982575436
31/03/2016,2015,RYW,7963,7598,0.954163004
31/03/2016,2015,TAJ,165,165,1
31/03/2016,2015,R1K,41833,36705,0.87741735
31/03/2016,2015,RAL,53014,47500,0.895989739
31/03/2016,2015,RAN,6099,5227,0.857025742
31/03/2016,2015,RAP,7012,6753,0.96306332
31/03/2016,2015,RAS,17819,16722,0.9384365
31/03/2016,2015,RAT,355,347,0.977464789
31/03/2016,2015,RAX,15396,14880,0.966484801
31/03/2016,2015,RJ1,47890,43883,0.916329087
31/03/2016,2015,RJ2,36027,33168,0.920642851
31/03/2016,2015,RJ6,18133,17291,0.953565323
31/03/2016,2015,RJ7,31789,27979,0.880147221
31/03/2016,2015,RJZ,79478,63925,0.804310627
31/03/2016,2015,RKE,14375,13298,0.925078261
31/03/2016,2015,RP6,23358,22662,0.970202928
31/03/2016,2015,RPG,972,959,0.986625514
31/03/2016,2015,RPY,1628,1568,0.963144963
31/03/2016,2015,RQM,30318,27834,0.918068474
31/03/2016,2015,RQX,14717,13832,0.939865462
31/03/2016,2015,RQY,3204,3082,0.961922597
31/03/2016,2015,RRV,37633,35440,0.941726676
31/03/2016,2015,RT3,3331,2975,0.893125188
31/03/2016,2015,RV3,316,316,1
31/03/2016,2015,RVR,25141,23130,0.920011137
31/03/2016,2015,RWK,30,27,0.9
31/03/2016,2015,RY9,146,146,1
31/03/2016,2015,RYJ,55550,49558,0.892133213
31/03/2016,2015,RYX,1636,1617,0.988386308
31/03/2016,2015,R1C,755,754,0.998675497
31/03/2016,2015,R1F,7266,6478,0.891549683
31/03/2016,2015,RA2,18319,16734,0.91347781
31/03/2016,2015,RA3,5642,5301,0.93956044
31/03/2016,2015,RA4,9462,8660,0.915239907
31/03/2016,2015,RA7,30872,28475,0.922356828
31/03/2016,2015,RA9,15788,14491,0.917848999
31/03/2016,2015,RBA,21116,18632,0.882364084
31/03/2016,2015,RBD,11967,10896,0.910503886
31/03/2016,2015,RBZ,6944,6560,0.944700461
31/03/2016,2015,RD1,22409,20096,0.896782543
31/03/2016,2015,RD3,12439,11485,0.923305732
31/03/2016,2015,RDR,3643,3621,0.993961021
31/03/2016,2015,RDU,33006,30480,0.92346846
31/03/2016,2015,RDY,1075,1065,0.990697674
31/03/2016,2015,RDZ,22584,20788,0.920474672
31/03/2016,2015,REF,18921,17468,0.923207019
31/03/2016,2015,RH5,2486,2453,0.986725664
31/03/2016,2015,RH8,20824,19281,0.925902804
31/03/2016,2015,RHM,26367,24327,0.922630561
31/03/2016,2015,RHU,28376,26060,0.918381731
31/03/2016,2015,RHW,31449,29501,0.938058444
31/03/2016,2015,RK9,23234,19703,0.848024447
31/03/2016,2015,RN3,19093,17408,0.911747761
31/03/2016,2015,RN5,34001,31018,0.912267286
31/03/2016,2015,RN7,12620,11973,0.948732171
31/03/2016,2015,RNZ,13022,11982,0.920135156
31/03/2016,2015,RPC,7714,7168,0.929219601
31/03/2016,2015,RTE,47904,44075,0.920069305
31/03/2016,2015,RTH,42258,38621,0.913933456
31/03/2016,2015,RTK,21215,19928,0.939335376
31/03/2016,2015,RTP,23521,21694,0.922324731
31/03/2016,2015,RVJ,43644,38664,0.885894968
31/03/2016,2015,RVV,42998,38384,0.892692683
31/03/2016,2015,RW1,6635,6232,0.939261492
31/03/2016,2015,RWF,23715,21541,0.908328062
31/03/2016,2015,RWX,216,216,1
31/03/2016,2015,RXC,29584,26761,0.904576798
31/03/2016,2015,RXH,34821,25481,0.731771058
31/03/2016,2015,RXQ,32868,30239,0.920013387
31/03/2016,2015,RYR,36327,31370,0.863545022
31/03/2016,2015,RYY,2678,2678,1
31/03/2015,2014,RBL,19739,18527,0.938598713
31/03/2015,2014,RBT,14065,13285,0.944543192
31/03/2015,2014,REN,366,359,0.980874317
31/03/2015,2014,RJN,7950,7415,0.932704403
31/03/2015,2014,RJR,12661,11686,0.922991865
31/03/2015,2014,RWW,11513,10776,0.935985408
31/03/2015,2014,RTR,26981,25381,0.94069901
31/03/2015,2014,RVW,10728,10208,0.95152871
31/03/2015,2014,RXP,18553,17380,0.936775724
31/03/2015,2014,RBV,1180,1163,0.98559322
31/03/2015,2014,RM3,24994,23749,0.950188045
31/03/2015,2014,RMC,15307,14751,0.963676749
31/03/2015,2014,RMP,14497,12503,0.862454301
31/03/2015,2014,RRF,14754,14372,0.974108716
31/03/2015,2014,RW3,42607,39699,0.931748304
31/03/2015,2014,RW6,24525,23741,0.96803262
31/03/2015,2014,RWJ,18443,17200,0.932603156
31/03/2015,2014,RY2,782,777,0.993606138
31/03/2015,2014,RW5,252,252,1
31/03/2015,2014,RXL,16854,16174,0.959653495
31/03/2015,2014,RXN,24098,22364,0.928043821
31/03/2015,2014,RXR,17550,17150,0.977207977
31/03/2015,2014,RBN,17409,17072,0.980642197
31/03/2015,2014,RBQ,1881,1692,0.899521531
31/03/2015,2014,RBS,9998,9274,0.927585517
31/03/2015,2014,REM,14244,13809,0.969460826
31/03/2015,2014,REP,3803,3557,0.935314226
31/03/2015,2014,RET,6215,6063,0.975543041
31/03/2015,2014,RQ6,21118,19643,0.930154371
31/03/2015,2014,RVY,14876,13864,0.93197096
31/03/2015,2014,RE9,3373,3298,0.977764601
31/03/2015,2014,RLN,27206,25273,0.928949496
31/03/2015,2014,RNL,17290,15451,0.893637941
31/03/2015,2014,RNN,1098,1018,0.927140255
31/03/2015,2014,RR7,8524,8029,0.941928672
31/03/2015,2014,RTD,57998,54245,0.935290872
31/03/2015,2014,RTF,17460,16175,0.926403207
31/03/2015,2014,RTX,17278,16147,0.934541035
31/03/2015,2014,RX4,193,193,1
31/03/2015,2014,RCB,24310,22474,0.924475524
31/03/2015,2014,RCD,12270,11889,0.968948655
31/03/2015,2014,RJL,19092,18457,0.966739996
31/03/2015,2014,RV9,232,230,0.99137931
31/03/2015,2014,RWA,37912,34024,0.897446719
31/03/2015,2014,RCU,5501,5081,0.923650245
31/03/2015,2014,RFF,10909,10098,0.925657714
31/03/2015,2014,RFR,11201,10369,0.925720918
31/03/2015,2014,RHQ,43110,40443,0.938135003
31/03/2015,2014,RP5,24336,22820,0.937705457
31/03/2015,2014,RAE,20331,19420,0.955191579
31/03/2015,2014,RCF,6812,6224,0.913681738
31/03/2015,2014,RR8,49178,46376,0.943023303
31/03/2015,2014,RWY,18758,17729,0.945143405
31/03/2015,2014,RXF,35142,32334,0.920095612
31/03/2015,2014,RXG,401,396,0.987531172
31/03/2015,2014,RY6,1263,1263,1
31/03/2015,2014,TAD,356,356,1
31/03/2015,2014,R1A,748,743,0.993315508
31/03/2015,2014,RJC,12320,11384,0.924025974
31/03/2015,2014,RKB,24672,21737,0.881039235
31/03/2015,2014,RLQ,7451,6427,0.862568783
31/03/2015,2014,RLT,4165,3943,0.946698679
31/03/2015,2014,RWP,26320,23405,0.88924772
31/03/2015,2014,RYG,695,692,0.995683453
31/03/2015,2014,RL4,28263,27012,0.955737183
31/03/2015,2014,RLU,3455,3376,0.977134588
31/03/2015,2014,RNA,10834,10323,0.952833672
31/03/2015,2014,RQ3,7735,7122,0.920749838
31/03/2015,2014,RR1,45172,40776,0.902683078
31/03/2015,2014,RRJ,6950,6571,0.945467626
31/03/2015,2014,RRK,24957,23650,0.947629923
31/03/2015,2014,RXK,29637,28118,0.948746499
31/03/2015,2014,RYK,111,110,0.990990991
31/03/2015,2014,RYW,7031,6903,0.981794908
31/03/2015,2014,TAJ,173,173,1
31/03/2015,2014,RFS,14347,13399,0.933923468
31/03/2015,2014,RK5,16724,14950,0.893924898
31/03/2015,2014,RTG,31493,28194,0.895246563
31/03/2015,2014,RX1,23851,23411,0.981552136
31/03/2015,2014,RXM,677,642,0.948301329
31/03/2015,2014,RY8,873,852,0.975945017
31/03/2015,2014,RCX,10658,10086,0.946331394
31/03/2015,2014,RGM,2808,2624,0.934472934
31/03/2015,2014,RGN,16766,16172,0.964571156
31/03/2015,2014,RGP,10289,8681,0.843716591
31/03/2015,2014,RGQ,16437,15915,0.96824238
31/03/2015,2014,RGR,12583,12087,0.960581737
31/03/2015,2014,RGT,32385,26954,0.832298904
31/03/2015,2014,RM1,36241,32583,0.899064595
31/03/2015,2014,RQQ,5407,5273,0.975217311
31/03/2015,2014,RT1,20,20,1
31/03/2015,2014,RY3,955,947,0.991623037
31/03/2015,2014,RYV,4617,4571,0.99003682
31/03/2015,2014,RAJ,23333,22214,0.952042172
31/03/2015,2014,RDD,21273,18686,0.878390448
31/03/2015,2014,RQ8,19326,18649,0.964969471
31/03/2015,2014,RWN,186,186,1
31/03/2015,2014,RC1,12094,11595,0.958739871
31/03/2015,2014,RC9,13309,12937,0.972048989
31/03/2015,2014,RD8,8235,7656,0.929690346
31/03/2015,2014,RNQ,10724,9222,0.859940321
31/03/2015,2014,RNS,11956,11481,0.960270994
31/03/2015,2014,RP1,330,330,1
31/03/2015,2014,RWG,21811,19531,0.895465591
31/03/2015,2014,RWH,21425,20173,0.941563594
31/03/2015,2014,RY4,3466,3452,0.995960762
31/03/2015,2014,RP7,73,68,0.931506849
31/03/2015,2014,RWD,24337,21881,0.8990837
31/03/2015,2014,RWE,48886,47264,0.966820767
31/03/2015,2014,R1D,1130,1122,0.992920354
31/03/2015,2014,R1E,3448,3421,0.992169374
31/03/2015,2014,RJE,28538,25916,0.908122503
31/03/2015,2014,RJF,13557,13176,0.971896437
31/03/2015,2014,RL1,5611,4773,0.850650508
31/03/2015,2014,RXW,14930,13866,0.928734092
31/03/2015,2014,RD1,18764,17294,0.921658495
31/03/2015,2014,RN3,19142,16623,0.868404555
31/03/2015,2014,RNZ,12090,11693,0.967162945
31/03/2015,2014,RTE,44104,40618,0.92095955
31/03/2015,2014,RA3,4158,4078,0.980759981
31/03/2015,2014,RA4,8003,7287,0.91053355
31/03/2015,2014,RA7,32403,29064,0.896953986
31/03/2015,2014,RBA,16957,15694,0.925517485
31/03/2015,2014,RH5,2039,2033,0.997057381
31/03/2015,2014,RVJ,26379,22407,0.84942568
31/03/2015,2014,R1G,3,3,1
31/03/2015,2014,RA9,15280,14072,0.920942408
31/03/2015,2014,RBZ,6616,6457,0.975967352
31/03/2015,2014,REF,18877,18041,0.955713302
31/03/2015,2014,RH8,22289,20567,0.92274216
31/03/2015,2014,RK9,22744,19952,0.87724235
31/03/2015,2014,RN7,11439,11095,0.969927441
31/03/2015,2014,RVV,39254,34584,0.881031232
31/03/2015,2014,RWF,19595,19068,0.973105384
31/03/2015,2014,RYY,1607,1607,1
31/03/2015,2014,RA2,14127,13082,0.926028173
31/03/2015,2014,RDR,2654,2647,0.997362472
31/03/2015,2014,RDU,25060,23668,0.944453312
31/03/2015,2014,RPC,5173,5015,0.969456795
31/03/2015,2014,RTK,18272,17446,0.954794221
31/03/2015,2014,RTP,18579,17408,0.93697185
31/03/2015,2014,RXC,26155,24649,0.942420187
31/03/2015,2014,RXH,30604,27155,0.887302313
31/03/2015,2014,RYR,32481,28516,0.877928635
31/03/2015,2014,RHW,26381,24251,0.919260074
31/03/2015,2014,RTH,40555,37559,0.926125015
31/03/2015,2014,RWX,159,159,1
31/03/2015,2014,RXQ,20461,18961,0.9266898
31/03/2015,2014,R1C,2493,2487,0.997593261
31/03/2015,2014,R1F,7710,7191,0.932684825
31/03/2015,2014,RBD,11863,10999,0.927168507
31/03/2015,2014,RD3,10788,10376,0.961809418
31/03/2015,2014,RDY,916,898,0.980349345
31/03/2015,2014,RDZ,14688,13614,0.926879085
31/03/2015,2014,RHM,23647,22463,0.949930224
31/03/2015,2014,RHU,23182,21924,0.945733759
31/03/2015,2014,RN5,35581,33086,0.929878306
31/03/2015,2014,RW1,4457,4365,0.979358313
31/03/2015,2014,R1K,37096,34817,0.938564805
31/03/2015,2014,RAL,8479,7812,0.921335063
31/03/2015,2014,RAN,4919,4521,0.919089246
31/03/2015,2014,RAP,8514,8093,0.950552032
31/03/2015,2014,RAS,14294,14024,0.981110956
31/03/2015,2014,RAT,677,477,0.704579025
31/03/2015,2014,RAX,15093,14425,0.955741072
31/03/2015,2014,RFW,9851,9516,0.9659933
31/03/2015,2014,RJ1,42160,39369,0.93379981
31/03/2015,2014,RJ2,23580,21950,0.930873622
31/03/2015,2014,RJ6,14415,13791,0.956711759
31/03/2015,2014,RJ7,31068,27869,0.897032316
31/03/2015,2014,RJZ,55578,51231,0.921785599
31/03/2015,2014,RKE,14277,13329,0.933599496
31/03/2015,2014,RP4,1986,1879,0.94612286
31/03/2015,2014,RP6,23208,22009,0.94833678
31/03/2015,2014,RPG,839,835,0.99523242
31/03/2015,2014,RPY,1412,1339,0.948300283
31/03/2015,2014,RQM,15816,14660,0.926909459
31/03/2015,2014,RQX,6161,6066,0.984580425
31/03/2015,2014,RQY,2984,2952,0.989276139
31/03/2015,2014,RRV,33277,31081,0.934008474
31/03/2015,2014,RT3,3073,2873,0.934917019
31/03/2015,2014,RV3,186,186,1
31/03/2015,2014,RVR,21762,20539,0.943801121
31/03/2015,2014,RWK,256,255,0.99609375
31/03/2015,2014,RY9,168,167,0.994047619
31/03/2015,2014,RYJ,51555,46475,0.901464455
31/03/2015,2014,RYX,969,969,1
31/03/2014,2013,RBL,18501,17475,0.944543538
31/03/2014,2013,RBT,14090,13232,0.939105749
31/03/2014,2013,REN,359,350,0.974930362
31/03/2014,2013,RJN,7064,6678,0.945356738
31/03/2014,2013,RJR,12273,11404,0.929194166
31/03/2014,2013,RWW,12261,11606,0.946578582
31/03/2014,2013,RTR,29457,28435,0.96530536
31/03/2014,2013,RVW,11359,11059,0.973589224
31/03/2014,2013,RXP,21041,19784,0.940259493
31/03/2014,2013,RBV,1094,1078,0.985374771
31/03/2014,2013,RM2,18232,17348,0.951513822
31/03/2014,2013,RM3,23996,22623,0.94278213
31/03/2014,2013,RMC,16516,15892,0.962218455
31/03/2014,2013,RRF,14076,13729,0.97534811
31/03/2014,2013,RW3,39133,36190,0.92479493
31/03/2014,2013,RW6,25908,24115,0.930793577
31/03/2014,2013,RWJ,18619,17531,0.941565068
31/03/2014,2013,RY2,820,820,1
31/03/2014,2013,RW5,356,356,1
31/03/2014,2013,RXL,18569,17123,0.922128278
31/03/2014,2013,RXN,25007,23451,0.937777422
31/03/2014,2013,RXR,17369,16718,0.962519431
31/03/2014,2013,RBN,14782,14337,0.969895819
31/03/2014,2013,RBQ,1668,1601,0.959832134
31/03/2014,2013,RBS,9822,9125,0.929036856
31/03/2014,2013,REM,12279,11979,0.975568043
31/03/2014,2013,REP,3943,3725,0.944712148
31/03/2014,2013,RET,5681,5563,0.979229009
31/03/2014,2013,RQ6,18374,17305,0.941819963
31/03/2014,2013,RVY,8825,8616,0.97631728
31/03/2014,2013,RE9,5928,5617,0.947537112
31/03/2014,2013,RLN,28451,26792,0.94168922
31/03/2014,2013,RNL,16497,14766,0.895071831
31/03/2014,2013,RNN,1141,1092,0.957055215
31/03/2014,2013,RR7,9107,8632,0.947842319
31/03/2014,2013,RTD,53446,50008,0.93567339
31/03/2014,2013,RTF,18927,17750,0.937813705
31/03/2014,2013,RTX,16429,15231,0.927080163
31/03/2014,2013,RX4,183,183,1
31/03/2014,2013,RCB,23209,22038,0.949545435
31/03/2014,2013,RCD,9882,9552,0.96660595
31/03/2014,2013,RJL,17100,16545,0.96754386
31/03/2014,2013,RV9,288,287,0.996527778
31/03/2014,2013,RWA,36115,32294,0.894199086
31/03/2014,2013,RCU,5526,5166,0.93485342
31/03/2014,2013,RFF,7094,6880,0.969833662
31/03/2014,2013,RFR,8888,8743,0.983685869
31/03/2014,2013,RHQ,42646,39314,0.921868405
31/03/2014,2013,RP5,23177,21511,0.928118393
31/03/2014,2013,RAE,19110,18624,0.974568289
31/03/2014,2013,RCF,6922,6406,0.925455071
31/03/2014,2013,RR8,45837,43745,0.954360015
31/03/2014,2013,RWY,19138,18114,0.946493887
31/03/2014,2013,RXF,35961,32639,0.907622146
31/03/2014,2013,RXG,361,349,0.966759003
31/03/2014,2013,RY6,1241,1241,1
31/03/2014,2013,TAD,288,288,1
31/03/2014,2013,R1A,857,856,0.998833139
31/03/2014,2013,RJC,13135,12197,0.928587743
31/03/2014,2013,RKB,21423,20142,0.940204453
31/03/2014,2013,RLQ,5406,5124,0.947835738
31/03/2014,2013,RLT,7530,7202,0.956440903
31/03/2014,2013,RWP,24704,23069,0.933816386
31/03/2014,2013,RYG,877,876,0.998859749
31/03/2014,2013,RL4,25351,23853,0.940909629
31/03/2014,2013,RLU,3621,3371,0.930958299
31/03/2014,2013,RNA,10193,9485,0.930540567
31/03/2014,2013,RQ3,7621,7081,0.929143157
31/03/2014,2013,RR1,31612,29915,0.946317854
31/03/2014,2013,RRJ,6629,6273,0.946296576
31/03/2014,2013,RRK,29535,27663,0.936617572
31/03/2014,2013,RXK,30681,28453,0.927381767
31/03/2014,2013,RYK,84,81,0.964285714
31/03/2014,2013,RYW,6760,6524,0.965088757
31/03/2014,2013,TAJ,150,150,1
31/03/2014,2013,RFS,10328,10224,0.989930287
31/03/2014,2013,RK5,14818,13685,0.923538939
31/03/2014,2013,RX1,23739,22929,0.965878933
31/03/2014,2013,RXM,584,554,0.948630137
31/03/2014,2013,RY8,7029,6962,0.990468061
31/03/2014,2013,RCX,10679,10416,0.975372226
31/03/2014,2013,RGM,2534,2339,0.923046567
31/03/2014,2013,RGN,16859,16394,0.972418293
31/03/2014,2013,RGP,11349,10537,0.928451846
31/03/2014,2013,RGR,11046,10627,0.962067717
31/03/2014,2013,RGT,23796,23267,0.977769373
31/03/2014,2013,RM1,33648,31409,0.933458155
31/03/2014,2013,RQQ,8114,7590,0.935420261
31/03/2014,2013,RT1,237,176,0.742616034
31/03/2014,2013,RY3,832,815,0.979567308
31/03/2014,2013,RYV,3175,3135,0.987401575
31/03/2014,2013,RAJ,24363,22736,0.933218405
31/03/2014,2013,RDD,19294,17803,0.92272209
31/03/2014,2013,RDE,19474,18592,0.954708843
31/03/2014,2013,RQ8,14761,14330,0.970801436
31/03/2014,2013,RQW,9721,9330,0.959777801
31/03/2014,2013,RRD,89,18,0.202247191
31/03/2014,2013,RWN,168,168,1
31/03/2014,2013,RC1,10358,9887,0.954527901
31/03/2014,2013,RC9,14118,13646,0.966567502
31/03/2014,2013,RD8,8492,7930,0.933820066
31/03/2014,2013,RNQ,10163,9982,0.982190298
31/03/2014,2013,RNS,10621,10308,0.970530082
31/03/2014,2013,RP1,96,96,1
31/03/2014,2013,RWG,24314,20899,0.859545941
31/03/2014,2013,RWH,19779,18759,0.948430153
31/03/2014,2013,RY4,2791,2746,0.983876747
31/03/2014,2013,RP7,166,165,0.993975904
31/03/2014,2013,RT5,374,374,1
31/03/2014,2013,RWD,29064,26969,0.927917699
31/03/2014,2013,RWE,39358,36248,0.920981757
31/03/2014,2013,R1D,1135,1130,0.995594714
31/03/2014,2013,R1E,4989,4807,0.963519743
31/03/2014,2013,RJD,12879,12082,0.938116313
31/03/2014,2013,RJE,17899,16974,0.948321135
31/03/2014,2013,RJF,14381,13522,0.94026841
31/03/2014,2013,RL1,4591,4238,0.923110433
31/03/2014,2013,RXW,13582,12185,0.897143278
31/03/2014,2013,RBB,1146,1115,0.972949389
31/03/2014,2013,RD1,17950,16611,0.9254039
31/03/2014,2013,RN3,11433,10752,0.940435581
31/03/2014,2013,RNZ,9776,9419,0.963481997
31/03/2014,2013,RTE,38210,35153,0.919994766
31/03/2014,2013,RA3,4799,4461,0.92956866
31/03/2014,2013,RA4,6387,6174,0.96665101
31/03/2014,2013,RA7,33098,30798,0.930509396
31/03/2014,2013,RBA,16434,15285,0.930083972
31/03/2014,2013,RH5,2242,2228,0.993755575
31/03/2014,2013,RVJ,29456,26300,0.892857143
31/03/2014,2013,RA9,15383,14620,0.950399792
31/03/2014,2013,RBZ,7684,7226,0.940395627
31/03/2014,2013,REF,18467,17478,0.94644501
31/03/2014,2013,RH8,23254,21865,0.940268341
31/03/2014,2013,RK9,24247,21153,0.872396585
31/03/2014,2013,RN7,11090,10690,0.96393147
31/03/2014,2013,RPA,14820,14261,0.962280702
31/03/2014,2013,RVV,29797,28085,0.942544551
31/03/2014,2013,RWF,19624,18367,0.935945781
31/03/2014,2013,RYY,1290,1282,0.99379845
31/03/2014,2013,RA2,8196,7626,0.93045388
31/03/2014,2013,RDR,4906,4844,0.987362413
31/03/2014,2013,RDU,14542,13690,0.941411085
31/03/2014,2013,RPC,6347,5887,0.927524815
31/03/2014,2013,RTK,20036,18943,0.945448193
31/03/2014,2013,RTP,16924,16275,0.961652092
31/03/2014,2013,RXC,23802,22113,0.929039577
31/03/2014,2013,RXH,29849,27482,0.920700861
31/03/2014,2013,RYR,28809,25925,0.899892395
31/03/2014,2013,RD7,12481,10576,0.847367999
31/03/2014,2013,RHW,26092,24636,0.944197455
31/03/2014,2013,RTH,39571,36085,0.911905183
